ZINC00178939	NC(=O)c1c(NC(=O)c2cccnc2Cl)sc2c1CCCCC2
ZINC38010268	Cc1cc(C)c(C(=O)[O-])c(NCCCC(N)=O)[nH+]1
ZINC37486292	COCC(C)Nc1c(N)n(CC(C)C)c(=O)[nH]c1=O
ZINC40373320	CCCC(C)C(=O)NC(C)(CC)/C(N)=N/O
ZINC40376947	CCN(CC)S(=O)(=O)NC(CC)(CC)/C(N)=N/O
ZINC40507491	CCCCOCCNc1c(N)n(CCC)c(=O)[nH]c1=O
ZINC40706501	CCCCNc1ncnc(NCCCOC)c1N
ZINC42481110	CC(C)N(CCO)S(=O)(=O)c1ccccc1NN
ZINC42508575	CCC(CC)N(CCO)C(=O)C(NC(N)=O)C(C)C
ZINC42529825	CCCNC(=O)N(CC/C(N)=N/O)C(C)C
ZINC42691332	CCCCN(CC(N)=O)c1ccc(N)c(OCC)n1
ZINC44349079	CCCCn1c(N)c(NCCCCOC)c(=O)[nH]c1=O
ZINC44725875	CCOCC(C)Nc1c(N)n(CC(C)C)c(=O)[nH]c1=O
ZINC44785109	CCC(CC)(C(=O)NC(C)C1CC1)/C(N)=N/O
ZINC44791482	CCCN(CC(=O)NC)C(=O)C(CC)(CC)/C(N)=N/O
ZINC44792310	CCC(CC)(C(=O)N(C)CC(=O)NC1CC1)/C(N)=N/O
ZINC44847648	CCCNC(=O)C(C)NC(=O)C(CCC)C(N)=S
ZINC44847660	CCCNC(=O)C(C)NC(=O)C(CCC)C(N)=S
ZINC44861148	CCCC(C(=O)NC(C)C(C)C)/C(N)=N/O
ZINC44874065	CCCCN(CCO)C(=O)C(CCC)/C(N)=N/O
ZINC44874908	CCC(C(=O)NC(C)C(C)CC)/C(N)=N/O
ZINC44874917	CCC(C(=O)NC(C)C(C)CC)/C(N)=N/O
ZINC44877637	CCNC(=O)CN(CC)C(=O)C(/C(N)=N/O)C(C)C
ZINC44878649	CCCC(C(=O)N(C)CC(=O)NC(C)C)/C(N)=N/O
ZINC44878655	CC(C)NC(=O)CN(C)C(=O)C(/C(N)=N/O)C(C)C
ZINC44878850	CCCC(C(=O)N(C)CC(=O)NC1CC1)/C(N)=N/O
ZINC45649463	CCCC(C(=O)NCC(C)COC)/C(N)=N/O
ZINC47980218	C=CCNc1c(N)n(CCCC)c(=O)[nH]c1=O
ZINC49047056	CCC(C)C(NC(N)=O)C(=O)NCc1cc(C)on1
ZINC49219240	CCCC(NC(N)=O)C(=O)NCC1CC1C
ZINC50309876	COC(=O)C(NC(=O)c1n[nH]c(C(C)C)c1N)C(C)C
ZINC50324730	COCC(C)CNC(=O)c1[nH]nc(C2CC2)c1N
ZINC51329106	Nc1cccc(OCC(O)CSc2ncn[nH]2)c1
ZINC54154566	CC(CC(=O)NCC/C(N)=N/O)CC(C)(C)C
ZINC54176644	CCC(C/C(N)=N/O)NS(=O)(=O)N1CCCCC1
ZINC58097209	CC(C)CNC(=O)C(CC(C)C)NC(N)=O
ZINC60500322	CCC(C)C(NC(=O)CN1CCCNC1=O)C(N)=O
ZINC61595560	CCC(C/C(N)=N/O)Sc1n[nH]c(=O)n1CC
ZINC61595592	CCCn1c(SC(CC)C/C(N)=N/O)n[nH]c1=O
ZINC64499157	CC(C)CNC(=O)CNC(=O)CNC(=O)NC1CC1
ZINC65178326	CCC(C)C(=O)NCC(=O)NNC(=O)NCC(C)C
ZINC65742793	CCCCCCOC1OC(CO)C(O)C(O)C1O
ZINC66144777	C=CCNC(=S)NNC(=O)C(C)NC(=O)C1CCC1
ZINC02578495	Nc1nn(Cc2ccc(F)cc2Cl)cc1Cl
ZINC02558391	Nc1ccn(Cc2ccc(Cl)c(Cl)c2)n1
ZINC19918346	Oc1ccc2c(c1)OCC2Nc1ccc(F)c(F)c1
ZINC20278350	Nc1ncc(C(F)(F)F)cc1N1CCCCCC1
ZINC20278404	CC1CCCCN1c1cc(C(F)(F)F)cnc1N
ZINC20471647	Cc1ccc(F)c(NC2COc3cc(O)ccc32)c1
ZINC20476369	O=C1NCCCCC1Nc1c(F)cccc1F
ZINC35286439	CC(c1ccc(Cl)s1)n1nccc1N
ZINC36735974	Cc1n[nH]c(C)c1NC(C)c1ccc(F)c(F)c1
ZINC36846694	Fc1ccccc1C1CC(Nc2cn[nH]c2)C1
ZINC36916252	CCc1c(-c2ccc(F)cc2F)nn(C)c1N
ZINC36666951	CCc1ccc(Cl)c(CC)c1S(N)(=O)=O
ZINC37691952	OCc1cc(Cl)ccc1OC1CCCCC1O
ZINC37692010	Cc1ccc(OC2CCCCC2O)c(C(C)O)c1
ZINC00517165	CC1=CCC2(CO)COC(c3ccccc3O)C1C2
ZINC37908374	Cc1cc(C)c(NC(C)c2cc[nH]n2)c(C)c1
ZINC38120598	CC1CCC(C(C)C)C(C[O-])([NH+]2CCNCC2)C1
ZINC40514996	Cc1cc(C)c(C(N)=S)c(OC(C)(C)C)n1
ZINC40713692	CCC(C)N(C)c1ncc(Br)cc1N
ZINC40909081	CC(Oc1ccccc1C#N)c1ccc(N)cc1
ZINC40932237	Cc1ccccc1-c1cc(N)n(C(C)C2CC2)n1
ZINC42449400	Cc1occc1CN(C)c1ccc(Cl)cc1N
ZINC42463814	Cc1cc(N(C)CC2CCCCO2)ccc1N
ZINC42492325	CC1CCCC(N(C)c2ccc(N)cc2C#N)C1
ZINC42603228	CC1CCCCC1N(C)c1ccc(C#N)cc1N
ZINC43665528	CCC(c1ccc(F)cc1)n1ncc(Cl)c1N
ZINC44273744	CCc1c(-c2ccoc2C)sc(C#N)c1N
ZINC48266023	Cc1ccccc1Cn1c(C)c(C)c(C#N)c1N
ZINC49350841	CC1CC1c1nn(C)c(N)c1-c1cc(F)cc(F)c1
ZINC49351117	CC(C)c1noc(N)c1-c1cc(F)cc(F)c1
ZINC49559800	Cc1ccc(C(C)n2c(C)c(C)c(C#N)c2N)cc1
ZINC49567121	COc1cc(F)ccc1NC1CCCCC1O
ZINC49671912	CC1CC1c1noc(N)c1-c1ccccc1F
ZINC49979474	Cc1cc(C)cc(N(C)c2ccc(N)cc2C#N)c1
ZINC50523990	CC(c1ccc(N)cc1)n1ncc2ccccc21
ZINC50845824	CCCc1cc(N)nc(C2CCCC(C)C2)n1
ZINC50845882	CCCc1cc(N)nc(C2CCC(C)CC2)n1
ZINC50847197	Nc1ccnc(Cc2c(Cl)cccc2Cl)n1
ZINC51638307	Cc1nc(N)sc1Cc1ccc(F)c(C#N)c1
ZINC52855170	CCC1CCCCC1n1cnc2cc(N)ccc21
ZINC52859196	N#Cc1cc(Cl)ccc1Sc1ncccc1N
ZINC52884265	CC(C)c1ccn(-c2ccc(C(N)=S)cc2)n1
ZINC53169697	CC(C)C(C)n1c(N)nc2ccc(F)c(F)c21
ZINC54185111	Nc1cnc(Sc2cccc(Cl)c2)nc1
ZINC61640021	Nc1ccc(Cl)c(COc2ccccc2F)n1
ZINC61702119	Cc1cc(C)nc(Sc2ccc(C)c(N)c2)n1
ZINC00197188	CC(C)CC1(C)NC(=S)N(c2ccccc2)N1
ZINC00197188	CC(C)CC1(C)NN(c2ccccc2)C([S-])=[NH+]1
ZINC61875314	Cc1ccc2cccc(Cc3cnc(N)s3)c2n1
ZINC63146435	Cc1c(C#N)c(N)n(CC2CCC(C)CC2)c1C
ZINC63153799	Nc1nc2ccc(F)c(F)c2n1Cc1ccsc1
ZINC02502647	C=CCOc1ccc(C2C(C#N)=C(N)Oc3cc(O)ccc32)cc1Cl
ZINC00752676	N#CC1=C(N)OC2=C(C(=O)CC(c3ccccc3)C2)C1c1cccc(O)c1
ZINC04869667	C/C(=N/Nc1nc(Cl)c(C#N)c(Cl)c1Cl)c1ccc(N)cc1
ZINC00380944	NNc1nc2sc3c(c2c(=O)n1-c1ccccc1)CCCCC3
ZINC03370546	CC(Sc1nnc(N)s1)C(=O)Nc1cc(Cl)ccc1Cl
ZINC08254231	CCOc1cc(C2NC(=O)NC3=C2CCc2ccccc23)ccc1O
ZINC07048268	Cc1cc(N)nc(SC(C)C(=O)Nc2ccc(Cl)cc2Cl)n1
ZINC04335257	CCc1ccc(/N=c2\oc3c(C)ncc(CO)c3cc2C(N)=S)cc1
ZINC15900496	Cc1[nH]c2ccc(C(=O)NNC(=O)C34CC5CC(CC(C5)C3)C4)cc2c1C
ZINC05023950	CCCc1[nH]nc2c1C(c1cccc3ccccc13)C(C#N)=C(N)O2
ZINC05045034	CCCCc1[nH]nc2c1C(c1ccc(F)cc1F)C(C#N)=C(N)O2
ZINC19297270	CNC(=O)C(C)Sc1nc(N)c2c3c(sc2n1)CC(C)CC3
ZINC06469149	COc1cccc(C2N=C(O)c3c(sc4c3CCC(C)C4)N2)c1O
ZINC24841015	Cc1cc(N)nc(SC(C)C(=O)NC23CC4CC(CC(C4)C2)C3)n1
ZINC28566470	N#Cc1c(N)nc(Sc2ccccc2F)c(C#N)c1-c1cccc(O)c1
ZINC31168125	COc1cc(O)c2c(O)c3c(c(CC=C(C)C)c2c1)CC(C)(O)CC3=O
ZINC19755769	Cc1ccc(NC(=O)CN2CC(C)(C)Oc3cc(N)ccc32)c(C)c1
ZINC37129154	Oc1ccc(CNc2c(Cl)cc(Cl)c3nsnc23)cc1O
ZINC00709212	CCOC(=O)C1=C(N)Oc2ccc3ccccc3c2C1c1ccc(O)cc1
ZINC40568737	CCCc1cc2c(c(=O)[nH]1)C(c1ccccc1Cl)C(C#N)=C(N)O2
ZINC40568755	CCCc1cc2c(c(=O)[nH]1)C(c1c(F)cccc1Cl)C(C#N)=C(N)O2
ZINC40687345	CC(Nc1ncnc(N2CCc3ccccc32)c1N)c1ccccc1
ZINC40730808	CC1CCCN(c2ncnc(NC34CC5CC(CC(C5)C3)C4)c2N)C1
ZINC45920198	COc1cc(Br)c2oc(-c3cc(N)ccc3O)nc2c1
ZINC46581204	Cc1sc2nc(SC(C)C(=O)NC3CCCC3)nc(N)c2c1C
ZINC46915935	O=C(NCC(F)(F)F)NNc1nc(Cl)c(Cl)cc1Cl
ZINC48912805	Cc1ccc(NNC(=O)c2[nH]nc(C)c2Br)cc1Cl
ZINC49541671	Nc1ccc(S(=O)(=O)/N=c2\[nH]c3c(s2)CCC3)c(Cl)c1
ZINC49554677	Nc1cc(F)ccc1S(=O)(=O)/N=c1\[nH]c2c(s1)CCCC2
ZINC04571370	CCOc1cccc(C2N=C(O)c3c(sc4c3CCC(C)C4)N2)c1O
ZINC05633520	CC(C)c1n[nH]c2c1C(c1ccc(Br)cc1)C(C#N)=C(N)O2
ZINC05633520	CC(C)c1[nH]nc2c1C(c1ccc(Br)cc1)C(C#N)=C(N)O2
ZINC00803168	Nc1nc2n(n1)C(c1cccs1)CC(c1ccc(Cl)c(Cl)c1)N2
ZINC53583846	Nc1nc(Cl)cc(NCC2(c3cccc(Cl)c3)CCOCC2)n1
ZINC05818620	Cc1ccccc1C1C(C#N)=C(N)Oc2[nH]nc(-c3ccc(Cl)cc3)c21
ZINC00377668	CC(C)(C)c1[nH]nc2c1C(c1ccc(Cl)s1)C(C#N)=C(N)O2
ZINC03233546	O=c1[nH]c2ccc(/N=C/c3cc(Br)ccc3O)cc2[nH]1
ZINC01127599	Cc1ccc(C2CC(c3c(F)cccc3Cl)n3nc(N)nc3N2)cc1
ZINC04115318	Cc1ccc(-c2n[nH]c3c2C(c2ccccc2F)C(C#N)=C(N)O3)c(C)c1
ZINC60582420	CC(NC(=O)Nc1cc(C(F)(F)F)c[nH]c1=O)c1ccc(Cl)cc1
ZINC13132128	CCc1ccc(C2CC(c3ccc(F)cc3)Nc3nc(N)nn32)cc1
ZINC13132298	Nc1nc2n(n1)C(c1ccccc1Cl)CC(c1ccc(F)cc1)N2
ZINC04730572	CCCc1n[nH]c2c1C(c1ccc(Cl)c(Cl)c1)C(C#N)=C(N)O2
ZINC13131952	Cc1ccc(C2CC(c3ccc(Cl)cc3)n3nc(N)nc3N2)cc1
ZINC63513635	CC1OC(c2ccc(Cl)cc2)N=C1CSC1[NH+]=c2cc[nH+]cc2=[NH+]1
ZINC63513641	CC1OC(c2cccc(Cl)c2)N=C1CSC1[NH+]=c2cc[nH+]cc2=[NH+]1
ZINC13131490	Cc1cccc(C2CC(c3ccc(Cl)cc3)Nc3nc(N)nn32)c1
ZINC65920455	O=C(NNC(=O)c1cc(F)c(Cl)cc1Cl)NC1CCCC1
ZINC66349387	NC(=O)C1CCN(C(=O)NC(c2ccc(Cl)cc2)c2ccsc2)C1
ZINC67029248	CC1=C(C(=O)Nc2ccc(C)cc2C)C(c2cscn2)NC(=S)N1
ZINC67400359	NC(=O)c1ccccc1NC(=O)CN1CCCc2c(Cl)ccc(F)c21
ZINC03840520	CNc1nc2c(s1)CC1(C)CCC(C(C)C(=O)NCC[NH+]3CCOCC3)C(O)C1C2C
ZINC07854125	Cn1cccc1C1CCC[NH+]1CC(=O)Nc1sc2c(c1C(N)=O)CCCC2
ZINC08211969	CC(C(=O)NC(=O)NC12CC3CC(CC(C3)C1)C2)[NH+]1CCN(c2ccc(O)cc2)CC1
ZINC08919601	COc1cc(C2N=C(O)c3c(sc4c3CC[NH+](C)C4)N2)cc(I)c1O
ZINC12184705	CC(NC(=O)c1ccc(C[NH+]2CCC(O)(c3ccc(Cl)cc3)CC2)[nH]c1=O)c1cccs1
ZINC12293645	Oc1ccc2c(c1)C(O)CC1(CC[NH+](CC(O)c3ccc(Cl)c(Cl)c3)CC1)O2
ZINC12657978	CCCC/[NH+]=C/C12CCC(O)CC1(O)CCC1C2CCC2(C)C(C3C=CC(=O)O3)CCC12O
ZINC13473991	Cc1c(F)c(Oc2cccc(C(N)=[NH2+])c2)nc(Oc2cccc(C(=O)N3CCCC3)c2)c1F
ZINC17147389	CCOc1cc(C2N=C(O)c3c(sc4c3CC[NH+](C)C4)N2)cc(Br)c1O
ZINC19832526	COc1cc(C2NC(=O)c3c(sc4c3CC[NH+](C)C4)N2)cc(I)c1O
ZINC21605661	CC(=O)[NH+]=c1ccc2c(COC(=O)c3cc(Cl)ccc3N)cc(O)oc-2c1
ZINC22313514	Cc1cc(C)c2c(N)c(C(=O)OCC(=O)NC3CCOc4ccccc43)sc2[nH+]1
ZINC29037880	CC(C)c1cccc(C2=CCN(C(=O)C3[NH2+]CC4(CC4)CC3C(=O)NO)CC2)c1
ZINC30514318	CC(NCC1([NH+]2CCSCC2)CCCC1)C(=O)NC(=O)NC1CCCCC1
ZINC35578018	Cn1nc2nc(NCC[NH+]3CCCCC3)nc(-c3ccc(F)cc3F)c2c1N
ZINC35930096	Nc1c2c(-c3ccc(F)cc3)nc(NCC[NH+]3CCCCC3)nc2nn1-c1ccc(F)cc1
ZINC36298963	CC(C)CC([NH3+])CNS(=O)(=O)c1cc(Br)sc1Br
ZINC03313980	CC1(C)CC(NC(=S)NC(=O)c2cc(Br)ccc2Cl)CC(C)(C)[NH2+]1
ZINC02375719	Cc1ccc(NC(=O)c2sc3[nH+]c(N4CCOCC4)c4c(c3c2N)CC(C)(C)OC4)cc1
ZINC38050150	[NH3+]C1CCCCC1NS(=O)(=O)c1cc(Br)ccc1Br
ZINC04087189	C[NH+]1CCc2c(sc(NC(=O)c3cc(Cl)sc3Cl)c2C(N)=O)C1
ZINC38994430	O=C(N/N=C/C1=c2ccccc2=[NH+]C1)C1C=C(c2ccc(Cl)c(Cl)c2)NN1
ZINC39354229	CCc1cccc2c1=[NH+]CC=2C(=O)C(=O)NC1SC2CCCCC2C1C(N)=O
ZINC39393654	CCC1CCCC[NH+]1Cc1ccc(C(=O)NCC2Nc3ccccc3S2)c(=O)[nH]1
ZINC39448817	NC1=[NH+]C(c2ccccc2)NC(SCC(=O)N2c3ccccc3CCc3ccccc32)=N1
ZINC39467302	O=P1(c2ccccc2O)N[NH+]2CC3C=C(Cc4ccccc4)C(O)=CC3CC2CO1
ZINC40347759	CC[NH+]1CCC(NS(=O)(=O)c2c(Br)cc(N)cc2Br)CC1
ZINC40672169	C[NH+]1CCCC(NS(=O)(=O)c2c(N)cc(Br)cc2Br)C1
ZINC40687432	COc1cc(OC)c(Nc2[nH+]cnc(N3CCc4ccccc43)c2N)cc1Cl
ZINC40781473	CN(c1ncnc(Nc2ccccc2Br)c1N)C1CC[NH+](C)CC1
ZINC43111740	CC1(NNC(=O)NCC2([NH+]3CCCCC3)CCCCC2)CCS(=O)(=O)C1
ZINC44165321	CC(C)(C)c1cc(C2CSCC(C(=O)NCC3CCCO3)[NH2+]2)cc(C(C)(C)C)c1O
ZINC54681193	[NH2+]=C1Nc2nc3ccccc3n2C(c2ccc(-n3ccc(C(F)(F)F)n3)cc2)N1
ZINC10644921	Cc1ccc(NC(=O)COC(=O)c2sc3[nH+]c(C)cc(C)c3c2N)c(Br)c1
ZINC61841294	[NH3+]Cc1ccccc1CNS(=O)(=O)c1cc(Br)sc1Br
ZINC04017524	[NH2+]=C(N/N=C/c1ccccc1O)SC1CC(=O)N(c2ccc(Br)cc2)C1=O
ZINC63127532	CC(C)C1C(C(=O)NNC(=O)C2=c3ccccc3=[NH+]C2)=CNN1c1cccc(Cl)c1
ZINC63174920	[NH3+]C1CCCC1NS(=O)(=O)c1ccc(Br)cc1Br
ZINC63174922	[NH3+]C1CCCC1NS(=O)(=O)c1ccc(Br)cc1Br
ZINC63351137	Cc1ccc(N2C(=O)NC(=O)C(C3NCCC4=c5ccccc5=[NH+]C43)C2O)cc1C
ZINC63492700	CCC(C)n1c(=S)[nH]c([O-])c(C2[NH2+]CCC3=c4cc(Cl)ccc4=[NH+]C32)c1=O
ZINC63676501	CC1[NH+]=c2ccc(F)cc2=C1CCN/C(N)=N/S(=O)(=O)c1ccc(F)cc1
ZINC63683253	Cc1cccc(N2C(=O)C(C3NCCC4=c5ccccc5=[NH+]C43)C(O)NC2S)c1
ZINC40012610	C/C(N)=C(/C#N)C(=O)CSC1NN=C(C2=c3ccccc3=[NH+]C2)N1c1ccc(Cl)cc1
ZINC63896912	O=C1C(C2NCCC3=c4ccccc4=[NH+]C32)C(O)NC(S)N1Cc1ccc(F)cc1
ZINC64491145	CC(=O)NC1Nc2ccc(CC(=O)NCCC3=c4ccccc4=[NH+]C3)cc2S1
ZINC64539126	O=C(Nc1cccc(F)c1)C1NNC(C2CCCN2C(=O)C2C=c3ccccc3=[NH+]2)S1
ZINC64623287	Cc1ccc(S(=O)(=O)NC2Nc3c(C)cc(NC(=O)C4C=c5ccccc5=[NH+]4)cc3S2)cc1
ZINC65297981	Oc1ccc(Cl)cc1C1CC(c2ccc(Cl)cc2)=NC2(CC[NH2+]CC2)N1
ZINC65988388	CC1(C)CC(NC(=O)N2CCC(NC(=O)C3CCCCC3)CC2)CC(C)(C)[NH2+]1
ZINC03869845	CC(=O)C(O)C(O)COP(=O)([O-])[O-]
ZINC03874382	CC(=O)N(Br)CCOP(=O)([O-])[O-]
ZINC01683625	Nc1cc([N+](=O)[O-])cc(S(=O)(=O)[O-])c1[O-]
ZINC13520242	COP(=O)([O-])OP(=O)([O-])OC
ZINC01231760	O=C([O-])c1nsnc1C(=O)[O-]
ZINC01626913	CC(=O)SC(C(=O)[O-])C(=O)[O-]
ZINC01714645	CC(CCF)C(C(=O)[O-])C(=O)[O-]
ZINC02598105	O=C([O-])c1cc2nc[nH]c2cc1C(=O)[O-]
ZINC05496033	COC(=O)/C=C(\C=C/C(=O)[O-])C(=O)[O-]
ZINC02047294	O=C([O-])C(=O)Nc1sc2c(c1C(=O)[O-])CCOC2
ZINC19255191	O=C([O-])c1ccc(Cn2nc([O-])ccc2=O)o1
ZINC19936247	Cc1c(C(=O)[O-])cnn1-c1nncc([O-])n1
ZINC19955290	Cc1c(C(=O)[O-])sc2ncn(C(C)C(=O)[O-])c(=O)c12
ZINC21297789	CC(O)(C(=O)[O-])C(C)(O)C(=O)[O-]
ZINC22591137	CC1(P(=O)([O-])O)c2ccccc2OP1(=O)[O-]
ZINC27023664	CC(=O)NC(C(Cl)(Cl)Cl)P(=O)([O-])[O-]
ZINC35937898	CC(C)C(Sc1nnc([O-])[nH]c1=O)C(=O)[O-]
ZINC19801286	O=C(c1nnn[n-]1)c1c([O-])n2c3c(cccc3c1=O)CC2
ZINC22159989	O=C([O-])C1CCCN1C(=O)c1cc([N+](=O)[O-])c[n-]1
ZINC36946915	O=C(NC1(C(=O)[O-])CCCC1)c1cc([O-])[nH]c(=O)c1
ZINC37455127	COC1CC(C(=O)[O-])N(C(=O)c2ccc([O-])nn2)C1
ZINC37656174	O=C([O-])C1CCCN(S(=O)(=O)[N-]c2nncs2)C1
ZINC01621867	CC(Br)(C(=O)[O-])C(Br)C(=O)[O-]
ZINC04339540	CCn1nnc(C(=O)[O-])c1C(=O)[O-]
ZINC38015168	CCN(CC(=O)[O-])C(=O)c1cc(F)c(F)c([O-])c1F
ZINC38030514	O=C([O-])Cn1cc([N-]S(=O)(=O)C(F)F)cn1
ZINC38643914	O=C([O-])CNc1nc([S-])[nH]c(=S)n1
ZINC39083529	CC1C([N+](=O)[O-])C1(C(=O)[O-])C(=O)[O-]
ZINC39124966	[S-]C1=CC=NNC2([S-])ON=CN12
ZINC39158937	CC1NN=C2N=CC(C(=O)[O-])=C([O-])N21
ZINC44928366	CC(NC(=O)C1CC1C(=O)[O-])c1nnn[n-]1
ZINC49356529	CC(NC(=O)C1CC1C(=O)[O-])C(=O)[O-]
ZINC49850528	Cc1nc(C2CC2)nc(SC(C)C(=O)[O-])c1C(=O)[O-]
ZINC01574514	Cn1c([O-])nc([O-])c2n(C)c(=S)nc1-2
ZINC20230428	O=C([O-])c1c[nH]c(=O)c([N+](=O)[O-])c1[O-]
ZINC21523254	COC/C([O-])=N/c1nc2nc3c(c([O-])n2n1)CCC3
ZINC58252746	CCC(SC(C)C(=O)[O-])C(=O)[O-]
ZINC58847880	O=C([O-])C(=O)N(CCS(=O)(=O)[O-])C1CCCCC1
ZINC34616753	O=C([O-])N1CCN(C(=O)[O-])CC1
ZINC61150085	CN(C(=O)c1cc([O-])[nH]c(=O)c1)C(C)(C)C(=O)[O-]
ZINC61685357	O=C([O-])C1CCN(S(=O)(=O)[N-]c2ccon2)CC1
ZINC62272842	CCC(C(=O)[O-])n1nnc(C(=O)[O-])c1C
ZINC62272844	CCC(C(=O)[O-])n1nnc(C(=O)[O-])c1C
ZINC62273362	CC(C(=O)[O-])n1nnc(C(=O)[O-])c1C1CCCO1
ZINC62279700	COCc1c(C(=O)[O-])nnn1CC(=O)[O-]
ZINC62720329	CC(CS(=O)(=O)[O-])C(C)C(=O)[O-]
ZINC62842146	CC1(C(=O)[O-])CCN(C(=O)c2cc([O-])[nH]c(=O)c2)CC1
ZINC62868607	CC1(C(=O)[O-])CCCN(C(=O)c2ccc([O-])nn2)C1
ZINC39470808	O=C([O-])CC1=c2ccc(C(=O)[O-])cc2=[NH+]C1C(=O)[O-]
ZINC66324988	CCC1C(=O)N(CC(=O)[O-])C(=N)N=C1[O-]
ZINC00609641	Cc1ccc(Cl)c(OC(C)C(=O)NNC(=S)NC2CC2)c1
ZINC05258707	CCCCC[NH2+]C(CC(=O)Nc1ccc(F)cc1F)C(=O)[O-]
ZINC02624785	CCC(C)C(NS(=O)(=O)c1cccc(C(F)(F)F)c1)C(N)=O
ZINC06524328	C=CCNC(=S)NNC(=O)C(C)Oc1cccc(Cl)c1
ZINC06854638	CCCNC(=S)NNC(=O)C(C)Oc1ccc(F)cc1
ZINC08013215	CC(C)C(NC(=O)COc1ccccc1C(N)=O)c1cccs1
ZINC08415920	COc1ccccc1CC(=O)NNC(=S)NC1CCCC1
ZINC08417712	Cc1cccc(OCC(=O)NNC(=S)NC2CCCC2)c1
ZINC12224783	C=CCNC(=S)Nc1ccc(Nc2cc(C)ncn2)cc1
ZINC05009545	CCCCC(CC)CN1CC(=O)C(c2nc3ccccc3[nH]2)=C1N
ZINC14338856	O=C(/C=C/c1ccccc1OC(F)F)NNC(=S)NC1CC1
ZINC06527800	C=CCNC(=S)NNC(=O)COc1ccc(Cl)c(C)c1
ZINC16232684	CC(C)NC(=S)NNC(=O)/C=C/c1ccc(C2CC2C)o1
ZINC17052615	C=CCNC(=S)NNC(=O)COc1cc(C)ccc1Cl
ZINC19750211	CCCCC([NH3+])c1nc2ccccc2n1Cc1cccc(C(=O)[O-])c1
ZINC20027874	CCCOc1ccccc1OCc1cccc(/C(N)=N/O)c1
ZINC20151198	CCNC(=S)NCCNc1nc2c(C)cccc2cc1C#N
ZINC36129290	CCCCCC(C)NS(=O)(=O)c1cc(N)ccc1OC
ZINC36998274	CCCC(Nc1cnn(CC(N)=O)c1)c1ccc(Cl)cc1
ZINC37561865	CCCCCC(C)NC(=O)C[NH2+]C1CCC(C(=O)[O-])CC1
ZINC39918395	O=C(CC([NH2+]CCC1=CCCCC1)C(=O)[O-])Nc1cccc(F)c1
ZINC40334365	CCCCCCN(CCO)S(=O)(=O)c1cc(N)ccc1C
ZINC40730401	CCCCN(C)c1ncnc(NCc2ccc(C)cc2)c1N
ZINC41139344	C=CCN(CC=C)C(=O)CCc1cc(N)c(O)c(OCC)c1
ZINC41962460	C=CCNC(=S)NNC(=O)C(C)Oc1ccc(Cl)cc1
ZINC42952399	CC(C)COCC(O)CNC(=O)NC1CCCCCCC1
ZINC44968272	Cc1ccc(CNC(=O)NCC(O)COc2cccc(F)c2)s1
ZINC44968274	Cc1ccc(CNC(=O)NCC(O)COc2cccc(F)c2)s1
ZINC45094093	Cc1c(N)cccc1S(=O)(=O)NCCOCCC(C)C
ZINC47601713	CCC(CO)NC(=O)NC(C)c1ccc(OC(F)F)cc1
ZINC49166794	O=C(CCCCC1CCSS1)NNC(=O)NCC1CC1
ZINC50036519	CCCCNC(=O)C(C)OC(=O)c1cc(F)c(F)cc1N
ZINC51114547	CCC(CC)CN(CC)C(=O)c1cnc(NN)c(Cl)c1
ZINC51124325	CCC(CC)N(CCOC)C(=O)c1cc(Cl)ccc1NN
ZINC51126061	CCCCN(C(=O)c1cnc(NN)c(Cl)c1)C(C)CC
ZINC54211342	Cc1ccccc1CCNC(=O)CO/N=C(\N)C1CCCC1
ZINC56374460	CC(C)C(C)NC(=O)NCCNc1ncccc1C(F)(F)F
ZINC41223651	COc1cccc(/C=N/[NH+]=C(\N)[S-])c1OCCc1ccccc1
ZINC57898128	CC(C)CCOc1ccc(CCC(=O)N(C)CCO)cc1N
ZINC58861541	Cc1ccccc1NC(=O)NNC(=O)CCSCC(C)C
ZINC61045423	CC(C)(C)C1CCC(OC(=O)CCCCNC(N)=O)CC1
ZINC63462172	C#CCNC(=O)c1ccccc1NCC(=O)NC(C)(C)CC
ZINC64080616	Cc1ccc(OCC(=O)NNC(=S)NCC(F)(F)F)cc1
ZINC65576577	CCOc1cccc(CNC(=O)NCC(O)c2cccc(F)c2)c1
ZINC65581043	CCCCC(NC(N)=O)C(=O)N(Cc1ccc(F)cc1)C1CC1
ZINC67193154	COCCCNC(=S)NNC(=O)CC1CC(C)CC(C)(C)C1
ZINC67195512	COc1ccc(NC(=S)NNC(=O)CC(C)C2CC2)cc1F
ZINC67383337	CC(COCC(F)(F)F)Nc1cc(C(N)=O)c2ccccc2n1
ZINC67451812	CCCNC(=O)NC(=O)CNc1cccc(C(C)SC)c1
ZINC67637682	CC(C)(CC(=O)NNC(=S)NCC1CCCO1)c1ccccc1
ZINC04698971	CCC(=O)NC(=S)NNC(=O)COc1ccc(C(C)C)cc1
ZINC02737392	CCOC(=O)c1c(NC(=O)C(CC)CC)sc(C(N)=O)c1C
ZINC03244702	CCc1ccc(C(=O)COC(=O)C(NC(N)=O)C(C)CC)cc1
ZINC10284011	CCCC(=O)NNC(=S)NC(=O)c1cccc(OCC(C)C)c1
ZINC11623719	CCCOc1ccc(C(F)(F)F)cc1NCC(=O)NC(=O)NC
