ZINC00112261	Cc1cc(C)c(C(=O)Nc2nnc(C(C)C)s2)c(C)c1
ZINC13719442	COc1ccccc1CCNCc1ccc(-c2ccc(Br)cc2Br)o1
ZINC20681062	Brc1ccc(C2Nc3c(OCCCc4ccccc4)cccc3C3C=CCC32)cc1
ZINC20685161	CCn1c2ccccc2c2cc(C3Nc4c(OCC(C)C)cccc4C4C=CCC43)ccc21
ZINC20703597	CC(C)COc1cccc2c1NC(c1ccc(OCc3ccccc3)cc1)C1CC=CC21
ZINC20710996	CCC(C)Oc1ccc2c(c1)C1C=CCC1C(c1ccccc1OCc1ccccc1)N2
ZINC21316500	O=C(C=C(Sc1ccccc1)Sc1ccccc1)N/N=C/c1cccc(Cl)c1Cl
ZINC25694361	O=C(NC(c1ccccc1F)C(/N=C/c1ccccc1F)c1ccccc1F)c1ccccc1F
ZINC20687013	CN(C)c1ccc(C2Nc3ccc(OCCC4CCCCC4)cc3C3C=CCC32)cc1
ZINC02669400	CC(C)Cc1ccc(C(C)C(=O)Nc2ncc(Cc3ccc(Br)cc3)s2)cc1
ZINC02671136	CC(C)Cc1ccc(C(C)C(=O)Nc2ncc(Cc3ccc(Cl)cc3)s2)cc1
ZINC36685758	CCCc1sc(NC(=O)c2ccc(SC)cc2)nc1-c1ccc(-c2ccccc2)cc1
ZINC40739924	Clc1ccc(CCNCc2cc(Br)ccc2OCc2cccc(Cl)c2)cc1
ZINC40942522	CCc1cccc(CC)c1NC(=O)COc1cc(C)c(Br)cc1C(C)C
ZINC40978617	CCCCc1ccc2nc(NC(=O)c3c(Cl)ccc(Cl)c3Cl)sc2c1
ZINC43758530	CC(=O)OC1CCC2(C)C3CCC4(C)C(CCC4C(C)/C=C/C(C)C(C)C)C3=CCC2(O)C1
ZINC13923848	CC(NC(=S)N1CCN(C(c2ccccc2)c2ccccc2)CC1)C12CC3CC(CC(C3)C1)C2
ZINC59093174	CCc1cccc(C)c1NC(=S)N(Cc1ccc(C(C)(C)C)cc1)C(C)c1ccccc1
ZINC22576057	CC(C)c1ccc(NC(=S)N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1
ZINC59720433	CC(C)(C)C1CCc2c(sc(/N=C/c3ccc(F)cc3)c2C(=O)Nc2ccccc2)C1
ZINC64999960	CCCCc1ccc(NC(=O)/C=C/c2cc(Br)ccc2OC)c(Br)c1
ZINC65001300	COc1ccc(/C=C/C(=O)Nc2ccc(C(C)(C)C)cc2Br)cc1Br
ZINC67192449	CCC(Oc1ccc2ccccc2c1)C(=O)NC(c1ccccc1)c1ccccc1Br
ZINC04047165	COc1ccc(C2CC(=O)C3=C(C2)Nc2ccccc2NC3c2ccccc2OCc2ccccc2)cc1
ZINC02521106	O=C(N/N=C/c1ccc(OC(=O)c2ccc(Cl)cc2Cl)cc1)c1cc2ccccc2cc1O
ZINC06014753	O=C(NCCSSCCNC(=O)C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2
ZINC02985750	COc1ccc(Cl)cc1C(=O)NC(=S)Nc1cc(-c2nc3cc(C)ccc3o2)ccc1Cl
ZINC08825976	CC(C)(C)c1ccccc1NC(=O)c1ccccc1SCC(=O)NC12CC3CC(CC(C3)C1)C2
ZINC10059396	COc1cc(C2N=C(O)c3c(sc4c3CCC(C(C)(C)C)C4)N2)ccc1OCc1ccccc1
ZINC10059399	COc1cc(C2N=C(O)c3c(sc4c3CCC(C(C)(C)C)C4)N2)ccc1OCc1ccccc1
ZINC10244514	CCc1ccc(NC(=O)CSc2nc3c([nH]c4ccccc43)c(=O)n2-c2cccc(C)c2C)cc1
ZINC10244735	CCc1ccc(NC(=O)CSc2nc3c([nH]c4ccccc43)c(=O)n2-c2cc(C)ccc2C)cc1
ZINC10490687	CCCCCCC1CCC(C(=O)NC(C(=O)Nc2ccc(Br)c(C)c2)C(C)C)CC1
ZINC10123274	CC(C)CCOc1ccc(Br)cc1C(=O)NC(=S)Nc1ccccc1OC(C)C
ZINC12497228	Cc1ccc2nc(-c3ccc(NC(=S)NC(=O)/C=C/c4cccc5ccccc45)cc3)sc2c1
ZINC12705420	Cc1cccc(N(C(=O)c2ccc(-c3ccccc3)[nH]2)C(C(=O)NC2CCCCC2)c2ccc(F)cc2)c1C
ZINC12852060	CC(C)C(NC(=O)c1ccc(C(C)(C)C)cc1)C(=O)Nc1nc2ccc(SC(F)F)cc2s1
ZINC14274015	CC(C)c1ccc2oc(-c3ccc(CNC(=S)NC(=O)Cc4ccc(Cl)cc4)cc3)nc2c1
ZINC14836791	CCCCCCOc1ccc(C(=O)Nc2ccc(C(=O)NC(C)(C)C)cc2)cc1Br
ZINC03084255	O=C(CCCCCCC(=O)Nc1ccccc1Br)Nc1ccccc1Br
ZINC16058167	O=C(Nc1ccc(S(=O)(=O)/N=C2\CCCCCN2)cc1)c1ccc(SC(F)(F)F)cc1
ZINC01858890	CCc1cc(I)ccc1NC(=S)NC(=O)c1ccc(-c2ccc(Cl)cc2)o1
ZINC00745195	Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)CNC(=O)c2cc(Cl)cc(Cl)c2)c(C)c1
ZINC16610948	CCC(C)c1ccc2oc(-c3cccc(NC(=S)NC(=O)C(c4ccccc4)c4ccccc4)c3)nc2c1
ZINC06212088	CN1CCc2c1nc1ccccc1c2NC(=O)CSc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
ZINC20684756	CCn1c2ccccc2c2cc(C3Nc4c(C(=O)NCCc5ccccc5)cccc4C4C=CCC43)ccc21
ZINC20696341	Oc1ccc(Br)cc1C1Nc2c(OCCOc3ccccc3)cccc2C2C=CCC21
ZINC20710751	CCOc1ccc(NC(=O)c2cccc3c2NC(c2ccccc2OCc2ccccc2)C2CC=CC32)cc1
ZINC20881565	CSc1ccc(C2Nc3ccccc3NC3=C2C(=O)CC(c2ccc(OCC(C)C)cc2)C3)cc1
ZINC20882268	CCOc1ccc(C2CC(=O)C3=C(C2)Nc2ccccc2NC3c2ccc(OCC(C)C)cc2)cc1
ZINC21142222	O=C(CSCc1ccc(Cl)cc1Cl)Nc1ccc(-c2nc3cc(Cl)ccc3[nH]2)cc1
ZINC28311172	CCOc1ccc(NC(=O)/C(=C\c2ccccc2Cl)NC(=O)c2ccccc2Br)cc1
ZINC33085570	CC1=C(C(=O)Nc2ccccc2)C(c2cccs2)n2nc(SCc3cc(C)ccc3C)nc2N1
ZINC33467402	CCOc1ccccc1NC(=O)c1c(NC(=O)c2ccccc2Cl)sc2c1CCC(C(C)(C)C)C2
ZINC33513733	Cc1nc(C)c(NC(=O)Sc2ccc(Cl)cc2)cc1NC(=O)Sc1ccc(Cl)cc1
ZINC33683600	Cc1ccccc1NC(=O)c1c(NC(=O)COc2ccccc2)sc2c1CCC(C(C)(C)C)C2
ZINC35026937	CCC(c1nc2cc(Cl)ccc2c(=O)[nH]1)N(CC(C)C)C(=O)Nc1ccc(Cl)cc1Cl
ZINC36546811	CC(C)=CC(=O)N(c1ccccc1Cl)C(C(=O)NC(C)(C)CC(C)(C)C)c1ccccc1O
ZINC24220961	CC1CC(C)(C)CC2(C1)NC(=O)N(CC(=O)NC(c1ccc(C(C)C)cc1)c1cccs1)C2=O
ZINC24220969	CC1CC(C)(C)CC2(C1)NC(=O)N(CC(=O)NC(c1ccc(C(C)C)cc1)c1cccs1)C2=O
ZINC39867446	O=C(CCCc1c(-c2ccc3ccccc3n2)[nH]c2ccc(Cl)cc12)Nc1ccccc1Cl
ZINC40476131	CCCCc1ccc(CC2S/C(=N/N=C/c3c(-c4ccccc4)[nH]c4ccccc34)NC2=O)cc1
ZINC43760039	CC(=O)OC1CCC2(C)C3=CCC4(C)C(C(C)/C=C/C(C)C(C)C)CCC4C3(O)CCC2(O)C1
ZINC43760041	CC(=O)OC1CCC2(C)C3=CCC4(C)C(C(C)/C=C/C(C)C(C)C)CCC4C3(O)CCC2(O)C1
ZINC49451632	Cc1ccc2nc(-c3ccc(NC(=O)Cc4csc(Nc5cccc(C)n5)n4)cc3)sc2c1
ZINC54643754	CC1=C(C(=O)Nc2cccc(C)c2)C(c2sccc2C)n2nc(SCc3ccccc3)nc2N1
ZINC58912809	Cc1cc(/C=N/NC(=O)C(=O)Nc2ccc(C(C)C)cc2)c(C)n1-c1cc(Cl)cc(Cl)c1
ZINC59073403	CCCCNC(=O)/C(=C/c1ccc(OC(C)C)cc1)NC(=O)c1ccc(I)cc1
ZINC59267064	Cc1ccc(C)c(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2cccc(OC4CSC4)c2)N3)c1
ZINC59476504	CCC(=O)Nc1cccc(/N=C/c2cc(Cc3ccccc3Cl)cc(I)c2O)c1
ZINC59477582	O=C(/C=C/c1ccc(-c2ccccc2)o1)Nc1ccc(NC(=O)c2ccc(Cl)cc2Cl)cc1
ZINC59718679	Cc1c(NC(=S)NC(=O)COc2ccc(C(C)(C)C)cc2)cccc1-c1nc2ccccc2s1
ZINC59719413	Cc1c(NC(=S)NC(=O)c2ccc(-c3ccc(Cl)cc3)o2)cccc1-c1nc2ccccc2s1
ZINC01778016	CCCOc1ccc(/C=C/C(=O)Nc2ccc(I)cc2)cc1
ZINC02556010	O=C(NC(Cl)=C(Cl)Cl)OCC#Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1
ZINC03377144	O=C(NCc1cccs1)c1oc2ccccc2c1CSc1ccc(Cl)cc1
ZINC02688114	O=C(Cc1ccccc1)NC(Sc1ccc(Cl)cc1)C(Cl)(Cl)Cl
ZINC04542712	CCc1cccc(C)c1NC(=O)CCc1ccc(-c2ccc(Br)cc2)o1
ZINC04610867	O=C(CCCOc1ccc(Cl)cc1Cl)Nc1cccc(Br)c1
ZINC01924801	CCOc1ccc(Br)cc1/C=C/C(=O)Nc1ccccc1C(F)(F)F
ZINC06287257	Cc1ccc(NC(=O)CCCOc2ccc(Cl)c(C)c2)c(Br)c1
ZINC06858332	Cc1ccc(C)c(Cn2cc(CCC(=O)NC3CCC(C)CC3)c3ccccc32)c1
ZINC06629699	CCCOc1ccc(Br)cc1CNc1ccc(Br)cc1
ZINC07425218	O=c1[nH]c(SCC(Cl)CSc2ccccc2)nc2sc3c(c12)CCC3
ZINC07649614	CCCCOc1ccc(NC(=O)c2ccccc2I)cc1
ZINC00644450	CSc1nn(-c2cc(Oc3ccc(Cl)cc3C)nc(-c3ccccc3)n2)c(N)c1C#N
ZINC08403774	Brc1ccc(/C(=N/Nc2nnc3c(n2)[nH]c2ccccc23)c2ccccc2)cc1
ZINC08427133	CC(/C=N/NC(=O)/C(=C\c1ccc2c(c1)OCO2)NC(=O)c1ccccc1)=C\c1ccccc1
ZINC08427322	Nc1c(C(=O)c2ccc([N+](=O)[O-])cc2)sc2nc(-c3cccs3)cc(C(F)(F)F)c12
ZINC08454725	COc1ccc(-c2cc(C(=O)N/N=C/c3c[nH]c4ccccc34)c3ccccc3n2)c(OC)c1
ZINC08853929	CC1CC(NC(=O)Cc2csc(SCc3ccc(F)cc3)n2)CC(C)(C)C1
ZINC09196490	Cc1cc(/C=N/NCc2c(Cl)cccc2Cl)c(C)n1-c1ccccc1Br
ZINC12403562	CCCC/C(=N\NC(=O)c1ccccc1I)c1ccccc1
ZINC13639241	CCOCCOc1cccc2c1NC(c1ccc(Br)cc1)C1CC=CC21
ZINC13688321	O=C(NCCSCc1c(Cl)cccc1Cl)c1ccccc1CCc1ccccc1
ZINC14544406	CCCCOc1cccc2c1NC(c1c(OC)ccc3ccccc13)C1CC=CC21
ZINC16779233	Cc1sc2nc(SCC(Cl)CSc3ccccc3)[nH]c(=O)c2c1C
ZINC13372130	Cc1cc(CN2CCN(C(=S)Nc3ccc(Br)cc3)CC2)c2ccccc2c1
ZINC20476756	CCOc1c(Br)cc(CNCCc2ccccc2F)cc1Br
ZINC20522879	O=C(NCC(SCc1ccccc1)c1ccccc1)c1ccccc1Br
ZINC20703697	CC(C)Oc1cccc2c1NC(c1ccc(OCc3ccccc3)cc1)C1CC=CC21
ZINC20842324	OC(C#CCN(Cc1ccccc1)Cc1ccccc1)(c1ccccc1)c1ccccc1
ZINC23382689	N#C/C(=C\c1ccc(Sc2ccc(Cl)cc2)s1)C(=O)Nc1ccccc1Cl
ZINC34932550	O=C(NCc1ccccc1)N(C/C=C/c1ccccc1)C1CCCc2ccccc21
ZINC35054063	CCOc1c(Br)cc(Cl)cc1NCc1ccc(Br)cc1F
ZINC35253948	CCOc1c(Br)cc(Br)cc1CNC(C)Cc1cccs1
ZINC36325079	COc1c(Br)cc(CNCC(C)c2ccccc2)cc1Br
ZINC36325080	COc1c(Br)cc(CNCC(C)c2ccccc2)cc1Br
ZINC36956857	CCCOc1ccc(C(C)Nc2ccc(Br)cc2Br)cc1
ZINC37121490	C=CCOc1ccc(CNc2cc(Br)ccc2Br)cc1
ZINC37210768	CCOc1c(Br)cc(Br)cc1CNc1ccccc1Cl
ZINC37314705	C=CCOc1ccccc1CNc1cc(Br)ccc1Br
ZINC40730010	CC(C)Oc1c(Br)cc(Br)cc1CNCCc1ccccc1F
ZINC40869757	Cc1cccc(C(C)C)c1NC(=O)COc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
ZINC40942976	CC(C)c1ccc(OCC(=O)Nc2ccc(Cl)cc2Cl)c(Br)c1
ZINC48670504	O=S(=O)(NCCSC(F)(F)F)c1ccc(Br)cc1Cl
ZINC05025949	O=C(CSc1c2c(nc3ccc(Cl)cc13)CCCC2)NCCC1=CCCCC1
ZINC35167101	CCCc1sc(Nc2cccc(Br)c2)nc1-c1ccc(OC)cc1
ZINC59473440	Cc1cc(C)cc(CSCC(=O)N/N=C/c2c3ccccc3cc3ccccc23)c1
ZINC64985025	CCOc1ccc(Br)cc1/C=C/C(=O)Nc1ccc(Br)cc1F
ZINC65001474	Cc1ccc(OCC(=O)Nc2ccc(C(C)(C)C)cc2Br)c(Br)c1
ZINC65521951	O=C(Nc1ncc(Cc2ccccc2F)s1)c1ccc(C2SCCCS2)cc1
ZINC66348500	OCCC(c1ccccc1)c1cc(Br)ccc1OCc1ccccc1
ZINC04209985	S=C(N/N=C/c1ccccc1OCc1cccc(Br)c1)NC1CCCCC1
ZINC02722593	COc1ccc2[nH]c(C)c(CCN(Cc3cccs3)C(=S)Nc3cccc(C)c3)c2c1
ZINC00911087	COC(=O)c1c(NC(NC(=O)c2cccs2)C(Cl)(Cl)Cl)sc2c1CCCC2
ZINC08588918	Cc1ccc2c(C[NH2+]CCc3ccc(Cl)cc3)c(C(=O)[O-])n(Cc3ccc(F)cc3)c2c1
ZINC08923886	COc1ccc(Cl)cc1C(=O)NCCSc1c(-c2ccccc2)[nH]c2ccccc12
ZINC09697768	O=C(NC(=S)Nc1ccc(OCCCc2ccccc2)cc1)C(c1ccccc1)c1ccccc1
ZINC01223831	Cc1ccc(NC(=S)N(Cc2ccccc2)Cc2cc3c(C)ccc(C)c3[nH]c2=O)cc1
ZINC12542081	O=C(CCCSc1nc2ccccc2[nH]1)Nc1nc(-c2ccccc2Cl)cs1
ZINC00884664	Cc1cc(C)c2cc(CN(Cc3cccs3)C(=S)NCCc3ccccc3)c(=O)[nH]c2c1
ZINC01224678	Cc1cc2cc(CN(Cc3cccs3)C(=S)NC3CCCCC3)c(=O)[nH]c2cc1C
ZINC12892183	CNC(=O)CSc1nc(-c2ccccc2)c(NC(=O)c2ccc(C(C)(C)C)cc2)s1
ZINC06300296	Cc1cc(C)c2[nH]c(=O)c(CN(C(=S)NCc3ccccc3)C3CCCCC3)cc2c1
ZINC08833628	CCC(C)c1ccccc1OCC(=O)Nc1ccc(-c2nc3cc(Cl)ccc3[nH]2)cc1
ZINC13978317	CCc1ccc(OCC(=O)NC(=S)Nc2cccc(Cl)c2C)c(Br)c1
ZINC14476827	CCCNC(=O)c1ccc2c(c1)C1C=CCC1C(c1ccccc1OCc1ccccc1)N2
ZINC14648414	CCCCCCOc1ccc(Br)cc1C(=O)NC(=S)Nc1ccccc1
ZINC14653399	CCCOc1ccc(Br)cc1C(=O)NC(=S)Nc1ccc(C)c(Cl)c1
ZINC14667079	Cc1ccc(NC(=S)NC(=O)c2cc(Br)ccc2OCC(C)C)cc1C
ZINC19645232	O=C(CCCc1ccccc1)Nc1sc2c(c1C(=O)NCc1ccccc1)CCCCC2
ZINC03587583	CCc1cccc(CC)c1NC(=S)N/N=C/c1cccn1Cc1ccc(F)cc1Cl
ZINC20697495	CCCC(=O)Nc1ccc(Cl)c2c1C1C=CCC1C(c1ccc(N(CC)CC)cc1)N2
ZINC20711131	CCCNC(=O)c1ccc2c(c1)C1C=CCC1C(c1ccccc1OCc1ccccc1)N2
ZINC20926872	CCCOc1c(Br)cc(C[NH2+]Cc2ccc(C(=O)[O-])cc2)cc1Br
ZINC16688485	CCOc1cc(CNCC(O)c2ccccc2)cc(Br)c1OCc1ccc(F)cc1
ZINC23182457	CC(NC(=S)Nc1ccc(F)cc1)C(c1cccs1)N1CCN(c2ccccc2F)CC1
ZINC23453430	CN(CCCNC(=O)c1ccc(-c2[nH]nc3c2CCCc2ccccc2-3)cc1)c1ccccc1
ZINC12560714	CC1=CCCC(C)(C)C1/C=C(C)/C=N/NC(=O)C(NCc1ccccc1)c1ccccc1
ZINC27464285	CCCC(C)NC(=O)c1cc(Br)c(C(=O)NC(C)CCC)cc1Br
ZINC08798168	C=CCNC(=S)N/N=C/c1cccc(OCc2c(Cl)ccc(Cl)c2Cl)c1
ZINC34949876	CCCCc1ccc(C(=O)NC(Cc2ccccc2)C(=O)NCCc2ccccc2)cc1
ZINC34952472	O=C(NC(Cc1ccccc1)C(=O)Nc1ccccc1Cc1ccccc1)c1cccs1
ZINC35319518	O=C(CCCCl)Nc1cccc(-c2csc(Nc3cc(Cl)ccc3Cl)n2)c1
ZINC02072943	CCOc1ccccc1NC(=O)c1c(NCc2sccc2C)sc2c1CCC(C)C2
ZINC08683344	Cc1ccc(-c2nc(-c3ccc(Cl)cc3)c(SCC(=O)NCC3CCCO3)[nH]2)cc1
ZINC08683343	Cc1ccc(-c2nc(-c3ccc(Cl)cc3)c(SCC(=O)NCC3CCCO3)[nH]2)cc1
ZINC39214694	C=C1N=C([O-])C(c2ccccc2)C(C)[NH+]1CCc1c(C)[nH]c2ccc(OCc3ccccc3)cc12
ZINC40734056	COc1cc(CNCC(O)c2ccccc2)cc(Br)c1OCc1c(F)cccc1Cl
ZINC40740218	CCOc1cc(CNCC(O)c2ccccc2)cc(Br)c1OCc1ccccc1C
ZINC43224751	CCCc1c(-c2cccc(Oc3ccccc3)c2)c(C(N)=O)c(C)n1CCc1ccccc1
ZINC43548423	C=CCN(C)C(=O)C(C)C1CCC2(C)Cc3sc(NCc4ccccc4)nc3C(C)C2C1O
ZINC43548429	C=CCN(C)C(=O)C(C)C1CCC2(C)Cc3sc(NCc4ccccc4)nc3C(C)C2C1O
ZINC45293709	Cc1ccc(NC(=O)c2sccc2C)cc1S(=O)(=O)Nc1ccc(SC(F)F)cc1
ZINC13468062	COc1ccccc1NC(=S)N(CCc1c(C)[nH]c2ccccc12)Cc1cccs1
ZINC36608051	CC(c1ccccc1)C(C(=O)NC(C)(C)C)N(C(=O)c1ccccc1O)c1ccccc1
ZINC53363091	CCOc1ccc(C2=NC(c3ccc(Cl)cc3)NC(c3cccc(OCC)c3O)C2)cc1
ZINC59068367	CC[NH+](CC)c1ccc(CN(Cc2ccc(OC)cc2)C(=S)Nc2ccc(Cl)c(C)c2)cc1
ZINC60135940	Cc1cc(C)c(NC(=O)CNC(=O)c2oc3ccccc3c2CSc2cccs2)c(C)c1
ZINC64944901	Cc1ccc(CNc2ccc(SCC(=O)Nc3ccc(Br)c(C)c3)nn2)cc1
ZINC64972683	CC(CCc1ccccc1)NC(=O)c1ccccc1NC(=O)c1nsc2ccccc12
ZINC66214943	O=C(CNc1ccccc1Br)Nc1ccc(OCCCc2ccccc2)cc1
ZINC02687074	COc1ccc(-c2nc(SCC(=O)Nc3ccccc3)c(-c3ccccc3)[nH]2)cc1
ZINC00643948	CC(C)(C)C1CCc2c(sc(NC(=O)c3cccs3)c2C(=O)NCc2ccco2)C1
ZINC02664863	COc1ccc(NC2=NNC(c3cc(C)n(Cc4cccs4)c3C)=CS2)cc1
ZINC02233090	CC(O)CNc1nc(SCc2ccccc2)nc2sc3c(c12)CC(C)(C)OC3
ZINC00645875	CSc1ccc(S(=O)(=O)Nc2ccccc2C(=O)Nc2ccccc2Cl)cc1
ZINC06047928	O=C(CC1CC2CCC1C2)Nc1cccc(S(=O)(=O)Nc2cccc(Cl)c2)c1
ZINC08385840	Cc1cccc(NC(=O)CCC(=O)N/N=C/c2cccc(I)c2)c1C
ZINC00624810	CC(=O)Nc1ccc2nc(SCc3ccc(C(=O)Nc4ccccc4)cc3)sc2c1
ZINC01182949	Cc1c(NC(=S)NC(=O)/C=C/c2ccccc2)cccc1-c1nc2ccccc2o1
ZINC02210361	O=C(CCCCl)NC(=S)Nc1ccc2oc(-c3cc(Cl)ccc3Cl)nc2c1
ZINC08852772	Cc1ccc(NC(=O)CSc2nc(CC(=O)NC3CC(C)CC(C)(C)C3)cs2)cc1
ZINC10316388	CSc1ccccc1NC(=O)C(C)Sc1nnc(Nc2ccccc2F)s1
ZINC10384349	O=C(CCCOc1ccc(Cl)cc1Cl)NNC(=O)c1cc(Cl)cc(Cl)c1
ZINC12498848	C/C(=N\NC(=O)c1ccc(CSc2nc3ccccc3s2)cc1)c1ccc(O)cc1
ZINC12529319	O=C(Cc1coc2cc3c(cc12)CCC3)NC(Cc1ccccc1)c1nc2ccccc2[nH]1
ZINC12733687	CC(NC(=O)C(C)(C)C)C(=O)Nc1ncc(Cc2ccc(Br)cc2)s1
ZINC12813234	CC(C)(C)C(=O)NCCC(=O)Nc1ncc(Cc2ccc(Br)cc2)s1
ZINC13683690	Cc1cc(OCC(=O)Nc2ccccc2C(=O)NCC(C)C)cc(C)c1Br
ZINC14271883	COc1ccc(/C=C/C(=O)NC(=S)Nc2ccc(N3CCC(C)CC3)c(Cl)c2)cc1
ZINC14833687	O=C(/C=C/c1ccc(Cl)cc1)NNC(=O)COc1ccc(Cl)cc1Br
ZINC15708983	C#CCN(C)C(=O)C(C)C1CCC2(C)Cc3sc(NCCCC)nc3C(C)C2C1O
ZINC16161928	CCc1ccc(NC2NC(=O)/C(=C\c3cc(Br)c(OC)c(OC)c3)S2)cc1
ZINC01159759	O=C(/C=C/c1ccccc1Cl)Nc1sc2c(c1C(=O)NCc1ccco1)CCCC2
ZINC17026230	Cc1ccc(C)c(NC(=O)C(=O)NCCc2sc(-c3ccc(Cl)cc3)nc2C)c1
ZINC17135510	Cc1cccc(-c2nc(C)c(CCNC(=O)C(=O)Nc3cc(Cl)ccc3C)s2)c1
ZINC17640758	Cc1sc2nc(CSC(C)C(=O)Nc3cccc(C(C)C)c3)[nH]c(=O)c2c1C
ZINC17885850	CCCNc1nnc(SCC(=O)Nc2cc(Cl)c(Cl)cc2Cl)s1
ZINC20715906	CCCC(=O)Nc1ccc(Cl)c2c1C1C=CCC1C(c1ccc(OC)c(OC)c1)N2
ZINC20718013	CCOc1ccc(C2Nc3ccc(S(=O)(=O)NC(C)CC)cc3C3C=CCC32)cc1
ZINC20718022	CCOc1ccc(C2Nc3ccc(S(=O)(=O)NC(C)CC)cc3C3C=CCC32)cc1
ZINC21127037	Nn1c(SCc2ccc(Br)cc2)nnc1-c1ccc(OC(F)F)cc1
ZINC21882501	CC(CCc1ccccc1)NC(=O)CCc1nc2sc3c(c2c(=O)[nH]1)CCCCC3
ZINC21882554	CC(C)(C)C1CCc2c(sc3nc(CCC(=O)NCc4ccc(F)cc4)[nH]c(=O)c23)C1
ZINC22053171	CC(Sc1nc(-c2cccs2)n[nH]1)C(=O)NC(c1ccccc1)c1ccccc1
ZINC32109678	CCOC(=O)c1c(NC(=S)NC(=O)c2ccc(Cl)cc2Cl)sc2c1CCC2
ZINC32857488	O=C(CNC(=O)C12CC3CC(CC(C3)C1)C2)Nc1ccc(SCc2cccnc2)cc1
ZINC35314240	O=C(Nc1nc(SCc2ccc(F)cc2)ns1)Nc1ccccc1C(F)(F)F
ZINC14545243	CCOc1ccccc1C1Nc2ccc(S(=O)(=O)Nc3ccccc3)cc2C2C=CCC21
ZINC14545245	CCOc1ccccc1C1Nc2ccc(S(=O)(=O)Nc3ccccc3)cc2C2C=CCC21
ZINC36567655	CCc1ccc(OCC(=O)Nc2cccc(NC(=O)C3CC3)c2C)c(Br)c1
ZINC01181350	Cc1ccc(-c2nc3ccccc3s2)cc1NC(=S)NC(=O)/C=C/c1ccco1
ZINC36640736	Cc1cc(C)c(NC(=O)CSc2nnc(NC3CCCCC3)s2)c(Cl)c1
ZINC39867182	Cc1cccc(NC(=O)CCCc2c(-c3ccc4ccccc4n3)[nH]c3ccccc23)n1
ZINC20894127	CC(Sc1nnc(-c2ccc(Cl)cc2Cl)n1-c1ccccc1C(C)C)C(N)=O
ZINC04936947	Cc1cc(OCC(=O)O/N=C(\N)Cc2ccc(Cl)cc2)ccc1Br
ZINC21357759	CSc1cccc(NC(=O)Nc2ccc(CCc3nc4ccccc4n3C)cc2)c1
ZINC15238780	CC(=O)NC(C)c1ccc(-c2csc(NC(=O)c3ccc(C(C)(C)C)cc3)n2)cc1
ZINC58644801	CCC(C)c1ccc(C(NC(=O)c2cc3c([nH]c2=O)CCCC3=O)c2cccs2)cc1
ZINC60127546	O=C(NCCOc1ccc(Cl)cc1)NCC1CCN(c2ccc(F)c(F)c2)C1
ZINC12995511	CCc1cccc(CC)c1/N=C1\NC(=O)C(CC(=O)Nc2cccc3ccccc23)S1
ZINC04150606	O=C(N/N=C/c1cccc(Cl)c1Cl)/C(=C\c1cccs1)NC(=O)c1ccccc1
ZINC02543783	O=C(Oc1ccc(/C=N/NC(=S)Nc2ccccc2)cc1)c1ccccc1Br
ZINC06191716	CC(=C\c1ccccc1)/C=C(/NC(=O)c1ccccc1)C(=O)N/N=C/C=C/c1ccccc1
ZINC06245921	CCCCCC(=O)NC(=S)Nc1cccc(-c2nc3c(ccc4ccccc43)o2)c1
ZINC02984109	CCc1ccc2oc(-c3ccc(C)c(NC(=S)NC(=O)c4cccc(C)c4)c3)nc2c1
ZINC01043261	O=C(Nc1ccc(-c2nnc(Nc3ccccc3C(F)(F)F)s2)cc1)c1cccs1
ZINC01060714	Cc1cc(I)ccc1NC(=O)C(C)NC(=O)OCc1ccccc1
ZINC01985076	CCc1cccc(CC)c1NC(=O)C(C)Oc1ccc(C(=O)Nc2cccc(C)c2C)cc1
ZINC01251080	CCC1(C)Cc2c(sc3nc(SCc4ccc(OC(C)C)cc4)nc(N)c23)CO1
ZINC09632312	Cc1cccc(Nc2nnc(SCC(=O)Nc3c(Cl)cccc3Cl)s2)c1C
ZINC10078003	CC(Sc1nnc(Nc2ccccc2F)s1)C(=O)NC12CC3CC(CC(C3)C1)C2
ZINC10493046	Cc1cc(NC(=O)C2CC2)sc1C(=O)Nc1ccc(Oc2ccccc2Cl)cc1
ZINC13350583	CCCNC(=O)C1(c2ccc(NS(=O)(=O)c3ccc(C(C)C)cc3)cc2)CCCCC1
ZINC13716588	O=C(Cc1ccc(NC(=O)c2ccccc2Oc2ccccc2)cc1)NCc1cccs1
ZINC13920918	O=C(N/N=C/c1cc(Br)ccc1O)c1ccccc1OCc1ccccc1
ZINC13977507	CCc1ccc(OCC(=O)N/N=C/c2c(O)ccc3ccccc23)c(Br)c1
ZINC13977521	CCc1ccc(OCC(=O)N/N=C/c2cc(Cl)cc(Cl)c2O)c(Br)c1
ZINC14005744	CCOc1ccc(NC(=O)c2ccccc2NC(=O)c2sc3ccccc3c2Cl)cc1
