ZINC03897368	S=C1NCCOCCNC(=S)NCCOCCN1
ZINC35464558	CCCCCC(=O)OC1C=C(CO)C(O)(CO)C2(C)C(O)CCC(C)(C)C12
ZINC37316569	NS(=O)(=O)Nc1cccc(NCc2ccc(I)o2)c1
ZINC38556252	CC1=CC(C2NNC(SCC(=O)c3ccc(Cl)c(Cl)c3)N2N)N=N1
ZINC42085706	CC1CCCCC1NC(=S)NNC(=O)CC1Sc2ccccc2NC1=O
ZINC43553319	CC(=O)Nc1nc2c(s1)CC1C(C)(CO)C(O)CCC1(C)C2CC(=O)Nc1ccccc1
ZINC35465994	O=C(/C=C\c1ccc(O)cc1)NCCCCNC(=O)/C=C\c1ccc(O)cc1
ZINC45069455	CCCNC(=O)CCNS(=O)(=O)c1c(N)cc(Br)cc1Br
ZINC49532559	CCC(NS(=O)(=O)c1cc(Br)cnc1NN)c1cccs1
ZINC06743291	Cc1cc(C)c(-c2[nH]nc3c2C(c2cccc(O)c2)N(CCCO)C3=O)c(O)c1
ZINC06743291	Cc1cc(C)c(-c2n[nH]c3c2C(c2cccc(O)c2)N(CCCO)C3=O)c(O)c1
ZINC54156261	CC(CNS(=O)(=O)c1c(Cl)cc(Br)cc1Cl)/C(N)=N/O
ZINC54163469	CCC(C/C(N)=N/O)NS(=O)(=O)c1cc(Br)ccc1Br
ZINC54220886	COc1ccccc1C1(CNC(=O)C(CCSC)NC(N)=O)CCCC1
ZINC06861183	Cc1ccccc1OCC(=O)NC(=S)Nc1sc2c(c1C(N)=O)CCC2
ZINC58139654	NC(=O)Nc1cccc(NC(=O)C2(C(F)(F)F)CCN(Cc3ccccc3)C2)c1
ZINC13037955	CC(NC(C)c1ccccc1Br)C(=O)Nc1ccc(S(N)(=O)=O)cc1
ZINC59367533	O=C(NC(O)C(O)NC(=O)c1ccc(Br)cc1)c1ccc(Br)cc1
ZINC22603072	Cc1ccc(NC(=S)NNC(=O)CCCNC(=O)c2ccsc2)c(C)c1
ZINC48701636	Cc1c(NC(=O)C(=O)NCCC23CC4CC(CC(C4)C2)C3)cccc1C(N)=O
ZINC63822351	O=C(NC1NNC(CCc2ccccc2)S1)c1cc(=O)[nH]c2ccccc12
ZINC38734739	NC(=O)C1C2=C(CCC2)SC1NC(=O)CSc1nc(-c2ccc(Br)cc2)c[nH]1
ZINC64089955	NC(=O)NC(CC(=O)Nc1ccc2nc(C3CC3)sc2c1)c1cccs1
ZINC51481024	O=C(CNC(=O)NCC1CCCC1)NNc1c(F)c(F)c(F)c(F)c1F
ZINC66056578	Cc1cc(C)cc(NC(=O)COc2ccc(C(=O)NN)cc2Br)c1
ZINC66122897	CC(C)c1ccccc1NC(=S)NNC(=O)CNC(=O)Cc1ccccc1
ZINC66123600	CC(=O)NCc1ccc(C(=O)NNC(=S)Nc2ccccc2C(C)C)s1
ZINC66355119	CC(C)C(SCc1ccccc1)C(=O)Nc1ccc(C(=O)NCC(N)=O)cc1
ZINC66929119	NC(=O)C1CC(C(=O)NCC2(O)CCCc3ccccc32)=NN1c1ccccc1
ZINC67474055	NS(=O)(=O)c1ccc(/C=C/C(=O)NC2C3CCCC2C[NH+](C2CC2)C3)cc1
ZINC04284496	OC1COC(Oc2ccc3cc(Br)ccc3c2)C(O)C1O
ZINC00340077	Cc1n[nH]c2c1C(c1ccc(F)c(Br)c1)C(C#N)=C(N)O2
ZINC00792574	Cc1n[nH]c2c1C(c1cc(Br)c(C)s1)C(C#N)=C(N)O2
ZINC05817207	CC(C)(C)c1ccc(C2[NH2+]C(C(=O)[O-])Cc3[nH]cnc32)cc1
ZINC05853817	COc1cc(C2NC(=S)NC(C)=C2C(C)=O)cc(Cl)c1O
ZINC00182729	N#CC1=C(N)Oc2c(c(=O)[nH]c3ccccc23)C1c1cccs1
ZINC08010472	Cc1cc(S(N)(=O)=O)cc(NC(=O)C2CCCC2)c1C
ZINC09575352	O=S1(=O)NC(Cc2ccc(O)cc2)C(O)c2ccccc21
ZINC05386507	NC(=S)N/N=C\c1c(Br)nc2sccn12
ZINC19724148	[NH3+]CC1CN(c2cc(Cl)ccc2Cl)S(=O)(=O)[N-]1
ZINC20553114	CC1Cc2ccccc2N1S(=O)(=O)c1ccc(O)c(N)c1
ZINC22149785	Cc1ccc(N)cc1S(=O)(=O)Nc1ccc(C#N)cc1
ZINC04394823	N/C(=N/O)c1ccc(Oc2c(Cl)cncc2Cl)cc1
ZINC34670385	Cc1csc(=O)n1CC(=O)Nc1c(N)cc(Cl)cc1Cl
ZINC34957329	N/C(=N\O)c1cccnc1Oc1ccc(Br)cc1F
ZINC35612044	Cc1c(N)cc(S(=O)(=O)N2CCCC(O)C2)cc1Cl
ZINC35718643	CN(Cc1ccsc1)c1cc2c(cc1N)OCC(=O)N2
ZINC37285669	Nc1ccc(O)c(CSc2nnc3n2CCCCC3)c1
ZINC37331151	Cc1cccc(N)c1NS(=O)(=O)c1cccc(C#N)c1
ZINC37552866	Cc1ccc(C)c(S(=O)(=O)[N-]c2ncc(C#CC[NH3+])s2)c1
ZINC38054374	Cc1cc(/C(N)=N/O)ccc1-n1cc(Br)cn1
ZINC40295995	Nc1ccc2sc(C(=O)NC3CCS(=O)(=O)C3)cc2c1
ZINC40333770	Nc1ccccc1S(=O)(=O)N1CCCC1c1ccc[nH]1
ZINC40333811	Cc1ccc(S(=O)(=O)N2CCCC2c2ccc[nH]2)c(N)c1
ZINC40381100	C/C=C/C(=O)Nc1c(Cl)cc(S(N)(=O)=O)cc1Cl
ZINC40486465	O=C([O-])c1ccc(Br)cc1NC(=O)C1CCC[NH2+]C1
ZINC41058311	NC(=O)C1CC(O)CN1C(=O)CC12CC3CC(CC(C3)C1)C2
ZINC41295570	O=C(CC1Sc2ccccc2NC1=O)NC1CCC(O)CC1
ZINC42175599	NS(=O)(=O)c1ccc(NC(=O)C2CC3CCC2C3)cc1F
ZINC42805352	CC1CCCCC1NC(=O)c1cc(N)cc(S(C)(=O)=O)c1
ZINC43510293	CC(C)c1cc2c(c(O)c1O)C13CCCC(C)(C)C1C(OC3=O)C2O
ZINC44785433	N/C(=N/O)C1(C(=O)N2CCC3CCCCC3C2)CCCC1
ZINC44884290	CC1(NC(=O)c2cc(N)c(Cl)c(Cl)c2)CCS(=O)(=O)C1
ZINC48403311	CC(NC1CCCC(C)C1C)=C1C(=O)NC(=S)NC1=O
ZINC48460687	Nc1cc(S(=O)(=O)N2CCCC(O)C2)c(Cl)cc1F
ZINC49686216	Cc1cc(CNc2ccc3[nH]c(=O)c(=O)[nH]c3c2)c(C)s1
ZINC49776669	CC1=NC(N2CCN(c3cccc(C)c3C)CC2)C(N)=[NH+]1
ZINC50227386	CS(=O)(=O)c1ccc2nc(-c3cc(N)ccc3Cl)[nH]c2c1
ZINC50987813	C=CCN1C(=[NH2+])C(c2ccc3c(c2)OCCCO3)[NH+]=C1C
ZINC50674627	Nc1cc(S(=O)(=O)[N-]c2ccc(Cl)c(F)c2)cc[nH+]1
ZINC36274873	CNC(=S)N/N=C1\C(O)=Nc2c(Br)cc(F)cc21
ZINC35339640	CNS(=O)(=O)c1ccc(N2CC(C)CC(C)C2)c(N)c1
ZINC57531715	Cc1ccc(C2NC(=O)c3ccccc3N2CC(N)=O)cc1
ZINC61123022	Nc1cc(S(=O)(=O)[N-]c2cc(F)cc(F)c2F)cc[nH+]1
ZINC61639240	NNc1ccc(Cl)c(Cn2cc(Br)ccc2=O)n1
ZINC09244686	N#CC1=C(N)Nc2nc3ccccc3n2C1c1ccc(F)cc1
ZINC62054459	N/C(=N/O)c1cc2c(nc1SC1CCOCC1)CCC2
ZINC62320189	CNC(=O)c1cn(Cc2ccc(C)cc2)c2cccc(N)c2c1=O
ZINC62794551	CCC1COC(C)CN1c1ccc(/C(N)=N/O)cc1Cl
ZINC63103351	CS(=O)(=O)c1ccc(Nc2nc3ccc(N)cc3s2)cc1
ZINC00565261	Cc1[nH]c2ccccc2c1C1(O)C(=O)N(CC(N)=O)c2ccccc21
ZINC01069887	OC1COC(Nc2ccc(OC(F)(F)Cl)cc2)C(O)C1O
ZINC00491557	Cc1ccc(C(=O)NC(=S)Nc2ccc(S(N)(=O)=O)cc2)cc1
ZINC09915742	CC1(CO)OC(C)(OCCc2ccccc2)C(C)(O)C(C)(O)C1(C)O
ZINC09915805	CC1(CO)OC(C)(Oc2cccc3cccnc23)C(C)(O)C(C)(O)C1(C)O
ZINC11859078	CCOC(=O)C1C(c2ccc(O)cc2)NC(=O)NC1(O)C(F)(F)F
ZINC08636363	COc1ccc(N2C(=S)NC3C(O)C(O)CC(C(=O)NC4CCCC4)C32)cc1
ZINC06198118	CCc1ccc2[nH]c(=O)c(C3C(C#N)=C(N)Oc4[nH]nc(C)c43)cc2c1
ZINC20337483	Nc1ccc2c(c1)N(CC(O)CO)C(=O)/C(=C\c1cccs1)O2
ZINC20564090	NNc1ccc(S(=O)(=O)Nc2cccc(Br)c2)cn1
ZINC25702746	COc1cc(Br)c(C2C(C#N)=C(C)NC(C)=C2C(N)=O)cc1O
ZINC32507802	Nc1ncc(-c2cc[nH]n2)nc1N1CCC(O)(c2ccccc2)C1
ZINC36529813	CN(C=O)C(C(=O)NC1CCCCC1)c1c(O)cc(O)cc1O
ZINC36782178	Nc1cc(Cl)c(F)c(S(=O)(=O)NCC(=O)NC2CC2)c1
ZINC37270309	CN(CC(N)=O)S(=O)(=O)c1ccc(Br)cc1N
ZINC13369903	CCC(C)C(O)C(C)(O)/C=C/C1=CC2=C(Cl)C(=O)C(C)(O)C(O)C2CO1
ZINC04594174	C#CCSc1nc(N)c2c(n1)OC(N)=C(C#N)C2c1cccnc1
ZINC37929661	CCNC(=O)CNS(=O)(=O)c1cc(Br)ccc1N
ZINC06576161	NC(=O)NN/C(CC1C(=O)Oc2ccccc21)=C1/C=CC=CC1=O
ZINC38556259	CC1=CC(C2NNC(SCC(=O)c3ccccc3C)N2N)N=N1
ZINC38748358	CC(=O)CSC1NNC(C2C=C(c3ccc(C)cc3)N=N2)N1N
ZINC39395738	N#CC1C2=C(CCCC2)SC1NC(=O)CSc1nc(N)cc(=O)[nH]1
ZINC39468803	O=P1([O-])N[NH+]2CC3C=C(O)C(c4ccccc4O)=CC3CC2CO1
ZINC39590239	O=C(/C=C1\CSC(NC(=O)c2ccc[nH]c2=O)N1)Nc1ccc(Cl)cc1
ZINC08508873	Cc1ccc(C2C3=C(CC(C)(C)CC3=O)Nc3[nH]c(=S)nc(N)c32)o1
ZINC41069914	CCC(C)NS(=O)(=O)c1cc(Br)cnc1NN
ZINC42810191	COCCS(=O)(=O)/N=c1/[nH]c(-c2ccc(O)c(N)c2)cs1
ZINC44243851	CC(NS(=O)(=O)c1cncc(Br)c1)/C(N)=N/O
ZINC46076310	NC(=O)Cc1ccccc1NC(=O)c1cc(=O)[nH]c2ccccc12
ZINC48839614	[NH3+]C1CCCCC1NS(=O)(=O)c1cc(C(=O)[O-])sc1Br
ZINC49065577	NS(=O)(=O)c1ccc(CNc2cn[nH]c(=O)c2Cl)s1
ZINC49539270	Cc1nc(C)c(C(C)NS(=O)(=O)c2ccc(NN)nc2)s1
ZINC49539278	Cc1nc(C)c(C(C)NS(=O)(=O)c2ccnc(NN)c2)s1
ZINC50202323	O=C([O-])c1cc(Br)ccc1NC(=O)C1CC(O)C[NH2+]1
ZINC18206055	COc1ccc(N2C(=O)/C(=C/Nc3cccc(N)c3)C(=O)NC2=S)cc1
ZINC50677476	Nc1ncc(Br)cc1S(=O)(=O)NCc1cn[nH]c1
ZINC51123434	CC(Cn1ccnc1)NC(=O)c1cc(Br)cnc1NN
ZINC04865132	CCOc1cc(C2C3=C(CCCC3=O)Nc3[nH]c(=S)[nH]c(=O)c32)ccc1O
ZINC27564272	NC1=Nc2[nH]cnc2C(OCc2cncc(Br)c2)N1
ZINC54156075	CC(CNS(=O)(=O)c1cncc(Br)c1)/C(N)=N/O
ZINC56960441	OC1COC(Oc2c[nH]c3ccc(Br)c(Cl)c23)C(O)C1O
ZINC57509049	CCOC(=O)C1=C(CCl)NC(=O)NC1c1ccc(O)c(O)c1
ZINC60861534	CC(C)CN1C(=O)/C(=C\Nc2ccccc2C(N)=O)C(=O)NC1=S
ZINC62462318	COc1cc(N)ccc1NC(=O)C(C)[NH+]1CCC(C(=O)[O-])CC1
ZINC63594774	NNC(=O)CC1C(=O)NCCN1Cc1c(Cl)cccc1Cl
ZINC63933778	CCC(C)N1C(=O)NC([O-])=C(C2NCCC3=c4ccccc4=[NH+]C32)C1O
ZINC64411377	Cc1cccc2c1NC(NC(=O)Cc1c(C)[nH]c(=O)[nH]c1=O)S2
ZINC65136156	Cc1c(C(=O)NNC(=O)NCCC(C)C)[nH]c2c1C(=O)CCC2
ZINC66976620	O=C(NCC1(O)CCCc2ccccc21)NC1CCCc2[nH]c(=O)ccc21
ZINC67246759	Cc1ccc(NNC(=O)C2CCC3(CC2)NC(=O)NC3=O)cc1Cl
ZINC00860651	NC(=S)N/N=C/c1ccc(OCC(O)Cn2c3ccccc3c3ccccc32)cc1
ZINC06005023	CCC1(CC)OC(C(O)CCc2ccccc2O)C(C(O)CCc2ccccc2O)O1
ZINC02052477	CC(C)(C)c1ccc(OCC(=O)NC(=S)Nc2sc3c(c2C(N)=O)CCC3)cc1
ZINC08561403	CCCOc1ccccc1C(=O)NC(=S)Nc1sc2c(c1C(N)=O)CCCC2
ZINC09631304	CN(C)c1ccc(NC(=O)NCC2CCCC(CNC(=O)Nc3ccc(N(C)C)cc3)C2)cc1
ZINC10149952	CCc1c(C)sc(NC(=S)NC(=O)c2ccc(OCCC(C)C)cc2)c1C(N)=O
ZINC09631628	CN(C)c1ccc(NC(=O)NCC2CCCC(CNC(=O)Nc3ccc(N(C)C)cc3)C2)cc1
ZINC13321336	CCc1c(C(=O)Nc2cccc(/C(C)=N\NC(=O)c3cc(O)ccc3O)c2)csc1C
ZINC13620855	CCOc1ccc(/C=C/C(=O)NC(=S)Nc2sc3c(c2C(N)=O)CCCC3)cc1
ZINC08780235	NC(=O)c1ccsc1NC(=O)COC(=O)c1ccccc1NCCC1=CCCCC1
ZINC14030398	CC(C)COc1ccc(C(=O)NC(=S)Nc2sc3c(c2C(N)=O)CCCC3)cc1
ZINC14035334	CCC(=O)Nc1ccc(C(=O)NNC(=S)NC(=O)c2ccccc2OCC(C)C)cc1
ZINC14240692	CC(Sc1nnc(-c2ccc(C(C)(C)C)cc2)n1N)C(=O)NNC(=O)c1ccccc1
ZINC14647580	CCCOc1ccc(C(=O)NC(=S)Nc2sc(C)c(C)c2C(N)=O)cc1Br
ZINC10150111	CCc1c(C)sc(NC(=S)NC(=O)c2cccc(OC(C)CC)c2)c1C(N)=O
ZINC14843027	CC(C)c1ccc(NC(=S)NNC(=O)c2ccc(NC(=O)c3ccco3)cc2)cc1
ZINC17665223	CC(C)CCCCCCn1c(SCc2nc(N)nc(N)n2)nc2ccccc2c1=O
ZINC20806735	Nn1c(N/N=C/c2c(O)ccc3ccccc23)nnc1SCc1ccc(F)cc1
ZINC20912694	Cc1ccccc1NC(=O)CCSc1nnc(N/N=C/c2cccc3ccccc23)n1N
ZINC21317690	Cc1ccc(C)c(NC(=O)CSc2nnc(N/N=C/C=C/c3ccccc3)n2N)c1
ZINC21327097	Nn1c(NN=C2CCCCC2)nnc1SCC(=O)Nc1cccc2ccccc12
ZINC34784844	CC(C)(C)c1nn(-c2cc(F)ccc2F)c(N)c1NC(=O)NCCc1ccccc1
ZINC36516711	CCCCCCN(C(=O)C=C(C)C)C(C(=O)NC(C)(C)C)c1c(O)cc(O)cc1O
ZINC36571004	CCCN(C(=O)c1c(O)cccc1O)C(C(=O)NC1CCCCC1)c1ccccc1O
ZINC36580270	CC(C)(C)NC(=O)C(c1c(O)cc(O)cc1O)N(C(=O)C1CCCCC1)C(C)(C)C
ZINC36581977	CCCCC/C=C/C(=O)N(C(C(=O)NC(C)(C)C)c1c(O)cc(O)cc1O)C(C)(C)C
ZINC06074365	CC(C)(C)NC(=O)CN(C(=O)c1snc(C(=O)NC2CCCCC2)c1N)c1ccccc1F
ZINC39559649	O=C(/C=C/c1ccc(-c2ccccc2F)s1)NCC(=O)Nc1ccc2[nH]c(=O)[nH]c2c1
ZINC08386735	CCc1cc(CC)c(/C(=N\O)Nc2ccccc2)c(CC)c1/C(=N\O)Nc1ccccc1
ZINC05445849	O=C(N/N=C/c1ccc(/C=N/NC(=O)NC2CCCCC2)cc1)NC1CCCCC1
ZINC40723081	Nc1c(NNC(=O)COc2ccc(Cl)cc2Cl)ncnc1Sc1ccc(Cl)cc1
ZINC20160102	C/C=C/C=C/C(=O)Nc1ccc(Cc2ccc(NC(=O)/C=C/C=C/C)c(O)c2)cc1O
ZINC45866062	COc1ccc(C)cc1NC(=O)C(Nc1ccc(NC(=O)NC2CC2)cc1)c1ccccc1
ZINC05257989	O=C(CC([NH2+]CCC1=CCCCC1)C(=O)[O-])Nc1ccc(Nc2ccccc2)cc1
ZINC36608270	COc1ccc(C(=O)N(c2ccccc2)C(C(=O)NC(C)(C)C)c2c(O)cc(O)cc2O)cc1
ZINC12826880	CCCc1ccc(-c2nc(NC(=O)CC(NC(N)=O)c3cccs3)sc2C)cc1
ZINC12575054	Cc1[nH]c2ccccc2c1/C=N/NC(=O)CCC(=O)N/N=C/c1c(C)[nH]c2ccccc12
ZINC58987983	Nn1c(SCCCC(=O)N/N=C/c2ccccc2O)nnc1-c1ccccc1Br
ZINC59006325	O=C(CSc1n[nH]c(N/N=C/c2c[nH]c3ccccc23)n1)NC1C2CC3CC(C2)CC1C3
ZINC59015395	O=C(CSc1n[nH]c(N/N=C/c2ccc(O)cc2)n1)Nc1ccc(Cl)c(C(F)(F)F)c1
ZINC59019461	CC[NH+](CC)c1ccc(NC(=O)CSc2n[nH]c(N/N=C/c3ccc(C)cc3)n2)cc1
ZINC59020208	CC[NH+](CC)c1ccc(NC(=O)CSc2n[nH]c(N/N=C(/C)c3ccccc3)n2)cc1
ZINC59875779	O=C(CCCCC1SCC2NC(=O)NC21)Nc1ccc(Nc2ccccc2)cc1
ZINC15777386	S=C(N/N=C(\C=N\NC(=S)Nc1ccccc1)c1ccccc1)Nc1ccccc1
ZINC66072314	CC(C)NC(=O)c1ccc(NC(=O)CNc2ccc(Cl)c(C(=O)NC3CCCCC3)c2)cc1
ZINC66072813	CCC(C)NC(=O)c1ccc(NC(=O)CNc2ccc(NC(=O)CC(C)C)cc2)cc1
ZINC66086724	CCC(C)NC(=O)c1ccc(NCC(=O)Nc2ccc(C(=O)NC(C)(C)C)cc2)cc1
ZINC66135783	CCCCCCOc1ccc(-c2nc(N)nc(C)c2C(N)=O)cc1Br
ZINC66201522	Cc1ccc(C)c(OCCCC(C)(C)C(=O)NC(=S)Nc2ccccc2C(N)=O)c1
ZINC09451770	Cc1ccc(-c2cc(-c3nnc(SCC(=O)Nc4ccc(C)c(C)c4)n3N)n[nH]2)cc1
ZINC09451770	Cc1ccc(-c2cc(-c3nnc(SCC(=O)Nc4ccc(C)c(C)c4)n3N)[nH]n2)cc1
ZINC04236622	COc1ccccc1CNC(=O)CC1C(O)CCC2C(C)(CO)C(OC(=O)NC(C)C)CCC12C
ZINC02145327	Nc1ccccc1SC(C[N+](=O)[O-])c1ccc(C(C[N+](=O)[O-])Sc2ccccc2N)cc1
ZINC01726391	Cc1cccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4cccc(C)c4)c(N)c3)cc2N)c1
ZINC02881062	CC(C)(C)C1CCc2c(sc(NC(=S)NC(=O)COc3ccccc3)c2C(N)=O)C1
ZINC09427110	COc1c(Cl)cc(Cl)cc1C(=O)NC(=S)Nc1sc2c(c1C(N)=O)CCCC2
ZINC09501066	CCCCCC(C)Cn1c(SCc2nc(N)nc(N)n2)nnc1-c1ccc(Cl)cc1
ZINC09809015	CC(C)(C)c1cc(CCC(=O)OCC(=O)Nc2cccc(S(N)(=O)=O)c2)cc(C(C)(C)C)c1O
ZINC09937241	Cc1ccc(NC(=O)c2c(C)nc3sc(C(=O)NCc4ccco4)c(N)c3c2-c2ccco2)c(C)c1
ZINC10295726	CCC(C)Oc1ccc(C(=O)NC(=S)NNC(=O)c2ccc(NC(=O)C3CCCCC3)cc2)cc1
ZINC11197630	CCOC(=O)C1=C(COC(=O)c2ccc(Cl)c(N)c2)NC(=O)NC1c1ccc(Cl)cc1
ZINC12502524	CCCC(=O)Nc1ccc(C(=O)NNC(=S)NC(=O)c2sc3ccccc3c2Cl)cc1
ZINC00906593	Cc1ccc(N(CC(=O)NC2CCCC2)C(=O)c2snc(C(=O)NC3CCCCC3)c2N)cc1
ZINC14276542	CC(C)COc1ccc(C(=O)NC(=S)Nc2sc3c(c2C(N)=O)CCC(C(C)(C)C)C3)cc1
ZINC14668404	CC(C)Oc1ccc(Br)cc1C(=O)NC(=S)Nc1sc2c(c1C(N)=O)CCCC2
ZINC15230546	O=C(/C=C/c1cc(O)cc(O)c1)Nc1cccc2c(S(=O)(=O)Nc3ccc(F)cc3)cccc12
ZINC16544955	O=C(NCCN(CCO)C(=O)Nc1cccc2ccccc12)Nc1cccc2ccccc12
ZINC20690570	COc1ccc(C2Nc3c(C(=O)Nc4ccc(Nc5ccccc5)cc4)cccc3C3C=CCC32)cc1O
ZINC20907531	O=C(CCSc1n[nH]c(N/N=C/c2c(O)ccc3ccccc23)n1)Nc1ccc(Cl)cc1
ZINC21075939	C=CCc1cccc(/C=N/Nc2nc(SCCC(=O)Nc3cccc4ccccc34)n[nH]2)c1O
ZINC21281638	Cc1ccc(NC(=O)NC(=O)CSc2nnc(-c3ccc(C(C)(C)C)cc3)n2N)c(C)c1
ZINC21595798	COc1ccc(C(=O)NC(=S)Nc2sc3c(c2C(N)=O)CCC(C(C)(C)C)C3)c(OC)c1
ZINC22864287	CCOC(=O)c1sc(N)c(C#N)c1CSc1nc(N)c2c3c(sc2n1)CCCC3
ZINC23632395	CC1CCCCC1NC(=O)NC(=O)CSc1nnc(-c2ccc(C(C)(C)C)cc2)n1N
ZINC33821849	C=CCOC(=O)C1C(c2ccc(C(C)(C)C)cc2)C(C(=O)OCC=C)C2(CC1(C)O)NNC(=S)N2
ZINC04552213	Nc1c(OCCOc2ccccc2)c(OCCOc2ccccc2)c(N)c2c1C(=O)c1ccccc1C2=O
ZINC36496870	CCC(C(=O)N(Cc1ccco1)C(C(=O)NC1CCCCC1)c1c(O)cc(O)cc1O)c1ccccc1
ZINC36503013	CCCC(=O)N(Cc1ccco1)C(C(=O)NC(C)(C)CC(C)(C)C)c1c(O)cc(O)cc1O
ZINC36540834	CC(C)(C)NC(=O)C(c1c(O)cc(O)cc1O)N(C(=O)C1CCCCC1)c1ccccc1Cl
ZINC36548797	C=C(C)C(=O)N(c1ccccc1Cl)C(C(=O)NC1CCCCC1)c1c(O)cc(O)cc1O
ZINC36551120	COc1ccc(C2Nc3c(C(=O)Nc4ccc(Nc5ccccc5)cc4)cccc3C3C=CCC32)cc1O
ZINC36580275	CC(C)(C)CC(C)(C)NC(=O)C(c1c(O)cc(O)cc1O)N(C(=O)C1CCCCC1)C(C)(C)C
ZINC36586851	COc1cc(C(C(=O)NC(C)(C)CC(C)(C)C)N(C(=O)c2c(O)cccc2O)C(C)(C)C)ccc1O
ZINC36601633	C=C(C)C(=O)N(Cc1ccc(C)o1)C(C(=O)NC(C)(C)CC(C)(C)C)c1c(O)cc(O)cc1O
ZINC03145773	Cc1ccc(NCC(=O)N/N=C/c2ccccc2/C=N/NC(=O)CNc2ccc(C)cc2)cc1
ZINC40761795	CCOC(=O)c1ccc(Nc2ncnc(Nc3ccc(I)cc3)c2N)cc1
ZINC40779947	Nc1c(Nc2ccc(OC(F)(F)F)cc2)ncnc1Nc1ccc(Br)cn1
ZINC40782406	Nc1c(Nc2ccc(I)cc2)ncnc1Nc1ccc(OC(F)(F)F)cc1
ZINC43553791	CC1(CO)C(OC(=O)NC2CCCCC2)CCC2(C)C(CC(=O)NCc3ccccc3)C(O)CCC12
ZINC43553798	CC1(CO)C(OC(=O)NC2CCCCC2)CCC2(C)C(CC(=O)N3CCCC3CO)C(O)CCC12
ZINC43553832	CC(C)NC(=O)OC1CCC2(C)C(CC(=O)NCc3cccs3)C(O)CCC2C1(C)CO
ZINC46588122	CC(=O)Nc1cccc(Nc2nnc(SCc3nc(N)c4c5c(sc4n3)CCCCC5)s2)c1
ZINC36606161	CCCCC/C=C/C(=O)N(c1ccccc1)C(C(=O)NC(C)(C)C)c1c(O)cc(O)cc1O
ZINC20919321	Nn1c(NN=C(Cc2ccccc2)Cc2ccccc2)nnc1SCC(=O)NC1CCCCC1
ZINC09408875	CC[NH+](CC)c1ccc(C2c3c(O)n[nH]c3CC(C)(O)C2C(=O)OCc2ccccc2)cc1
ZINC16385228	NC(=O)c1c(NC(=S)NC(=O)c2ccc(-c3cc(Cl)ccc3Cl)o2)sc2c1CCC2
ZINC15523722	CC(C)C(NCC(=O)NCCc1ccc(S(N)(=O)=O)cc1)c1ccc(C2CCCCC2)cc1
ZINC59021203	CC[NH+](CC)c1ccc(NC(=O)CSc2n[nH]c(N/N=C(/C)c3ccc(C)cc3)n2)cc1
ZINC66093782	O=C(CCc1ccccc1)Nc1ccc(NCC(=O)Nc2ccc(C(=O)NC3CCCCC3)cc2)cc1
ZINC66108868	O=C(CCc1ccccc1)Nc1ccc(NC(=O)CNc2ccc(C(=O)NC3CCCCC3)cc2)cc1
ZINC66108890	O=C(CNc1ccc(C(=O)NC2CCCCC2)cc1)Nc1ccc(C(=O)NC2CCCCC2)cc1
ZINC00727473	CCOC(=O)C1=C(N)OC2=C(C(=O)CC(C)(C)C2)C1c1ccc2c(c1)OCO2
ZINC00752466	N#CC1=C(N)OC2=C(C(=O)CC(c3ccccc3)C2)C1c1ccc([N+](=O)[O-])cc1
ZINC04313458	Nc1c(-c2nc(-c3ccc(Cl)cc3)no2)nnn1-c1ccccc1F
ZINC03294447	CC1CCCCC12NC(=O)N(CC(=O)Nc1ccc(OC(F)F)cc1)C2=O
ZINC05360975	Cc1c(/C=N/Nc2nnc3c(n2)[nH]c2ccccc23)c2ccccc2n1C
ZINC06329096	CNc1ccc(/C=C(\C#N)C(=O)Nc2c(C)cc(C)cc2C)cc1[N+](=O)[O-]
ZINC06750578	COc1ccccc1NC(=O)Nc1nnc(N2CC(C)CC(C)C2)s1
ZINC06868253	Cc1ccccc1-c1noc(-c2nnn(-c3ccc(F)c(Cl)c3)c2N)n1
ZINC07294131	CC1CC(=O)Nc2ccccc2N1C(=O)COC(=O)c1ccc(CO)cc1
ZINC08328891	CC(NC(=O)CN1C(=O)NC2(CCCCC2C)C1=O)c1cc2ccccc2o1
ZINC01161836	Nc1nnnn1/N=C/c1ccccc1OCc1ccc(Cl)c(Cl)c1
ZINC09290324	CCOc1ccc(-c2nnc3n2N=C(c2ccc(O)cc2O)CS3)cc1
ZINC11178106	O=C(/C=C/c1ccc2c(c1)OCO2)Nc1cccc(NC(=O)c2ccco2)c1
ZINC11575732	CSc1ncc(Cl)c(C(=O)OCc2nc(N)c3ccccc3n2)n1
ZINC12712495	O=c1[nH]nc(CNc2nncc(-c3cccc4ccccc34)n2)c2ccccc12
ZINC06625417	CSc1nc(N)c2c(n1)CC1=C(C(=O)CCC1)C2c1ccc([N+](=O)[O-])cc1
ZINC06859106	Cc1cc(NS(=O)(=O)c2ccccc2[N+](=O)[O-])cc(Br)c1O
ZINC14019501	CC(=O)N/C(=C\c1cccc([N+](=O)[O-])c1)C(=O)Nc1cc(C)ccc1C
ZINC14459627	COc1cccc(C2Nc3c(OC)ccc([N+](=O)[O-])c3C3C=CCC32)c1O
ZINC21944702	COC(=O)C(C)NC(=O)N1CCC2(CC1)Nc1cc(F)ccc1-n1cccc12
