ZINC04026895	O=CNC1C2CCCC1C1=C(CCCC1)C2
ZINC63746713	CCN1C(C(=O)NCCC2=c3ccccc3=[NH+]C2)C=C2C(c3cccs3)=NN(c3ccccc3)C21
ZINC64007070	COc1cc2cc(CNCC3CCC[NH+]4CCCCC34)c(=O)n(CC3CCCCC3)c2cc1OC
ZINC03840955	COCCNC(=O)C(C)C1CCC2(C)Cc3sc(NC(=O)C[NH+](C)C)nc3C(C)C2C1O
ZINC08791347	COCCCN1C(=O)C2C(Cc3c[nH]c4ccccc34)[NH2+]C3(C(=O)Nc4c(C)cccc43)C2C1=O
ZINC08881238	CCCCN(CC)S(=O)(=O)c1ccc(C(=O)Nc2sc3c(c2C(N)=O)CC[NH+](CCC)C3)cc1
ZINC09375542	CCC(c1nnc(SCC(=O)Nc2sccc2C(N)=O)n1Cc1ccccc1)[NH+](C)C
ZINC09562729	O=C(COC(=O)c1oc2ccccc2c1CSC1[NH2+]CCS1)NC(=O)NCc1ccccc1
ZINC09584822	CC1CCc2c(sc3nc(C[NH+]4CCOCC4)nc(NCc4ccc(S(N)(=O)=O)s4)c23)C1
ZINC11423295	CC1(C)CC(NC(=O)CCNS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC(C)(C)[NH2+]1
ZINC12497180	CCOC(=O)C1(Cc2ccc(O)cc2)[NH2+]C(c2ccc(O)cc2)C2C(=O)N(c3ccccc3)C(=O)C21
ZINC02725863	CCC(c1nnc(SCC(=O)Nc2sc3c(c2C(N)=O)CCC3)n1Cc1ccccc1)[NH+](C)C
ZINC12818616	CC[NH+](CC(=O)Nc1ccc(NC(C)=O)cc1)C(C)c1nc2scc(-c3cccs3)c2c(=O)[nH]1
ZINC15105746	CCCCn1c(N)c(N(CC)C(=O)C[NH+]2CCCCCC2c2ccc(OC)cc2)c(=O)[nH]c1=O
ZINC15480296	CCOC(=O)C1=C(C[NH+](C)CC(=O)Nc2cccc(C)c2C)NC(=O)NC1c1ccco1
ZINC02927061	CCC(Sc1nc2n[nH]c(C)c2c(=[NH2+])n1-c1ccc(Br)cc1)C(=O)NCc1ccco1
ZINC20872957	CC(C)(C)NC(=O)COc1ccc2ccccc2c1C[NH2+]CCNc1ccc([N+](=O)[O-])cc1
ZINC21918841	CCC[NH+](CC(=O)N(CC(C)C)c1c(N)n(CC(C)C)c(=O)[nH]c1=O)Cc1ccccc1
ZINC23039047	CCC1(c2ccccc2)NC(=O)N(NC(=O)C[NH+](C)CC(=O)Nc2cccc(C)c2C)C1=O
ZINC25190798	CNC(=O)c1ccc(C[NH+](CC(=O)NCC(=O)Nc2ccc(F)c(F)c2F)C2CC2)cc1
ZINC33121258	Cc1cc(C)c(S(=O)(=O)Nc2ccc(N3CC[NH2+]CC3)c(C(=O)NCC(C)C)c2)cc1C
ZINC24987052	O=C(Cc1ccc(Cl)cc1)NC(Cc1ccccc1)C(=O)N1CCC2(CC1)NCCc1[nH+]c[nH]c12
ZINC13154618	CCCCOc1ccc(N2C(=O)CC([NH2+]CCc3ccc(S(N)(=O)=O)cc3)C2=O)cc1
ZINC02457805	CC[NH+](CC)CCNC(=O)C1(O)c2cc(Br)ccc2NC(=O)N1c1ccccc1
ZINC39631563	CC(CCCC(C)(C)O)NC(=O)C1CN(C(=O)C(C)Oc2ccccc2)CC12CC[NH2+]CC2
ZINC39631781	COc1ccc(Br)c(C(=O)N2CC(C(=O)NC(C)CCCC(C)(C)O)C3(CC[NH2+]CC3)C2)c1
ZINC39632034	COc1ccc(CCC(=O)N2CC(C(=O)NC(C)CCCC(C)(C)O)C3(CC[NH2+]CC3)C2)cc1
ZINC39671432	O=C(NCc1cc2ccccc2[nH]1)C1CN(C(=O)c2ccc(OC(F)(F)F)cc2)CC12CC[NH2+]CC2
ZINC39693529	CCCCC(C)C(=O)N1CC(C(=O)NCCNC(=O)OC(C)(C)C)C2(CC[NH2+]CC2)C1
ZINC39709841	CCc1cccc2c1=[NH+]CC=2C(=O)CSC1NNC(c2ccc(C)cc2)[NH+]1CCC(=O)[O-]
ZINC40149512	CCN(C(=O)C[NH+](C1CC1)C(C)c1ccccc1Cl)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O
ZINC40570127	COc1cc(OC)c(-c2c3c([nH+]c4sc(C(=O)Nc5ccccc5)c(N)c24)CCN(C)C3)cc1OC
ZINC44714508	Cc1[nH]c2ccc(C#N)cc2c1CCNC(=O)C1CN(C(=O)C2(C)CCCCC2)CC12CC[NH2+]CC2
ZINC44714550	Cc1[nH]c2ccc(C#N)cc2c1CCNC(=O)C1CN(C(=O)c2cccc(N(C)C)c2)CC12CC[NH2+]CC2
ZINC44714627	Cc1[nH]c2ccc(C#N)cc2c1CCNC(=O)C1CN(C(=O)C2CC=CCC2)CC12CC[NH2+]CC2
ZINC44714633	Cc1ccc(C(=O)N2CC(C(=O)NCCc3c(C)[nH]c4ccc(C#N)cc34)C3(CC[NH2+]CC3)C2)c(C)c1
ZINC45486298	CC(Sc1nnc(C(C)[NH+](C)C)n1-c1ccc(Cl)cc1)C(=O)Nc1ccc2[nH]c(=O)[nH]c2c1
ZINC48523817	COCCOc1ccc(Br)cc1C(=O)ONC(=[NH2+])NC1CCCCCCC1
ZINC39695816	Cc1ccc2nc(C(C)NC(=O)C3CN(C(=O)c4cc(C)nn4C(C)(C)C)CC34CC[NH2+]CC4)[nH]c2c1
ZINC58791586	O=c1[nH]c(=O)c2cc(S(=O)(=O)NCC(c3c(F)cccc3Cl)[NH+]3CCCC3)ccc2[nH]1
ZINC59038095	CCCCN(C(=O)C[NH+](Cc1cccc(Cl)c1)C(C)C)c1c(N)n(CCC)c(=O)[nH]c1=O
ZINC59076474	COc1ccc(C(=O)N/[NH+]=C(/N)C2Cc3cc(Br)ccc3OC2=O)cc1OC
ZINC20457692	NS(=O)(=O)c1ccc(CC[NH2+]C2CC(=O)N(c3ccc(Cl)c(C(F)(F)F)c3)C2=O)cc1
ZINC59334292	CCCCn1c(N)c(N(CC)C(=O)C[NH+](C2CC2)C(C)c2ccccc2Cl)c(=O)[nH]c1=O
ZINC59935669	Cc1nc(COc2cccc(/C=C/C(=O)Nc3cccc(C[NH+]4CCCC4C(N)=O)c3)c2)cs1
ZINC60343125	CC(NC(=O)OC(C)(C)C)C1CCCC[NH+]1CC(=O)N1CCc2cc(S(N)(=O)=O)ccc21
ZINC60378815	CCn1cc[nH+]c1CN(CCC1=CCCCC1)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O
ZINC20588865	CSCCC(NC(=O)Cc1ccc(Cl)cc1)C(=O)N1CCC2(CC1)NCCc1[nH]c[nH+]c12
ZINC20588865	CSCCC(NC(=O)Cc1ccc(Cl)cc1)C(=O)N1CCC2(CC1)NCCc1[nH+]c[nH]c12
ZINC63282152	O=C(/C=C1/CSC(NS(=O)(=O)c2ccc(Cl)cc2)N1)NCCC1C=c2ccccc2=[NH+]1
ZINC63293904	O=C(NCCC1=c2ccccc2=[NH+]C1)c1ccc2c(c1)SC(NS(=O)(=O)c1ccccc1)N2
ZINC63552605	CCC(C)N1C(=O)c2sccc2N2C(CCCC(=O)NCCC3=c4ccccc4=[NH+]C3)NNC12
ZINC63785798	CC(NC(=O)c1ccc2c(c1)SC(n1cccc1)N2)C(=O)NCCC1=c2ccccc2=[NH+]C1
ZINC63948429	CC(CC1=c2ccccc2=[NH+]C1)NC(=O)CNC(=O)c1ccc2c(c1)SC(n1cccc1)N2
ZINC06785166	CC[NH+](CC)CCN1C(=O)C(=O)/C(=C(/O)c2cccs2)C1c1ccc(C(C)C)cc1
ZINC08793016	CCOC(=O)c1c(NC(=O)c2cc(Cl)cc(Cl)c2)sc2c1CC[NH+](C(C)C)C2
ZINC08798807	CN1CCCc2cc(C(CNS(=O)(=O)c3cc(Cl)ccc3Cl)[NH+](C)C)ccc21
ZINC08800378	CN1CCCc2cc(C(CNS(=O)(=O)Cc3ccccc3Cl)[NH+]3CCCCC3)ccc21
ZINC09794418	Cc1ccsc1C[NH+](C)CN1C(=O)NC(Cc2ccccc2)(Cc2ccccc2)C1=O
ZINC11909278	C=CCn1c(SCc2cccc(Cl)c2)nnc1C1CC[NH+](Cc2ccccc2O)CC1
ZINC11912653	O=c1c2c3c(sc2ncn1CCCc1ccncc1)CC([NH2+]CCc1ccc(F)cc1)CC3
ZINC12099895	COC1C(NC(=O)COc2ccccc2)c2ccccc2C12CC[NH+](Cc1sccc1C)CC2
ZINC12191516	OC(CCc1ccccc1)c1ccc2c(c1)C[NH+](Cc1cccn1-c1ccccn1)CCO2
ZINC11789415	Fc1ccc2cc(C[NH2+]Cc3cn4ccsc4n3)c(OCc3ccccc3Cl)nc2c1
ZINC12278973	O=C(C[NH+]1Cc2ccccc2OC(c2ccsc2)C1)NCC1(c2ccccc2)CCOCC1
ZINC12316220	CN(CCc1ccccc1)C(=O)c1nc2sccn2c1C[NH2+]Cc1ccc(Cl)s1
ZINC13069911	COc1cccc(C(CNc2nc(C)nc3sc4c(c23)CCCCC4)[NH+]2CCCC2)c1
ZINC09176187	CC[NH+](CC)CCN1C(=O)C(=O)/C(=C(/O)c2ccc(C)cc2)C1c1ccc(Cl)cc1
ZINC14122024	COc1ccc(C(CNC(=O)C(C)c2ccc3cc(OC)ccc3c2)[NH+]2CCCC2)cc1
ZINC14533183	CC(C)Cn1nc(C(=O)N2CCCC2)c2c1CCC([NH2+]CCc1ccc(Cl)cc1)C2
ZINC14990947	O=C1CCC(CC[NH2+]Cc2cc3c(cc2Cl)OCO3)N1Cc1cccc2ccccc12
ZINC14994227	CC(C)=CC[NH+]1CCC(C2(Cc3ccccc3Cl)NC(=O)N(CC3CC3)C2=O)CC1
ZINC16576159	COc1cc(C[NH2+]C(C)C23CC4CC(CC(C4)C2)C3)ccc1OCC(=O)N1CCCCC1
ZINC19219893	O=C1NC(Cc2ccc(F)cc2)(C2CC[NH+](Cc3cccs3)CC2)C(=O)N1C1CCCC1
ZINC20874989	COc1cc(C[NH2+]Cc2ccc3c(c2)OCO3)cc(Cl)c1OCc1ccc(C)cc1
ZINC22681143	Cc1ccc2c(C)c(CCC(=O)NCC(c3cccs3)[NH+]3CCC(C)CC3)c(=O)oc2c1
ZINC22810951	CC(C1CC1)N(Cc1ccccc1)C(=O)NCC(c1cccs1)N1CC[NH+](C)CC1
ZINC24165284	O=C(C[NH+]1CCN(c2ccc(O)cc2)CC1)N(Cc1ccc(F)cc1)C12CC3CC(CC(C3)C1)C2
ZINC26504153	CCOc1ccc(/C(=N\O)C(C[NH+]2CCCCC2)Oc2ccc(Cl)cc2Cl)cc1
ZINC27575175	CC1CC[NH+](C(CNC(=O)CCc2ncc(-c3ccc(F)cc3)o2)c2cccs2)CC1
ZINC28291846	CC(C)c1ccc(C(CNC(=O)c2cc(-c3cccs3)on2)[NH+]2CCCCC2)cc1
ZINC28402848	CC(C)(C)c1ccc(C(CNC(=O)c2cc(=O)c3ccccc3o2)[NH+]2CCCCC2)cc1
ZINC34683930	Cc1ccccc1S(=O)(=O)N(c1ccc(F)cc1)C1CC[NH+](Cc2ccccc2O)CC1
ZINC35545349	CCC(C)NC(=O)C1Cc2ccc(OC)cc2N2CC[NH+](Cc3ccc(Cl)cc3)CC12
ZINC06744554	COc1ccc(C(CNC(=O)COc2cc(C)c(Cl)c(C)c2)[NH+]2CCCCC2)cc1
ZINC38595883	CC(NC(=O)c1ccc(Br)o1)C(c1cccs1)N1CC[NH+](Cc2ccccc2)CC1
ZINC38614648	C[NH+](C)C(CNC(=O)COc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1ccco1
ZINC38631213	Cc1c(C)c(C)c(S(=O)(=O)NCC(c2ccc(F)cc2)N2CC[NH+](C)CC2)c(C)c1C
ZINC38670647	CN1CCCc2cc(C(CNS(=O)(=O)c3ccc(C(F)(F)F)cc3)[NH+]3CCCC3)ccc21
ZINC38670959	CN1CCCc2cc(C(CNC(=O)C3(c4ccccc4)CCOCC3)[NH+]3CCCCC3)ccc21
ZINC38671499	CN1CCc2cc(C(CNC(=O)C(C)(C)Oc3ccc(Cl)cc3)[NH+]3CCCCC3)ccc21
ZINC39372145	COc1ccc2cc(C3=NN=CC3C[NH2+]C(c3ccncc3)c3ccc(C)cc3)ccc2c1
ZINC39404858	CC1=C(CC[NH+](C)CC2CN(c3ccc(F)cc3F)NC2c2ccccc2C)C(C)N=N1
ZINC39487339	CCCC1(C)CN(O)C(=O)N1CC1(C2CCCCC2)CC[NH+](Cc2ccccc2)CC1
ZINC41153229	Fc1ccccc1N1CCN(c2nc(NCCc3ccccc3)c3ccccc3[nH+]2)CC1
ZINC46722464	Cc1cccc(N2CC[NH+](CCCCNS(=O)(=O)C3=Cc4ccccc4CC3)CC2)c1
ZINC59405051	CCc1ccccc1NC(=O)CN(C)C(=O)C(C)[NH+](C)Cc1cc(Cl)cc(Cl)c1
ZINC09942368	CCCCCSc1nc2n(n1)C(c1ccc(Br)cc1)C1=C(CCCC1=O)N2
ZINC60342261	Cc1nc(Cc2ccc(F)cc2)sc1C(=O)NC(C)c1cc(F)ccc1N1CC[NH+](C)CC1
ZINC62048840	COc1ccc(C(CNc2ncnc3scc(-c4ccc(C)cc4C)c23)[NH+](C)C)cc1
ZINC63122402	CN(C)c1ccc(C(CNS(=O)(=O)c2ccc(F)cc2)C2=c3ccccc3=[NH+]C2)cc1
ZINC63182695	N#Cc1ccccc1CS(=O)(=O)NCC(C1=c2ccccc2=[NH+]C1)c1ccccc1Cl
ZINC63514968	CC1[NH+]=c2ccc(F)cc2=C1CCNC(=O)C1CCCCC1C(=O)OCC(F)(F)F
ZINC64651429	COc1ccc(C2C3[NH+]=c4ccccc4=C3CCN2Cc2ccc(OCCO)cc2)c(F)c1
ZINC04426269	Cc1csc(-c2coc3cc4c(cc3c2=O)COC(CCCCC[NH3+])O4)n1
ZINC05017461	COC(=O)C1=C(C[NH+]2CCCC2)NC(=O)NC1c1ccc(Cl)cc1
ZINC08148007	Cc1ccc(-c2nn(C[NH+](C)CC(=O)NC(C)(C)C)c(=S)[nH]2)cc1
ZINC03586684	C[NH+](CC(=O)NC(=O)NCc1ccco1)Cc1ccc(Cl)cc1Cl
ZINC10999488	Cc1cc(C)cc(C(=O)Nc2ccc(S(=O)(=O)NC3=[NH+]CCC3)cc2)c1
ZINC12028659	COc1ccc(C2(CNC(=O)CC3C(=O)NCC[NH+]3C)CCCC2)cc1
ZINC12051643	O=C(CC1C(=O)NCC[NH+]1C1Cc2ccccc2C1)NCCc1ccco1
ZINC11936577	c1ccc2c(c1)OCC(CC[NH2+]Cc1c[nH]nc1-c1cc3ccccc3o1)O2
ZINC12756048	COc1cc2nc(C[NH2+]C(C)c3cc(C)ccc3C)[nH]c(=O)c2cc1OC
ZINC12760826	CC(C)c1ccc(C[NH+](C)CC(=O)N2CC(C(N)=O)Oc3ccccc32)cc1
ZINC24829013	CC(c1nc(N)nc(N(C)C)n1)[NH+](C)Cc1ccc(C(F)(F)F)cc1
ZINC27901920	C=CCNC(=O)C[NH+]1CCN(C(C)C(=O)Nc2cc(C)cc(C)c2)CC1
ZINC29735577	O=C(NCCOc1ccc(F)cc1)NCc1ccc(N2CCCC2)[nH+]c1
ZINC29787723	CN(CC(=O)NC1CC(C)(C)[NH2+]C(C)(C)C1)S(=O)(=O)c1cccs1
ZINC05051101	Cc1cc(=O)n2c3ccccc3n(CC(O)C[NH2+]Cc3ccccc3)c2c1C#N
ZINC38676931	Cn1cccc1C(CNC(=O)Nc1cccc(Cl)c1)N1CC[NH+](C)CC1
ZINC39360054	C[NH+](Cc1cc[nH]n1)CC1NC(Cc2cccc(C(F)(F)F)c2)=NO1
ZINC39485745	O=C1NCCN1CC[NH2+]CC1C=NN=C1c1ccc(-c2ccccc2)cc1
ZINC41491658	Cc1ccc(F)cc1NC(=O)C(=O)NCc1ccc(N2CCCCCC2)[nH+]c1
ZINC41519145	Cc1cccc(NC(=O)C(=O)NCc2ccc(N3CCCCC3)[nH+]c2)c1C
ZINC41726407	CC1CC(C)C[NH+](CCNC(=O)C(=O)Nc2ccccc2OC(C)C)C1
ZINC43345693	CCc1ccc(C(CNC(=O)Nc2nnc(CC)s2)[NH+](C)C)cc1
ZINC44360817	CCOC(=O)C(N)Cc1c(-c2ccc(OC)cc2)[nH+]c2ccc(C)cn12
ZINC47704351	Cc1ccc(NC(=O)C(=O)NCc2ccc(N3CCCCCC3)[nH+]c2)cc1
ZINC47845585	Cc1c(NC(=O)NC2CC[NH+](CC(C)C)CC2)cccc1N1CCCC1=O
ZINC49973019	CC(C)NC(=O)CN1CC[NH+](C(C)C(=O)NC2CCCC(C)C2C)CC1
ZINC52430348	CC1CCCCC1OCC[NH+]1CCN(Cc2nc(N)c3ccccc3n2)CC1
ZINC56681239	CC1CCCC[NH+]1CCNC(=O)Nc1ccc(Cn2ccccc2=O)cc1
ZINC58182107	CCc1[nH]c(C(=O)NCC2CCC[NH+](C(C)C)C2)c(C)c1C(=O)OC
ZINC54394302	CNC(=O)NC(=O)C[NH+](C)Cc1cc(C)c(OCC(F)(F)F)c(C)c1
ZINC60162056	CC1CC[NH+](C(C)CNC(=O)CNC(=O)c2ccc(Br)o2)CC1
ZINC61462581	N#Cc1ccc(C(=O)NNC(=O)C2CCC[NH+](Cc3cccc(F)c3)C2)cc1
ZINC61607083	CCCNC(=O)NC(C)(C)C(=O)N(C)C1CC[NH+](C2CCC(C)CC2)CC1
ZINC63815467	CCSc1ccc(NC(=O)C(=O)NCC2([NH+](C)C)CCCCC2)cn1
ZINC65374274	CC(CCC1=c2ccccc2=[NH+]C1)[NH+]1CCCN2NC(C(=O)[O-])=CC2C1
ZINC65438993	CC1CCC[NH+](C(C)(C)CNC(=O)Nc2nnc(C(F)(F)F)s2)C1
ZINC65527588	Cc1ccc(C(C)NC(=O)NCc2ccc(N3CC[NH+](C)CC3)nc2)s1
ZINC66178176	CCC(C)[NH+](C)CCNC(=O)NC(C)c1ccc2c(c1)OCCCO2
ZINC66234974	Cc1ccc(Cl)cc1N1CCC(CNC(=O)NCCc2[nH+]ccn2C)C1
ZINC66481910	CCC1(c2ccc(F)cc2)NC(=O)N(CC(O)C[NH+]2CCC(C)CC2)C1=O
ZINC66836810	Cc1nc(NC(=O)C[NH+](C)CC(=O)Nc2cc(F)cc(F)c2)sc1C
ZINC66887618	CNS(=O)(=O)c1ccc(C(C)/[NH+]=C/c2cccc(OC)c2O)cc1
ZINC67004006	Cc1nn(C)c(C)c1C(C)NC(=O)NCC(C1CCCCC1)[NH+](C)C
ZINC67163765	CC(C)(C)OC(=O)NCC(=O)NCC1([NH+]2CCSCC2)CCCC1
ZINC67387370	COc1cc(CN(C(=O)NC2CC[NH+](C3CC3)CC2)C2CC2)ccc1O
ZINC67460710	Cn1ncc2c1CCCC2NC(=O)NCC1CCC[NH+]1CC1CCCCC1
ZINC67559603	Cc1ccc(OCC(C)NC(=O)NCCc2cn3c([nH+]2)CCCC3)cc1
ZINC67629676	Cc1ccc(NCCNS(=O)(=O)c2cc(Cl)ccc2Cl)[nH+]n1
ZINC67648827	CC(C(=O)NC(=O)NC(C)(C)C)N1CC[NH+](CC2CCCCC2)CC1
ZINC67649111	CC(C(=O)NC(=O)NCC(F)(F)F)N1CC[NH+](CC2CCCCC2)CC1
ZINC02638562	CC(OCC(O)C[NH+]1CCN(S(=O)(=O)c2cc(Cl)ccc2Cl)CC1)c1ccc(Cl)cc1
ZINC03267136	CCOC(=O)c1c(NC(=O)/C(C#N)=C/c2ccccc2)sc2c1CC[NH+](Cc1ccccc1)C2
ZINC08800434	COc1ccc(CCS(=O)(=O)NCC(c2ccc3c(c2)CCCN3C)[NH+]2CCCCC2)cc1
ZINC11416063	CCC(CNC(=O)CSc1nnc(C(C)[NH+]2CCCCC2)n1-c1ccc(F)cc1)c1ccccc1
ZINC11881269	CC[NH+](CC)Cc1cc(-c2ccc3c(c2)OCO3)ccc1OCC(=O)NC(C)c1cccs1
ZINC11913201	CCCC1(C2CC[NH+](CC(C)CCC=C(C)C)CC2)NC(=O)N(CCc2ccccn2)C1=O
ZINC12041603	COc1ccc(C[NH+]2CCC(C3(CC(C)C)NC(=O)N(CCc4cccs4)C3=O)CC2)cc1
ZINC12135368	CCC(CNC(=O)CSc1nnc(C[NH+]2CCCCC2)n1-c1ccccc1)c1ccccc1
ZINC12517189	CC(c1nnc(SCC(=O)Nc2ccccc2Cc2ccccc2)n1-c1ccc(F)cc1)[NH+](C)C
ZINC09244316	CC[NH+](CC)CCN1C(=O)C(=O)/C(=C(/O)c2ccc(OCC(C)C)cc2)C1c1ccc(Cl)cc1
ZINC09360300	CC[NH+](CC)CCN1C(=O)C(=O)/C(=C(/O)c2ccc(OCC(C)C)cc2)C1c1cccs1
ZINC09135747	CCCOc1ccc(C2/C(=C(\O)c3ccc(F)cc3)C(=O)C(=O)N2CC[NH+](CC)CC)cc1
ZINC17794106	C[NH+](C)C(CNC(=O)c1ccc(S(=O)(=O)N2CCCc3ccccc32)cc1)Cc1ccccc1
ZINC15003683	COc1cccc(O)c1C[NH+]1CCC(C(Cc2ccccc2F)N(C)Cc2cn(C)nc2C)CC1
ZINC19854073	CCOc1cccc(C[NH+]2CCC(C(Cc3ccc(F)cc3)N(C)Cc3cn(C)nc3C)CC2)c1O
ZINC22066616	Cc1ccccc1C(C)NC(=O)CSc1nc2ccccc2c(=O)n1CC[NH+](C(C)C)C(C)C
ZINC22109121	COc1c(Br)cc(Br)cc1C[NH2+]CCCSc1nnnn1-c1ccccc1
ZINC22338269	CCC1CCCC[NH+]1CCCNC(=O)CN(c1ccc(Cl)c(C(F)(F)F)c1)S(C)(=O)=O
ZINC22473145	CCCOc1cccc(C(=O)N(CCC/[NH+]=c2\cc(O)oc3ccccc23)Cc2ccccc2)c1
ZINC27102258	CC[NH+](CC)CCCC(C)NC(=O)COc1ccc2c(=O)c(-c3ccc(Cl)cc3)coc2c1
ZINC27558402	CC(c1ccc(F)cc1)[NH+](C)CC(=O)Nc1ccc(S(=O)(=O)N(C)Cc2ccccc2)cc1
ZINC33614304	CCCC(Sc1nc(C)c(Cc2ccccc2)c(=O)n1C)C(=O)NCC[NH+]1CCCCC1
ZINC35106495	CC(C)c1cccc(C(C)C)c1NC(=O)N(CCC[NH+]1CCCCC1C)Cc1ccc2c(c1)OCO2
ZINC35191337	CC1CCCC[NH+]1CCCNC(=O)CSCSc1nc2ccccc2c(=O)n1-c1ccc(F)cc1
ZINC35226820	COc1ccc(CCNC(=O)c2ccc(C[NH+](Cc3ccccc3C)C(C)(C)C)o2)cc1OC
ZINC35778430	Cn1nc(-c2ccccc2)c(C[NH+](CC2CCCO2)CC(O)c2ccccc2)c1Oc1ccccc1
ZINC35991399	CCOC(=O)C1=C(C[NH+](C)Cc2ccccc2)N(C)C(=O)NC1c1cccc(Cl)c1Cl
ZINC35991736	CCOC(=O)C1=C(C[NH+](C)Cc2ccccc2)N(C)C(=O)NC1c1ccccc1C(F)(F)F
ZINC36316028	Cc1ccc(Oc2c(C[NH+](CC(O)COC(C)(C)C)C(C)C)c(-c3ccccc3)nn2C)cc1
ZINC36316140	Cn1nc(-c2ccccc2)c(C[NH+](CC(O)COC(C)(C)C)C2CC2)c1Oc1ccc(F)cc1F
ZINC19818248	CCOC(=O)c1c(CSc2ccccc2)n(C)c2ccc(O)c(CN3CC[NH+](C)CC3)c12
ZINC34686407	CC(C)CC(=O)N1CCc2ccc(OC(C)C(=O)NCC[NH+]3CCCC3)cc2C1c1cccc(F)c1
ZINC38672883	CC(C)c1ccc(OCC(=O)NCC(c2ccc3c(c2)CCCN3C)N2CC[NH+](C)CC2)cc1
ZINC36807334	CC(NC(=O)CSc1nc2ccccc2c(=O)n1CC[NH+](C(C)C)C(C)C)c1ccc(F)cc1
ZINC22715936	CC(Sc1nc2ccccc2c(=O)n1CC[NH+](C(C)C)C(C)C)C(=O)NC(C)c1ccc(F)cc1
ZINC40069204	CC(C)CCC(C)NC(=O)CSc1nnc(C(C)[NH+]2CCCCC2)n1-c1ccc(F)cc1
ZINC40314012	O=S1(=O)CCC([NH+](Cc2ccc(-c3ccc(F)cc3)o2)CC(O)COc2ccc(Cl)cc2)C1
ZINC40316288	O=S1(=O)CCC([NH+](Cc2ccc(-c3cccc(Cl)c3)o2)CC(O)COc2ccc(F)cc2)C1
ZINC40323068	CC[NH+](CC)C(CNC(=O)c1ccc(S(=O)(=O)c2ccc(Br)cc2)o1)c1cccs1
ZINC40743264	Fc1ccc(COc2ccc(Cl)cc2C[NH2+]CCSc2nnnn2-c2ccccc2)c(Cl)c1
ZINC40744780	Cc1ccccc1COc1ccc(Br)cc1C[NH2+]CCCSc1nnnn1C
ZINC29342098	CCn1c(SCC(=O)NCc2ccc(C[NH+]3CCC(C)CC3)cc2)nnc1-c1ccccc1C
ZINC59403718	COc1ccc(CCNC(=O)C(C)[NH+]2CCC(C(=O)c3ccc(CC(C)C)cc3)CC2)cc1OC
ZINC60356604	CCOC(=O)c1sc2nc(C(C)[NH+](C)Cc3ccccc3-c3ccccc3)[nH]c(=O)c2c1C
ZINC62049126	CCOc1ccc(-c2c(C)sc3nc(C)nc(NCC(c4ccc(OC)cc4)[NH+](C)C)c23)cc1
ZINC39943509	O=C(CNC(=O)c1ccc2ccccc2c1)OC(C(=O)C1=c2ccccc2=[NH+]C1)c1ccccc1
ZINC63237175	O=C(COC(=O)CCC1=c2ccccc2=[NH+]C1)Nc1nc(-c2cccc(Br)c2)cs1
ZINC63622996	CCc1ccc(C(=O)NC(CC2=c3ccccc3=[NH+]C2)C(=O)OCC(=O)c2ccc(C)cc2)cc1
ZINC63655279	CCNC(=S)N(CCC1=c2cc(Cl)ccc2=[NH+]C1C)Cc1cc(OC)c(OC)c(OC)c1
ZINC63830710	CN(CC(=O)NCC(C1=c2ccccc2=[NH+]C1)C1CC=CS1)S(=O)(=O)c1ccc(Cl)cc1
ZINC05938297	CCCn1nc(C(=O)OCC(=O)Nc2sccc2C(N)=O)c2ccccc2c1=O
ZINC08366119	CCOC(=O)C1=C(CSc2nc3ccccc3c(=O)n2CCCO)NC(=O)NC1
ZINC09129395	Cc1ccc(S(=O)(=O)N(C)CC(=O)NNC(=O)c2ccc3c(c2)NC(=O)CS3)cc1
ZINC09516810	Cc1cc(C)c2c(-c3ccccc3)nc(SCC(=O)c3c(N)n(C4CC4)c(=O)[nH]c3=O)n2n1
ZINC09579177	Cn1c(N)c(C(=O)CSc2nnc(Cc3cccs3)n2C2CC2)c(=O)[nH]c1=O
ZINC10431094	CCN(Cc1cc(=O)n2c(C)csc2n1)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O
ZINC11624697	CC(C)Cn1c(N)c(C(=O)CNc2cc3c(cc2Br)OCCO3)c(=O)n(C)c1=O
ZINC12561224	Cc1c(C#N)c(NC(=O)CN2CC(C(N)=O)Oc3ccccc32)n(Cc2ccco2)c1C
ZINC12882145	CCCn1c(N)c(C(=O)CSc2nnc(-c3cccc(Br)c3)o2)c(=O)[nH]c1=O
ZINC00829834	CC(O)CSc1nc2c(c(=O)[nH]c(=O)n2C)n1CC(O)COc1ccc(Cl)cc1
ZINC13095257	COCCN(C(=O)COc1cc(C)cc(C)c1)c1c(N)n(CC(C)C)c(=O)[nH]c1=O
ZINC09581183	O=C(CCCNC1=NS(=O)(=O)c2ccccc21)NNC(=O)CN1CCCc2ccccc21
ZINC13609297	CCn1cc(C(=O)NCC(=O)NCCc2ccc(O)cc2)c(=O)c2cc3c(cc21)OCO3
ZINC13991264	C=CCNS(=O)(=O)c1ccc(NC(=S)NC(=O)c2ccc([N+](=O)[O-])cc2)cc1
