ZINC03458097	Cc1cc(C)cc(CN2C(=O)NC3(CCC(C)CC3)C2=O)c1
ZINC21231935	Cc1ccc(-n2c(SC(C(=O)NC(N)=O)C(C)C)nc3sc4c(c3c2=O)CCCC4)cc1C
ZINC21243374	COc1ccc(C2CC(=O)C3=C(C2)Nc2ccccc2NC3c2cccc(OC)c2O)cc1OC
ZINC21316256	Nn1c(N/N=C/c2cccc(Cl)c2Cl)nnc1SCC(=O)C1C2CC3CC(C2)CC1C3
ZINC13101957	Cc1ccc(Cn2nc(C)c(/C=N/NC(=O)c3nc(Cl)c(Cl)c(N)c3Cl)c2C)cc1
ZINC25352749	CCCn1c(SC(C)C(=O)Nc2c(C)cc(C)cc2Cl)nc2cc(S(N)(=O)=O)ccc21
ZINC32655297	COC(=O)C1=C(C)Nc2nc(SCc3ccccc3Cl)[nH]c(=O)c2C1c1ccc(O)cc1
ZINC13597849	Nc1cc(=O)[nH]c(SCC(=O)N2N=C(c3ccc4ccccc4c3)CC2c2ccccc2)n1
ZINC21233200	Cc1sc2nc(C(C)Sc3nnc(-c4ccc(C(C)(C)C)cc4)n3N)[nH]c(=O)c2c1C
ZINC35576863	Nc1c2c(-c3ccccc3)nc(NCc3cccnc3)nc2nn1-c1ccc(Cl)cc1Cl
ZINC20055064	Cc1ccc(-c2nnc(SCc3nc4scc(-c5ccc(C)s5)c4c(=O)[nH]3)n2N)cc1
ZINC36595310	Cc1ccc(CN(C(=O)c2ccccc2O)C(C(=O)NC2CCCCC2)c2ccccc2O)o1
ZINC37358319	COCCNc1nc(-c2ccccc2F)c2c(N)n(-c3ccc(Cl)c(Cl)c3)nc2n1
ZINC08859979	O=S(=O)(Nc1cc(Sc2ncn[nH]2)c(O)c2ccccc12)c1cccc2ccccc12
ZINC39856313	Cc1c(C(=O)N(Cc2ccccc2)Cc2ccccc2)oc2c1/C(=N/NC(N)=O)CC(C)(C)C2
ZINC39935058	O=c1[nH]c(CSC2NNC(c3cc4ccccc4o3)N2c2ccccc2)nc2ccccc12
ZINC40144274	N#CC(c1nc2ccccc2s1)C(c1ccc(-c2ccc(Cl)cc2)o1)n1[nH]c(=O)cc1N
ZINC39912114	C=CCN1C(=O)c2[nH]nc(-c3cc(C)cc(C)c3O)c2C1c1cc(Br)c(O)c(OC)c1
ZINC38705381	C=CCN1C(=O)c2[nH]nc(-c3c(C)cc(C)cc3O)c2C1c1cc(Br)c(O)c(OC)c1
ZINC40844753	COC(=O)c1c(NC(=O)N/N=C\c2cc(Br)ccc2O)sc2c1CCCC2
ZINC41019489	CCCSc1nc2n(n1)C(c1ccc(O)cc1)C(C(=O)Nc1cccc(C)c1C)=C(C)N2
ZINC41019567	CCCSc1nc2n(n1)C(c1cccc(O)c1)C(C(=O)Nc1cccc(C)c1C)=C(C)N2
ZINC45330085	Cc1ccc(NS(=O)(=O)c2cccc(C(=O)N/N=C/c3c(C)[nH]c4ccccc34)c2)c(C)c1
ZINC39325978	COc1cc(C2C(C#N)=C(N)Oc3n[nH]c(-c4ccc(C)c(C)c4)c32)ccc1OC1CCCC1
ZINC08569295	CCOc1ccc(C2C(C#N)=C(N)Oc3n[nH]c(-c4ccc(OCc5ccccc5)cc4)c32)cc1
ZINC08569295	CCOc1ccc(C2C(C#N)=C(N)Oc3[nH]nc(-c4ccc(OCc5ccccc5)cc4)c32)cc1
ZINC08845601	COc1cc(C2c3c(n[nH]c3-c3cc(Cl)c(C)cc3O)C(=O)N2Cc2ccccc2)ccc1O
ZINC08845601	COc1cc(C2c3c(-c4cc(Cl)c(C)cc4O)n[nH]c3C(=O)N2Cc2ccccc2)ccc1O
ZINC20418644	COc1cc(C2C(C#N)=C(N)Oc3[nH]nc(-c4ccccc4)c32)ccc1OCc1ccccc1C
ZINC36610462	CN(C)c1ccc(C(C(=O)NC(C)(C)C)N(C(=O)c2cccc(O)c2O)c2ccccc2)cc1
ZINC59015118	Cc1cc(Br)ccc1NC(=O)CSc1n[nH]c(N/N=C/c2ccccc2Cl)n1
ZINC59015609	Cc1ccc(Cl)cc1NC(=O)CSc1n[nH]c(N/N=C/c2ccc(Br)cc2)n1
ZINC59015725	Cc1cc(Cl)ccc1NC(=O)CSc1n[nH]c(N/N=C/c2cccc(Cl)c2Cl)n1
ZINC59018524	O=C(CSc1n[nH]c(N/N=C/c2cc(Cl)ccc2O)n1)C1C2CC3CC(C2)CC1C3
ZINC59019489	Cc1ccc(/C=N/Nc2nc(SCC(=O)Nc3ccc(Br)cc3C)n[nH]2)cc1
ZINC08606576	CCCCN1C(=O)c2[nH]nc(-c3ccccc3O)c2C1c1cc(Br)c(O)c(OC)c1
ZINC09540921	COc1ccc(-c2cc(-c3nnc(SCc4c(Cl)cccc4Cl)n3N)n[nH]2)cc1
ZINC09540921	COc1ccc(-c2cc(-c3nnc(SCc4c(Cl)cccc4Cl)n3N)[nH]n2)cc1
ZINC08716036	CC(C)Cn1c(N)c(C(=O)COC(=O)c2ccc3c(c2)NC(=O)C(C)S3)c(=O)n(C)c1=O
ZINC08965812	CC1CC(=O)Nc2ccccc2N1C(=O)CSc1nc2cc(S(N)(=O)=O)ccc2n1C
ZINC08968149	Cc1ccc(C(CNC(=O)C(=O)NNC(=O)c2ccco2)S(=O)(=O)c2cccs2)cc1
ZINC09104324	Cc1ccc(S(=O)(=O)C(CNC(=O)C(=O)NNC(=O)c2ccco2)c2cccs2)cc1C
ZINC09304280	CCn1cc(C(=O)NCCC(=O)NC(C)Cc2c[nH]c3ccccc23)c(=O)c2cc3c(cc21)OCO3
ZINC09325307	COC(=O)N1CCc2c(sc(NC(=O)c3cc4cc([N+](=O)[O-])ccc4s3)c2C(N)=O)C1
ZINC09507123	Cc1occc1-c1nnc(SCC(=O)N(C)CC(=O)Nc2ccccc2C(F)(F)F)n1N
ZINC09638937	CCOC(=O)N1CCc2c(sc(NC(=O)c3cc4cc([N+](=O)[O-])ccc4s3)c2C(N)=O)C1
ZINC09379017	Cc1ccccc1Nc1nc(N)nc(CSc2nnc(CC3CCS(=O)(=O)C3)n2C)n1
ZINC10173375	CCNc1ccc(S(=O)(=O)N(C)C)cc1NCC(=O)N1c2ccccc2NC(=O)CC1C
ZINC09716294	Nc1c(C(=O)CSc2nnc(Cc3ccccc3)n2-c2ccc(F)cc2)c(=O)[nH]c(=O)n1C1CC1
ZINC13626591	CCn1cc(C(=O)NCCC(=O)NC(C)Cc2c[nH]c3ccccc23)c(=O)c2cc3c(cc21)OCO3
ZINC14200096	O=C(CNC(=O)c1ccc(Br)o1)Nc1ccc(S(=O)(=O)NCc2ccco2)cc1
ZINC14511512	COCCN(C(=O)c1ccc(-n2c(C)ccc2C)cc1)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O
ZINC14578856	CC(C)CCN(C(=O)CC1OC(=O)c2ccccc21)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O
ZINC15276101	COc1ccccc1N1C(=O)C2C(c3cccc(OC)c3O)[NH2+]C(CC(C)C)(C(=O)[O-])C2C1=O
ZINC16633369	Nc1c(C(=O)CSc2nc3ccccc3c(=O)n2CC2CCCO2)c(=O)[nH]c(=O)n1C1CC1
ZINC21197369	CCc1ccc(N2CC(C(=O)N(CC(C)C)c3c(N)n(CC(C)C)c(=O)[nH]c3=O)CC2=O)cc1
ZINC21981911	CCN(C(=O)COC(=O)c1ccc(Cl)s1)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O
ZINC22617140	O=C(CN1CCCc2ccccc21)NNC(=O)c1cccc(S(=O)(=O)NCc2ccco2)c1
ZINC10580741	CCCn1c(SCC(=O)c2c(N)n(CC(C)C)c(=O)[nH]c2=O)nc2sc3c(c2c1=O)CCC3
ZINC24811540	CCn1c(C)nc2cc(C(=O)NNC(=O)CN3C(=O)NC4(CC(C)CC(C)(C)C4)C3=O)ccc21
ZINC24811542	CCn1c(C)nc2cc(C(=O)NNC(=O)CN3C(=O)NC4(CC(C)CC(C)(C)C4)C3=O)ccc21
ZINC28849318	O=C(NN1C(=O)NC(Cc2c[nH]c3ccccc23)C1=O)c1cccc(S(=O)(=O)N2CCCCC2)c1
ZINC33635489	CC(=O)Oc1ccc(C2[NH2+]C(Cc3ccc(O)cc3)(C(=O)[O-])C3C(=O)N(C4CCCCC4)C(=O)C23)cc1
ZINC33709678	CC1(C(=O)[O-])[NH2+]C(c2cc(Br)ccc2O)C2C(=O)N(c3cccc([N+](=O)[O-])c3)C(=O)C21
ZINC03669166	CC(Oc1cccc2cccnc12)C(=O)NNC(=S)NC(=O)c1cc2ccccc2oc1=O
ZINC35934451	C=CCN1C(=O)NC(c2cccc(Cl)c2)C2=C1CN(CC(=O)N1CCC(C(N)=O)CC1)C2=O
ZINC36329899	Cc1sc2nc(CSC(C)C(=O)NCCCN3C(=O)NC4(CCCC4)C3=O)[nH]c(=O)c2c1C
ZINC36384789	CC1CCCCC12NC(=O)N(CC(=O)Nc1cccc(S(=O)(=O)/N=C3/CCCN3)c1)C2=O
ZINC37021519	Cn1ccnc1C(NC(=O)CCCCC1C2NC(=O)NC2CS1(=O)=O)c1ccc(Cl)cc1
ZINC13521563	CCOC(=O)C1=C(CS(=O)(=O)c2ccc(C)cc2)NC(=O)NC1c1ccc(O)c(OC)c1
ZINC39276693	CCN1CC(C(=O)NCCC(=O)NCCc2c[nH]c3ccccc23)C(=O)c2cc3c(cc21)OCO3
ZINC39449515	O=C1CC(c2ccccc2O)Nc2c1n(S(=O)(=O)Oc1ccccc1)c(=O)c1cc(O)cnc21
ZINC39660146	O=C([O-])CCCCCNC(=O)C1CN(C(=O)C2COc3ccccc3O2)CC12CC[NH2+]CC2
ZINC39926726	CC1=C2C(=O)N=C(SCC(=O)Nc3ccc(S(=O)(=O)NCCO)cc3)N=C2SC1C
ZINC39965025	Cc1c(C(N)=O)sc(NC(=O)CN2CCN(S(=O)(=O)c3ccc(C(C)C)cc3)CC2)c1C#N
ZINC33630581	CC(=O)c1ccc(N2C(=O)C3C(c4ccc(N(C)C)cc4)[NH2+]C(Cc4ccc(O)cc4)(C(=O)[O-])C3C2=O)cc1
ZINC33935741	COC(=O)c1ccc(C2[NH2+]C(C(=O)[O-])(C(C)O)C3C(=O)N(c4ccc(C)c(Cl)c4)C(=O)C23)cc1
ZINC43221610	CCC(C)C1(C(=O)[O-])[NH2+]C(c2cccc(OC)c2O)C2C(=O)N(c3ccc(C(C)=O)cc3)C(=O)C21
ZINC46576970	CC1(c2ccc(Cl)cc2Cl)NC(=O)N(CC(=O)N2CC(C(N)=O)Oc3ccccc32)C1=O
ZINC47157324	C=CCNS(=O)(=O)c1ccc(C(=O)Nc2nc3ccc(S(=O)(=O)NC)cc3s2)cc1
ZINC16025236	COc1ccc(CCN2C(=O)C3C(C(C)O)NC4(C(=O)Nc5ccccc54)C3C2=O)cc1OC
ZINC52604040	CC1CC=C(NS(=O)(=O)Cc2ccccc2)C(=O)N1CC(=O)NCC1CCc2[nH]ncc2C1
ZINC36790831	CC(OC(=O)C1CCCN(C(=O)OC(C)(C)C)C1)C(=O)Nc1sc2c(c1C(N)=O)CCC2
ZINC60383854	O=C(COC(=O)C(O)(c1ccccc1)c1ccccc1)NNC(=O)C1COc2ccccc2O1
ZINC12412072	CCN1C(=O)CC(C(=O)NCCc2ccc(S(N)(=O)=O)cc2)S/C1=N\c1ccc(OC)cc1
ZINC15276099	COc1ccccc1N1C(=O)C2C(c3cccc(OC)c3O)[NH2+]C(CC(C)C)(C(=O)[O-])C2C1=O
ZINC64773623	COc1cc(C2CC(=O)NC3=NC(SCc4ccc(F)cc4)=NC(=O)C32)ccc1OCC(N)=O
ZINC64773624	COc1cc(C2CC(=O)NC3=NC(SCc4ccc(F)cc4)=NC(=O)C32)ccc1OCC(N)=O
ZINC00633917	CCOC(=O)c1c(NC(=O)CC2Nc3cc(C)c(C)cc3NC2=O)sc2c1CCCC2
ZINC02366225	Cc1ccc(/C=N/n2c(N)c(C(=O)NCCC3=CCCCC3)c3nc4ccccc4nc32)cc1
ZINC02255249	Nc1c(C(=O)NCCc2ccccc2)c2nc3ccccc3nc2n1/N=C/c1cccs1
ZINC08836690	CC(CCc1ccccc1)NC(=O)c1c(N)n(Cc2ccco2)c2nc3ccccc3nc12
ZINC03482520	CC(C)c1ccccc1-n1c(SCC(=O)NC(N)=O)nnc1-c1ccc(Cl)cc1
ZINC08990213	O=C(CNC(=O)c1ccc2noc(-c3ccccc3)c2c1)NCCc1c[nH]c2ccccc12
ZINC10794617	NS(=O)(=O)c1ccc(C(=O)OCC(=O)Nc2c(Cl)c(Cl)cc(Cl)c2Cl)cc1
ZINC02437577	CCC(C)NC(=O)c1c(N)n(-c2ccc(N(CC)CC)cc2)c2nc3ccccc3nc12
ZINC12738437	CCC(C)c1ccc(C(NS(=O)(=O)c2ccc3[nH]c(=O)[nH]c(=O)c3c2)C(C)C)cc1
ZINC13095988	NC(=O)c1cc(-c2cs/c(=N\C3CC3)n2/N=C/c2ccccc2OC(F)F)ccc1O
ZINC14580182	CCCN(C(=O)c1cc2c(s1)CCCCC2)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O
ZINC09092079	CCC(C)c1ccc(-n2c(SCC(=O)NC(N)=O)nc3ccc(Cl)cc3c2=O)cc1
ZINC16130956	O=S(=O)(Nc1cccc(Cl)c1)c1ccc(O)c(NS(=O)(=O)c2ccc3ccccc3c2)c1
ZINC16809234	Cc1nc(Nc2nc(C)c(Cc3cccc4ccccc34)c(=O)[nH]2)[nH]c(=O)c1CCC(C)C
ZINC21231750	CC(C)CCn1c(SC(C(=O)NC(N)=O)C(C)C)nc2sc3c(c2c1=O)CCCC3
ZINC21267171	CCOC(=O)C1=C(N)Oc2c(c(=O)[nH]c3ccccc23)C1c1ccc(OCc2ccccc2)cc1
ZINC23593434	CC(OC(=O)c1cc(S(N)(=O)=O)ccc1Br)C(=O)Nc1ccc(C(C)(C)C)cc1
ZINC26967563	CC(=O)NC(Oc1ccc(/C=N/NC(=O)c2ccccc2O)cc1)C(Cl)(Cl)Cl
ZINC35484937	N#C/C(=C\c1cn(-c2ccccc2)nc1-c1ccccc1)C(=O)Nc1sc2c(c1C(N)=O)CCCC2
ZINC35578570	Cn1nc2nc(NCc3cccc(F)c3)nc(-c3cccc(Oc4ccccc4)c3)c2c1N
ZINC35749517	CCC(C)NC(=O)C(NC(=O)c1ccccc1Cl)C1CCN(C(=O)NC(C)(C)C)CC1
ZINC36497801	O=C(NC1CCCCC1)C(c1cccc(O)c1)N(Cc1ccco1)C(=O)c1ccccc1O
ZINC36497810	O=C(NC1CCCCC1)C(c1ccc(O)cc1)N(Cc1ccco1)C(=O)c1ccccc1O
ZINC36557815	O=C(Nc1ccc(Nc2ccccc2)cc1)c1cccc2c1NC(c1ccccc1[N+](=O)[O-])C1CC=CC21
ZINC36597421	Cc1ccc(CN(C(=O)c2c(O)cccc2O)C(C(=O)NC(C)(C)C)C2CCCCC2)o1
ZINC36597645	Cc1ccc(CN(C(=O)c2cccc(O)c2O)C(C(=O)NC(C)(C)C)C2CCCCC2)o1
ZINC37361654	Nc1c2c(-c3ccc(F)c(Cl)c3)nc(NCCc3ccccn3)nc2nn1-c1ccc(Cl)cc1
ZINC37377520	Nc1c2c(-c3cc(F)ccc3F)nc(NCC3CCCO3)nc2nn1Cc1ccccc1
ZINC08859972	Cc1cc(C(C)(C)C)cc(S(=O)(=O)Nc2ccc(O)c(Sc3ncn[nH]3)c2)c1C
ZINC03482527	CC(Sc1nnc(-c2ccc(Cl)cc2)n1-c1ccccc1C(C)C)C(=O)NC(N)=O
ZINC39913966	CCCOc1cccc(C2c3c(-c4cc(Cl)c(C)cc4O)n[nH]c3C(=O)N2CCO)c1
ZINC39913967	CCCOc1cccc(C2c3c(-c4cc(Cl)c(C)cc4O)n[nH]c3C(=O)N2CCO)c1
ZINC39914229	CCCN1C(=O)c2[nH]nc(-c3cc(Cl)c(C)cc3O)c2C1c1ccc(O)c(OCC)c1
ZINC38705040	CCCCN1C(=O)c2[nH]nc(-c3c(C)cc(C)cc3O)c2C1c1ccc(O)c(OCC)c1
ZINC41004804	CCSc1nc2n(n1)C(c1cccc(OCc3ccccc3C)c1)C(C(N)=O)=C(C)N2
ZINC45638172	COC(=O)c1sccc1NC(=O)CSc1nc(N)c2c3c(sc2n1)CC(C)CC3
ZINC45699550	Cc1ccc(-c2nnc(SCCC(=O)Nc3sc4c(c3C#N)CCCC4)n2N)cc1
ZINC13189324	COc1cc(C2C(C#N)=C(SCC(=O)Nc3ccc(C)c(Cl)c3)N=C3CCCC([O-])=C32)ccc1O
ZINC13189324	COc1cc(C2C(C#N)=C(SCC(=O)Nc3ccc(C)c(Cl)c3)NC3=C2C(=O)CCC3)ccc1O
ZINC36610144	O=C(NC1CCCCC1)C(c1ccco1)N(C(=O)c1c(O)cccc1O)c1ccccc1
ZINC36610145	O=C(NC1CCCCC1)C(c1ccco1)N(C(=O)c1c(O)cccc1O)c1ccccc1
ZINC58989636	Nn1c(SCC(=O)N/N=C/c2ccc(Br)cc2)nnc1-c1ccc(Br)cc1
ZINC58990497	Cc1ccc(/C=N/NC(=O)CSc2nnc(-c3ccc(Br)cc3)n2N)cc1
ZINC59040155	O=C(CSc1n[nH]c(NN=C2CCCCC2)n1)Nc1ccc(I)cc1
ZINC59310652	C/C(=N\Nc1nc(SCC(=O)Nc2ccc(C)cc2C)n[nH]1)C12CC3CC(CC(C3)C1)C2
ZINC59384902	COC(=O)c1ccc(/C=N/NC(=O)C2=C(C)NC(=S)NC2c2ccccc2Cl)cc1
ZINC59385409	CCOc1ccc(C2NC(=S)NC(C)=C2C(=O)N/N=C/c2ccc(N(C)C)cc2)cc1
ZINC59730514	O=C(NCCc1nc2ccccc2[nH]1)/C(=C/c1cccc(Br)c1)NC(=O)c1ccco1
ZINC62049435	Cc1ccc(-c2nc3c(C)cccn3c2CC(=O)NCCc2ccc(S(N)(=O)=O)cc2)cc1C
ZINC13134691	Cc1ccc(NS(=O)(=O)c2ccc(C)c(N/N=C3\SC(=N)N=C3c3cc(F)ccc3F)c2)c(C)c1
ZINC64802048	Cc1cc(Nc2ccc([N-]S(=O)(=O)c3cccs3)cc2)nc(NC2CCCCC2)[nH+]1
ZINC03813965	COc1ccc2c3c1OC1CC(O)C=CC31CC[N+](CCCCCCCCN1C(=O)c3ccccc3C1=O)=C2
ZINC01823507	CCCC1COC(Cn2c[n+](CC(=O)c3ccc(Cl)cc3Cl)cn2)(c2ccc(Cl)cc2Cl)O1
ZINC09391461	CC[NH+]1CCc2c(sc(NC(=O)c3ccc(S(=O)(=O)N(CC(C)C)CC(C)C)cc3)c2C(N)=O)C1
ZINC06162957	COc1ccc2[nH]c(=O)c(C(c3nnnn3CC3CCCO3)[NH+](Cc3cccnc3)Cc3ccco3)cc2c1
ZINC15635789	CC1=CC(=[N+](CCO)CCO)C=C/C1=C(/c1ccc([N+](=O)[O-])cc1)c1ccc(N(CCO)CCO)cc1C
ZINC19884068	C[NH+](Cc1cccc(OCCN2CCN(C(=O)c3cc4c([nH]c3=O)CCCC4)CC2)c1)CC1CCC(=O)N1
ZINC17166613	O=C1CC(NCc2ccccc2F)C(=O)N1c1ccc(N2C(=O)CC(NCc3ccccc3F)C2=O)cc1
ZINC34735035	CCN(CC)C(=O)C[NH+]1CCN(c2nc3sc4c(c3c(=O)n2CC(=O)N(C)C)CC(C)(C)OC4)CC1
ZINC35840054	CCN(CC)C(=O)C1CCCN(C(=O)c2coc(C[NH+]3CCN(CC(O)COCc4ccccc4)CC3)n2)C1
ZINC06162914	COc1ccc2[nH]c(=O)c(C(c3nnnn3CC3CCCO3)[NH+](Cc3cccnc3)Cc3ccco3)cc2c1
ZINC36638104	CC[NH+](CC)CCN(C(=O)c1ccc(S(=O)(=O)N(C)C)cc1)c1nc2cc3c(cc2s1)OCCO3
ZINC38664935	COc1ccc2c3c1OC1CC(O)C=CC31CC[N+](CCCCCCCCN1C(=O)c3ccccc3C1=O)=C2
ZINC38664937	COc1ccc2c3c1OC1CC(O)C=CC31CC[N+](CCCCCCCCN1C(=O)c3ccccc3C1=O)=C2
ZINC38845443	CC[NH+](CC)CCN(C(=O)CCS(=O)(=O)c1ccccc1)c1nc2ccc(S(C)(=O)=O)cc2s1
ZINC39545028	CC(C)CN(C(=O)C1CC(c2ccccc2O)C2=[N+]1Cc1ccccc1N2)S(=O)(=O)Oc1ccccc1
ZINC39597697	COc1cc(C(=O)N2CC(C(=O)NCCc3c[nH]c4ccccc34)C3(CC[NH2+]CC3)C2)cc(OC)c1OC
ZINC39604053	CCOC(=O)CCNC(=O)C1CN(C(=O)c2c(-c3c(F)cccc3Cl)noc2C)CC12CC[NH2+]CC2
ZINC39609463	CCOc1cccc(CCNC(=O)C2CN(C(=O)c3ccc(F)c(C(F)(F)F)c3)CC23CC[NH2+]CC3)c1
ZINC39629127	O=C(NCc1cccnc1)C1CN(C(=O)C2CCN(C(=O)OCc3ccccc3)CC2)CC12CC[NH2+]CC2
ZINC39631839	CC(CCCC(C)(C)O)NC(=O)C1CN(C(=O)c2cccnc2Sc2ccccc2)CC12CC[NH2+]CC2
ZINC39631851	Cc1ccc(Oc2ncccc2C(=O)N2CC(C(=O)NC(C)CCCC(C)(C)O)C3(CC[NH2+]CC3)C2)cc1
ZINC39632083	Cc1nn(C)c2ncc(C(=O)N3CC(C(=O)NC(C)CCCC(C)(C)O)C4(CC[NH2+]CC4)C3)c(Cl)c12
ZINC39633170	O=C(NCc1ccccn1)C1CN(C(=O)C2CCN(C(=O)OCc3ccccc3)CC2)CC12CC[NH2+]CC2
ZINC39636933	COc1cc(OC)cc(C(=O)N2CC(C(=O)NCc3cc(OC)c(OC)c(OC)c3)C3(CC[NH2+]CC3)C2)c1
ZINC39636934	COc1cc(OC)cc(C(=O)N2CC(C(=O)NCc3cc(OC)c(OC)c(OC)c3)C3(CC[NH2+]CC3)C2)c1
ZINC39639052	COc1cc(OC)cc(C(=O)N2CC(C(=O)NCc3c(OC)cc(OC)cc3OC)C3(CC[NH2+]CC3)C2)c1
ZINC39652659	CCOc1ccccc1CCNC(=O)C1CN(C(=O)c2cc(F)cc(C(F)(F)F)c2)CC12CC[NH2+]CC2
ZINC39653185	COc1cc(CCNC(=O)C2CN(C(=O)c3c(F)ccc(Cl)c3F)CC23CC[NH2+]CC3)cc(OC)c1
ZINC39653751	CCOc1ccc(CCNC(=O)C2CN(C(=O)c3ccc(F)c(C(F)(F)F)c3)CC23CC[NH2+]CC3)cc1
ZINC39657772	O=C(NCc1ccccc1Sc1ccccc1CO)C1CN(C(=O)C2CC=CCC2)CC12CC[NH2+]CC2
ZINC39657789	O=C(NCc1ccccc1Sc1ccccc1CO)C1CN(C(=O)C2CCOCC2)CC12CC[NH2+]CC2
ZINC39657794	Cc1cc(C(=O)N2CC(C(=O)NCc3ccccc3Sc3ccccc3CO)C3(CC[NH2+]CC3)C2)nn1C
ZINC39658652	O=C(NCCSCc1ccccc1)C1CN(C(=O)c2ccc(N3CCOCC3)nc2)CC12CC[NH2+]CC2
ZINC39669007	COc1cc(C(=O)N2CC(C(=O)NCC3OCCc4ccccc43)C3(CC[NH2+]CC3)C2)cc(OC)c1OC
ZINC39669456	CCSc1ncccc1C(=O)N1CC(C(=O)NCC2CCCN(c3ncccn3)C2)C2(CC[NH2+]CC2)C1
ZINC39677797	COc1cc(OC)cc(C(=O)N2CC(C(=O)NCC3CN(Cc4ccccc4)CCO3)C3(CC[NH2+]CC3)C2)c1
ZINC39677800	CC(=O)Oc1ccccc1C(=O)N1CC(C(=O)NCC2CN(Cc3ccccc3)CCO2)C2(CC[NH2+]CC2)C1
ZINC39677941	O=C(NCC1CN(Cc2ccccc2)CCO1)C1CN(C(=O)CCCc2ccccc2)CC12CC[NH2+]CC2
ZINC39685779	COc1cc(C(=O)N2CC(C(=O)NC(C(=O)NC(C)(C)C)C(C)C)C3(CC[NH2+]CC3)C2)cc(OC)c1OC
ZINC39693385	CC(C)(C)OC(=O)NCCNC(=O)C1CN(C(=O)C2CCCN2C(=O)C(F)(F)F)CC12CC[NH2+]CC2
ZINC39840972	CCCCC[n+]1c(N)c(C(=O)Nc2sc3c(c2C(=O)OC)CCCC3)cc2c(=O)n3ccccc3nc21
ZINC39840973	CCCCC[n+]1c(N)c(C(=O)Nc2sc3c(c2C(=O)NC)CCCC3)cc2c(=O)n3ccccc3nc21
ZINC39841253	CCOC(=O)C1CCN(C(=O)c2cc3c(=O)n4ccccc4nc3[n+](CCc3ccc(OC)cc3)c2N)CC1
ZINC40848360	Cn1c[nH+]cc1CN1CC(N(CC(=O)NC(C)(C)C)S(=O)(=O)c2ccccn2)CC2CC(C#N)=CC=C21
ZINC57049691	CCOc1cc(/C=C2/C(=N)[N+]3=C(c4ccccc4)CSC3=NC2=O)ccc1OCCCOc1ccccc1
ZINC57095725	CC(C)(C)c1ccc(OCCOc2cccc(/C=C3/C(=N)[N+]4=C(c5ccccc5)CSC4=NC3=O)c2)cc1
ZINC57234765	CCC(C)c1ccc(OCCOc2ccc(/C=C3/C(=N)[N+]4=C(c5ccccc5)CSC4=NC3=O)cc2)cc1
ZINC62587345	CS(=O)(=O)c1ccc(C(O)C[NH+](CCc2cccs2)CC(O)c2ccc(S(C)(=O)=O)cc2)cc1
ZINC63351071	COC(=O)Cc1c(C)c2ccc(OCC(=O)N3CC4[NH+]=c5ccccc5=C4CC3C(=O)OC)cc2oc1=O
ZINC63362457	CC(C)(C)OC(=O)NCC(=O)N1CCC(C(=O)NC(CC2=c3ccccc3=[NH+]C2)C(=O)NC2CCCC2)CC1
ZINC02684693	O=C(CSc1nnc(-c2cc[n+](CC(=O)c3ccc(Cl)cc3)cc2)o1)c1ccc2c(c1)OCCO2
ZINC08926232	CCCC1COC(Cn2c[n+](CC(=O)c3ccc([N+](=O)[O-])cc3)cn2)(c2ccc(Cl)cc2Cl)O1
ZINC02126752	COc1ccc(CC2(C[NH+]3CC4CC(C3)c3cccc(=O)n3C4)C(=O)N(C)C(=S)N(C)C2=O)c(OC)c1
ZINC13033623	COc1cc2cc(C[NH+](Cc3cccnc3)Cc3nnnn3Cc3ccc(F)cc3)c(=O)[nH]c2cc1OC
ZINC13033742	O=c1[nH]c2cc3c(cc2cc1C[NH+](Cc1ccc(F)cc1)Cc1nnnn1CC1CCCO1)OCCO3
ZINC12523779	CC[N+](CC)(CCNP1(=O)C=C(c2ccccc2)OC(c2ccccc2)=C1)Cc1nc2ccccc2[nH]1
ZINC13301300	CC1=C/C(=C(\c2ccc(Cl)cc2)c2ccc(N(CCO)CCO)c(C)c2)C=CC1=[N+](CCO)CCO
ZINC29040901	Cc1nc(CN(c2ccccc2)C2CC[NH+](C3(C)CCN(C(=O)c4c(C)cc[n+]([O-])c4C)CC3)CC2)cs1
ZINC34749372	CCc1c(C)sc2nc(N3CC[NH+](CC(=O)N4CCCCC4)CC3)n(CC(=O)N3CCCC3)c(=O)c12
ZINC34749410	CCc1c(C)sc2nc(N3CC[NH+](CC(=O)N4CCCC4)CC3)n(CC(=O)N3CCCCC3)c(=O)c12
ZINC32620239	Cc1ccc(/C(=N\c2ccccc2)Nc2snc(/C(C#N)=C\N(C)C)[n+]2-c2c(C)cc(C)cc2C)cc1
ZINC35004904	COc1cc2c(cc1OC)CN(C(=O)CN(CC[NH+](C)C)S(=O)(=O)c1ccc([N+](=O)[O-])cc1)CC2
ZINC34677680	CCN(CC)C(=O)C1CCCN(C(=O)c2coc(C[NH+]3CCN(CC(O)COCC(C)C)CC3)n2)C1
ZINC34677683	CCN(CC)C(=O)C1CCCN(C(=O)c2coc(C[NH+]3CCN(CC(O)COCC(C)C)CC3)n2)C1
