ZINC01637789	CCOP1(=O)CC(C)=C(Cl)C(OC)C1
ZINC31780734	CC(=O)N(c1ccc(C)c(C)c1)c1nc(Cn2cnc3cc(F)ccc3c2=O)cs1
ZINC04171771	CC(C)N1C(=O)C2ON(c3ccc(Cl)cc3)C(c3ccc(N(C)C)cc3)C2C1=O
ZINC38636817	CCOc1cc2c(cc1/C=C(\C#N)C1=NC(=O)C3=C4CCCCC4SC3=N1)OC(C)C2
ZINC64391926	Cc1ccc(N2CCN(C(=O)CCC3=NC(=O)C4=C5CCCCC5SC4=N3)CC2C)cc1
ZINC64452687	CC1=CC(c2c(C)sc(C)c2S(=O)(=O)N2CCN(c3cc(C)ccc3C)CC2)N=N1
ZINC64845442	Cc1cc(-c2c(C)sc(C)c2S(=O)(=O)N2CCN(c3cccc(Cl)c3)CC2)on1
ZINC64946163	CC(C)Cn1c(=O)c2sccc2n2c(=O)n(Cc3ccc(Br)cc3)nc12
ZINC03851390	CC(=O)CCC1C(C)(OC=O)CCC2C(C)(C)CCCC21C
ZINC02551524	CC1CCc2c(sc3ncnc(SCc4ccco4)c23)C1
ZINC01797565	CCCCCOc1ccc2c3c(c(=O)oc2c1C)CCC3
ZINC00036323	CC(C)CN(CC(C)C)C1=CC(=O)OC12CCCCC2
ZINC01670845	COc1ccc(CCC2(C)OCC(C)(C)C(C(C)C)O2)cc1
ZINC05309901	CCCCC1(n2nnc3ccccc32)CC1c1ccccc1
ZINC06781466	CC(C)(C)SC(c1ccccc1)n1nnc2ccccc21
ZINC07736716	Cc1ccc(-c2nc(COc3ccccc3C#N)cs2)cc1
ZINC08328959	c1ccc2oc(CSc3nc4ccccc4s3)nc2c1
ZINC09563574	CSCCn1/c(=N/C(=O)C2CC2)sc2cc(C)ccc21
ZINC12367511	CC(=O)O/N=C(/C)c1sc2ccc(Cl)cc2c1C
ZINC12656964	CCc1nc2ccccc2n1CCOc1ccccc1Cl
ZINC00422382	CCOC(=O)c1cc2cc3c(C)cc(C)cc3nc2s1
ZINC06366340	CCC(C)Cn1c(/C=C/c2ccco2)nc2ccccc21
ZINC06753146	CCC(Oc1ccccc1)c1nc2ccccc2n1CC
ZINC05285321	CCCCn1c(/N=C/c2ccc(F)cc2)nc2ccccc21
ZINC19902445	O=S(=O)(CCN1CCc2ccccc2C1)C(F)(F)F
ZINC20506515	COC(=O)c1ccc(COC2CC(C)CC(C)(C)C2)cc1
ZINC22039207	Cc1cc(SCc2nnsc2Cl)nc2ccccc12
ZINC23682725	O=C(Oc1cccc(Cl)c1)c1ccc2ncsc2c1
ZINC27526732	CC(C)=CCC1C(=O)CCC1c1cc(Cc2ccccc2)on1
ZINC27644565	CC(C)Cc1nn2cc(-c3ccc4c(c3)CCCC4)nc2s1
ZINC28577551	CCc1ccc(CC)c(S(=O)(=O)N2CC(C)CC(C)C2)c1
ZINC35996012	CC(=O)CCC1C(C)(OC=O)CCC2C(C)(C)CCCC21C
ZINC36322796	CC1C(OC(=O)C(C)(C)c2cccnc2)CC2CC1C2(C)C
ZINC37311289	O=Cc1cn(-c2cccc(Cl)c2)nc1-c1ccccc1Cl
ZINC37382314	N#Cc1ccccc1OCCOc1c(Cl)cccc1Cl
ZINC37525733	CC(C)=CCn1c(C(=O)N2CCC(C)CC2)cc2sccc21
ZINC02069186	C=CCSc1nnc(-c2ccc(Cl)cc2Cl)o1
ZINC38600856	C=CC(C)CSC1=NC(=O)C2=C3CCCCC3SC2=N1
ZINC40886680	CCOc1ccccc1Oc1ccc(Cl)c(CCl)n1
ZINC41393459	Cc1ccccc1CSc1nnc(C(C)(C)C)n1C(C)C
ZINC41439577	CC(C)(C)c1ccc(-c2nc(C=O)c3n2CCCC3)cc1
ZINC48942421	CN(C(=O)c1scnc1Cl)c1ccc(C(C)(C)C)cc1
ZINC49053848	Cc1ccc(S(=O)(=O)N(C)c2cccc(C(C)C)c2)s1
ZINC49892785	CCc1ccc(-c2cnc(N3CCCCC3)c(C#N)c2)cc1
ZINC50840704	Cc1cccc(C)c1OCc1nc(Cl)c2ccsc2n1
ZINC54967297	CCN(c1nc(C(C)(C)C)c(C=O)s1)C1CCCC1
ZINC57800793	CC(C#N)Cn1c(CCC2CCCCC2)nc2ccccc21
ZINC57800817	Cc1ccc(CCc2nc3ccccc3n2CC(C)C#N)cc1
ZINC57804901	CCCCc1nc2cc(Cl)c(Cl)cc2n1CC(C)C#N
ZINC58733138	CC1CCc2ccccc2N1Cc1ncc(C(C)(C)C)o1
ZINC59156961	COc1c(Cl)cc(Cl)cc1/C=N/N(C)c1ccccc1
ZINC59309379	CCCCC1CCC(C(=O)N2CCOC3CCCCC32)CC1
ZINC60102835	Cc1cc(C)c(COc2ccc3ccc(=O)oc3c2)c(C)c1
ZINC60140955	CCN(C(=O)c1cc2ccccc2c(Cl)n1)C(C)C(C)C
ZINC61528103	CC(C)(C)CC1CCCN1C(=O)c1nc(Cl)ccc1Cl
ZINC61639273	Clc1ccc(Cl)c(Cn2cc(-c3ccccc3)cn2)n1
ZINC62144848	O=[N+]([O-])c1ccccc1CC(Cl)c1cc(F)ccc1F
ZINC63044602	CCC(c1ccc(Cl)cc1[N+](=O)[O-])C(C)Br
ZINC05219308	O=C([O-])C1C2C=CC3(CN(C(c4ccccc4)c4ccccc4)C(=O)C13)O2
ZINC00098502	CCC(C(=O)[O-])n1cnc2scc(-c3ccc(C)cc3)c2c1=O
ZINC11891446	CCOc1c(Cl)cc(-c2nc(C(=O)[O-])cs2)cc1OC
ZINC13215064	Cc1ccccc1/C=C(/Sc1ccc([N+](=O)[O-])cc1)C(=O)[O-]
ZINC13278077	Cc1ccc(C(=O)[O-])cc1OCC(=O)N1CC(C)CC(C)C1
ZINC02554268	O=C([O-])C1CCCN(c2nc(-c3ccc(Cl)cc3)cc(C(F)F)n2)C1
ZINC19954522	Cc1ccc(-c2csc3ncn(CCC(=O)[O-])c(=O)c23)cc1C
ZINC04337607	O=C1C(C(C[N+](=O)[O-])c2c(Cl)cccc2Cl)=C([O-])c2ccccc21
ZINC20592163	CC(C)c1nnc(SCC(=O)[O-])n1C1CCCC(C)C1C
ZINC31978173	O=C([O-])c1ccc(OC2CCCCC2N2CCOCC2)cc1
ZINC35099160	CCOc1ccc([N-]S(=O)(=O)c2cccnc2Cl)cc1
ZINC35357786	CC(C)c1cccc([N-]S(=O)(=O)c2cnc(Cl)nc2)c1
ZINC35571354	Cc1cccc(C2CN(C(=O)OC(C)(C)C)CC2C(=O)[O-])c1
ZINC35571356	Cc1cccc(C2CN(C(=O)OC(C)(C)C)CC2C(=O)[O-])c1
ZINC36253288	CCC(C(=O)[O-])n1c(Cc2ccccc2)nc2cc(C)cnc21
ZINC37226267	CCc1ccc(C(=O)[O-])cc1S(=O)(=O)N1CCCCC1C
ZINC05235538	Cc1c(CCC(=O)[O-])c(=O)oc2cc3occ(C(C)(C)C)c3cc12
ZINC38103644	O=S(=O)([N-]c1ccc(-c2nccs2)cc1)c1cnc(Cl)s1
ZINC39133657	O=C(c1ccc(Cc2ccc(F)cc2)o1)c1oc2cccnc2c1[O-]
ZINC39540728	O=S(=O)(Oc1ccccc1)c1cn(-c2ccccc2)cc1[O-]
ZINC40692977	CN(C)c1ccc([N-]S(=O)(=O)c2ccccc2Br)cn1
ZINC41070894	CCc1cc2c(Sc3cc(C(=O)[O-])ccn3)ncnc2s1
ZINC41144436	CCCN1CCCc2cc(-c3ccc(=O)oc3C(=O)[O-])ccc21
ZINC42243640	O=S(=O)(/N=C(\[O-])c1csc(-c2ccccc2)n1)c1cccs1
ZINC42373933	CC1CCCC(N(C)S(=O)(=O)c2cccc(C(=O)[O-])c2)C1
ZINC44135976	CC(C)(C)OC(=O)N1CCC(C(=O)[O-])C(c2ccc(F)cc2)C1
ZINC48804999	Cc1cc(OCc2cc(C(=O)[O-])no2)c(C(C)C)cc1Cl
ZINC48985285	C=CCOc1ccc(/C([O-])=C(\C#N)C(=O)N2CCCCC2)cc1
ZINC49163795	Cc1occc1C(=O)/C(C#N)=C(\[O-])c1cc(C)n(-c2ccccc2)c1C
ZINC49165064	Cc1occc1C(=O)/C(C#N)=C(\[O-])c1cc(C)n(C(C)C)c1C
ZINC49776970	O=C([O-])c1cc2c(cc1OCc1ccc(Br)s1)OCO2
ZINC49917050	O=C([O-])c1cccn(-c2ccc(Oc3ccccc3)cc2)c1=O
ZINC55597162	Cc1ccc(C(=O)N(C)C)cc1[N-]S(=O)(=O)c1ccc(Cl)s1
ZINC57123432	COc1c(Cl)cccc1[N-]S(=O)(=O)c1cccc(C#N)c1
ZINC07031496	CCc1oc2ccccc2c1/C=C/C(=O)c1c([O-])cc(C)oc1=O
ZINC57832706	CC(C)(C)c1ccc(C#N)c(=O)n1Cc1cccc(C(=O)[O-])c1
ZINC42783135	CC(N(C)c1nc2sccn2c1/C=C/C(=O)[O-])C(C)(C)C
ZINC59138687	O=C([O-])c1ccc(/N=C/c2ccc(N3CCCC3)o2)cc1Cl
ZINC62056198	COc1ccc(Cn2c([S-])nnc2-c2cccs2)cn1
ZINC62191068	Cc1noc(C)c1S(=O)(=O)[N-]c1cccc(CC(C)C)c1
ZINC62765962	CCC1CCC(C(=O)[O-])C(Sc2ccc([N+](=O)[O-])cc2)C1
ZINC63850172	CC(C)(C)c1ncc([N-]S(=O)(=O)c2cc(F)cc(F)c2)cn1
ZINC64188434	COc1cccc([N-]C2=NN=C(C3=C(C)N=C(C)C3)CS2)c1
ZINC58265058	CCC(c1ccccc1)C1CCCN1C(=O)c1ccc([O-])nn1
ZINC52770142	CN(C)S(=O)(=O)/N=C([O-])/C=C/c1ccc(C(C)(C)C)cc1
ZINC13555376	C/C(=N\Cc1cccc(Cl)c1)c1nc(-c2ccco2)oc1[O-]
ZINC65242221	Cc1ccc(F)c([N-]S(=O)(=O)c2cn(C(C)C)c3ncccc23)c1
ZINC66735236	N#Cc1cc(S(=O)(=O)/N=C(\[O-])c2cccc(C(F)(F)F)c2)ccc1F
ZINC66735926	Cc1cccc(C2CC2/C([O-])=N/S(=O)(=O)c2ccc(F)c(C#N)c2)c1
ZINC66736463	N#Cc1cc(S(=O)(=O)/N=C(\[O-])CC2CCCCC2)ccc1F
ZINC00420922	Cc1cc2ccc(C)c(C)c2nc1SCC(=O)N1CCCCC1
ZINC00920320	CC(=O)OC1CCC2(C)C(=CCC3C4=CC=C(C(C)=O)C4(C)CCC32)C1
ZINC00968482	CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
ZINC01765745	O=S(=O)(OC1CCCCC1Cl)c1ccc(Br)cc1
ZINC01194581	Cc1cccc(S(=O)(=O)N2CCSC2c2cccc(Cl)c2)c1
ZINC07979421	CN(Cc1ccc(-c2ccc(Br)cc2)o1)C(=O)C1CC1
ZINC08265260	CCc1sc(C(=O)N(C)Cc2nc3ccccc3s2)cc1C
ZINC09188000	COc1cccc(C(=S)N2CCN(c3ccccc3F)CC2)c1
ZINC00578829	N#Cc1ccc(Cn2cc(C=O)c3cc(Br)ccc32)cc1
ZINC12917785	O=C(/C=C/c1ccc(F)cc1)N1CCCC1c1nc2ccccc2s1
ZINC12988060	CCC1c2ccsc2CCN1C(=O)/C=C/c1ccccc1OC
ZINC12999359	O=C(/C=C/c1cccc(F)c1)N1CCCC1c1nc2ccccc2s1
ZINC13673120	CCc1cccc(/C=C/C2C3CCCCC3CC3C(=O)OC(C)C32)n1
ZINC02506126	O=S(=O)(c1ccccc1)n1c(CBr)cc2ccccc21
ZINC13566373	Cc1ccc(C2CC3CCC(C2)N3C(=O)c2cc(C3CC3)oc2C)cc1
ZINC20190790	Cc1ccc(CN2CCN(/N=C/c3cccc(Cl)c3)CC2)cc1
ZINC13398530	N#Cc1c(C(C#N)c2ccccc2)cccc1C(C#N)c1ccccc1
ZINC20606742	O=C(c1cc2c(s1)CCCC2)N1CCN(Cc2ccccc2F)CC1
ZINC21890737	CC(C)(C)c1ccc(S(=O)(=O)N2CCc3sccc3C2)cc1
ZINC36859929	CCCn1cc(Br)cc1C(=O)N1C(C)CCCC1C
ZINC37383689	CC(C)N(C)S(=O)(=O)c1c(Cl)cc(Br)cc1Cl
ZINC37576144	CCC1CCCCN1S(=O)(=O)c1ccc(F)cc1Br
ZINC37587550	CCCn1c(C(=O)N(C)CC)cc2sc(Br)cc21
ZINC38549456	CC(=O)OCC12COC(CBr)C(C(C)=CC1C)C2C
ZINC37845148	CC(C)n1cc(Br)cc1C(=O)N(C)C(C)C(C)(C)C
ZINC39522361	CSN1C(Cl)CCCC12CCCC(S(=O)(=O)C(C)C)C2
ZINC40733279	CCc1c(C)nn(CC(=O)c2ccc(Br)s2)c1C
ZINC41504190	N#CC(C(=O)c1cc2c(F)cccc2s1)c1nc2ccccc2s1
ZINC43682061	Brc1ccc(CSc2nnc3n2CCCCC3)s1
ZINC45089336	CCn1cc(Br)cc1C(=O)N1CCCC1C1CCCC1
ZINC49391636	O=c1ccc(-c2ccccc2)nn1Cc1ccc(Br)s1
ZINC49405715	O=S(=O)(Cc1cccc(Cl)c1)N1CCC(c2ccccc2)C1
ZINC57869894	N#Cc1cccc(Cn2ccc3cc(C(F)(F)F)ccc3c2=O)c1
ZINC58411369	O=C1/C(=C\c2cnn(Cc3ccccc3)c2)CSc2ccc(F)cc21
ZINC58573384	Cc1cc(C)cc(OCC(=O)N2CCCC2c2ccc(F)cc2)c1
ZINC59578381	O=S(=O)(c1ccccc1F)N(C1CC1)C1CCc2ccccc21
ZINC59741567	C/C(=C/C(=O)N1CCC(c2nc3ccccc3s2)CC1)c1ccccc1
ZINC59746099	CC1CN(C(=O)C(C)Sc2cc(Cl)ccc2Cl)C(C)CO1
ZINC62610410	N#CC(C(=O)c1ccc(Br)o1)c1ccc(F)cc1Cl
ZINC00281860	Cc1cccc(CC2CC(=O)N(c3ccc(Cl)c(Cl)c3)C2=O)c1
ZINC63436528	O=Cc1cc(Br)ccc1OCc1ccnc(Cl)c1
ZINC64136978	CCSC1=NC(=O)CC(c2cccc(Cl)c2Cl)C1C#N
ZINC66450874	FC(F)c1nc(SC(=S)N2CCCC2)c2ccccc2n1
ZINC66467346	Fc1ccccc1C1CCN(c2nc(C(F)F)nc3ccccc23)C1
ZINC66689525	O=C(C1CCCCC1C(F)(F)F)N1CCOC(c2ccccc2F)C1
ZINC66815499	Fc1ccc(C2CN(c3ccc(C(F)(F)F)cn3)CCO2)cc1F
ZINC66847571	Fc1cccc(C2CN(Cc3cc(Cl)nc(Cl)c3)CCO2)c1
ZINC66848018	CC(C)(C)c1nc(CN2CCOC(c3cccc(F)c3)C2)cs1
ZINC67119815	CN(Cc1cc(Br)cs1)c1ncc(Br)cn1
ZINC67516826	CC1CCC2C(CCCN2C(=O)CCc2nc3ccccc3s2)C1
ZINC02536546	S=C=Nc1nn(Cc2ccccc2Cl)cc1Br
ZINC00373426	O=Cc1ccc(COc2ccc3cc(Br)ccc3c2)o1
ZINC00120233	O=[N+]([O-])c1ccc(CSc2ccc(F)cc2F)c(Cl)c1
ZINC00798083	CCc1cccc2c(C=C(C#N)C#N)cn(Cc3ccccc3)c12
ZINC00410749	CSc1nc(COc2ccccc2)nc2sc3c(c12)CCCC3
ZINC00410751	CCc1cc2ccc(C)cc2nc1SCC(=O)N1CCCC(C)C1
ZINC04868807	CN(C(=O)c1ccccc1Sc1ccccc1C#N)c1ccccc1
ZINC02863148	Fc1ccccc1OCCOc1ccc(Cl)c2cccnc12
ZINC03304768	N#Cc1ccc(OCC(=O)c2ccc3c(c2)-c2ccccc2C3)cc1
ZINC05235208	CC(C)Cn1c(/C=C/c2ccc(N(C)C)cc2)nc2ccccc21
ZINC00041621	Fc1cccc2ncnc(OCc3c(Cl)cccc3Cl)c12
ZINC06893859	Cc1nnc(SCc2cccc(Cl)c2)c2cc3sccc3n12
ZINC07036886	O=C(/C=C/c1ccccc1)O/N=C1\CCCSc2ccccc21
ZINC07744046	O=c1cc(CSC2CCCCC2)nc2sc3c(n12)CCCC3
ZINC04265392	CCC(C)Sc1nc2c(c(=O)n1-c1ccc(C)cc1)SC(C)C2
ZINC12662644	C=C(C)COc1ccc2c(c1)O/C(=C\C=C\c1ccccc1)C2=O
ZINC00428304	Cc1ccc2cc3cc(C(=O)N(C)Cc4ccccc4)sc3nc2c1
ZINC05359548	Cc1cccc(-n2c(C)nnc2SCc2c(F)cccc2Cl)c1
ZINC15406200	CN1N=C(c2cccc3ccccc23)CS/C1=N\Cc1ccccc1
ZINC21374201	Cc1cccc(-n2c(C)nnc2SCc2ccc(Cl)s2)c1
ZINC10060551	C#CCn1/c(=N/C(=O)Cc2cccs2)sc2cc(F)ccc21
ZINC24305083	Cc1ccc(-n2cnnc2SCc2ccc(F)cc2Cl)c(C)c1
ZINC24789587	CC(=O)c1c(C)cc(C)c(CSc2nc(C)cc(C)c2C#N)c1C
ZINC26906516	CCN(C(=O)c1ccc(Cl)s1)c1nc2ccccc2s1
ZINC31936380	N#Cc1cccc(Cn2c(-c3cccs3)nc3ccccc32)c1
ZINC36276750	Cc1cc2c(N(Cc3ccccc3)C(C)C)nc(Cl)nc2s1
ZINC36784090	Cc1nc2ccccc2nc1COc1ccc(Br)cc1F
ZINC00159523	CCOc1nc2c(c(-c3cccs3)c1C#N)Cc1ccccc1-2
ZINC06750520	C=Cc1ccc(Cn2c(C(=O)OC)cc3sc(C)cc32)cc1
ZINC01440536	O=C(CSc1nc2ccccc2s1)c1cc2ccccc2o1
ZINC38747369	CC1=C2C(=O)N=C(SCc3ccccc3Cl)N=C2SC1C
ZINC00422500	CC12CCC(c3nnc(SCc4ccccc4)nc31)C2(C)C
ZINC39933264	c1ccc(C2=NC(c3cccc4cccnc34)N=C2c2ccccc2)cc1
ZINC40238758	Clc1cccc(Cl)c1Cn1c(C2CCCO2)nc2ccccc21
ZINC40373614	CCCCCSc1ncnc2c1sc1nc(C)cc(C)c12
ZINC40390024	CCC(C)n1c(COc2ccccc2Cl)nc2ccccc21
ZINC41096712	CCC1CCCCN1S(=O)(=O)c1cc(Cl)c(Cl)cc1C
ZINC41110036	CC(C)(CC(=O)N1CCOC2CCCCC21)c1ccc(Cl)cc1
ZINC42203497	O=[N+]([O-])c1ccc(SCc2cccc(Br)c2)cc1
ZINC45248917	O=C(CC1CCCCC1)N1CCn2cccc2C1c1ccccc1
ZINC47821115	Cc1ccc(OCC(=O)c2cc3ccccc3o2)c(Br)c1
ZINC48501937	CC(C)c1nn(C)c(Cl)c1/C=C/C(=O)c1ccc(Cl)s1
ZINC50840821	CCC1CCCCC1OCc1nc(Cl)c2ccsc2n1
ZINC54862827	CN(Cc1ccc(Cl)s1)c1nc2c(s1)C(=O)CC(C)(C)C2
ZINC57692181	Cc1ccc(Cl)c(OCCC(C#N)c2cccc(C#N)c2)c1
ZINC57762889	COc1ccc(CC(C#N)c2ccc(N(C)C)cc2)cc1Cl
ZINC58987329	Cn1c(SC2CCCc3ccccc32)nnc1-c1cccs1
ZINC59269402	O=C(/C=C/c1cccc2c1OCO2)c1ccc(Cl)c(Cl)c1
ZINC15162484	C=CCN1C(=O)C2C(c3ccccc3)C=CC(c3ccccc3)C2C1=O
ZINC61696624	CC(=O)c1ccc(Sc2nc3ccccc3o2)c(Br)c1
ZINC01377041	O=C(CCl)N1CCN(c2nc(C3CC3)nc3sc4c(c23)CCCC4)CC1
ZINC02402749	O=C1c2oc3ccc(F)cc3c(=O)c2C(c2ccccc2)N1CC1CCCO1
ZINC01701882	COc1cc(OC)c2c(c1Cl)OC1(C2=O)C(SC)=CC(=O)CC1C
ZINC12297524	Cc1cccc(CN2CCCC3(CCN(c4nc(C)cnc4C)C3)C2=O)c1
ZINC12594162	Cc1ccoc1C(=O)N1CCC2(CCCN(Cc3cccc(F)c3F)C2=O)C1
ZINC14598203	O=C(c1cccc(S(=O)(=O)N2CCCC2)c1)N1CCCC2CCCCC21
ZINC14993008	CSc1ccccc1N1C(=O)C2CC1CN2C(=O)c1ccc2ccccc2n1
ZINC15062026	O=C(C1CCOCC1)N1CCC2(CCCN(CC3CCCCC3)C2=O)C1
ZINC15862850	O=C(c1csc(S(=O)(=O)N2CCc3ccccc3C2)c1)N1CCCCC1
ZINC09423653	O=C1/C(=C/c2cccc(F)c2)Oc2c1ccc1c2CN(Cc2cccnc2)CO1
ZINC21639907	Brc1cccc(CN2CCc3nc(N4CCOCC4)ncc3C2)c1
ZINC12946495	CCN1C(=O)/C(=C\c2cc3ccccc3nc2N2CCOCC2)SC1=S
ZINC24831030	CC1CN(C(=O)C2CCN(c3ncc(C(F)(F)F)cc3Cl)CC2)CCO1
ZINC25462125	Cn1cccc1C1CCCCCN1C(=O)c1cnn(Cc2ccccc2)c1
ZINC32503163	Cc1ccc(CN2/C(=N/C(=O)C(C)(C)C)SC3CS(=O)(=O)CC32)cc1
ZINC32634222	CC(C)c1ccc(N2/C(=N/C(=O)CCl)SC3CS(=O)(=O)CC32)cc1
ZINC32888525	CCC1c2ccsc2CCN1C(=O)c1cc(C2CC2)nc2onc(C)c12
ZINC33665029	COC(=O)C1CCCCN1S(=O)(=O)c1ccccc1Br
ZINC35897898	CCC(=O)N1CCC(c2nc(C)ccc2C(=O)N2CCCC3CCCCC32)CC1
ZINC35897900	CCC(=O)N1CCC(c2nc(C)ccc2C(=O)N2CCCC3CCCCC32)CC1
ZINC36152793	CCN1C(=O)C2(SCCN2C(=O)c2cccc(OC)c2)c2cc(F)ccc21
ZINC36250236	CC1CCCCN1C(=O)C(C1CCCC1)N1CCN(C(=O)C2CC2)CC1
ZINC39422518	CC1CCC2=C3C(=O)N=C(C(C)Sc4nncs4)N=C3SC2C1
ZINC41066297	CC(C)N1CCN(S(=O)(=O)c2cc(Br)cnc2Cl)CC1
ZINC41422765	Cc1ccc(C2CN(C(=O)C3CCN(C(=O)C(F)(F)F)CC3)CC(C)O2)cc1
ZINC41424222	CC1COC(c2ccccc2)CN1C(=O)C1CCN(C(=O)C(F)(F)F)CC1
ZINC42380184	Cc1cc(C(=O)N2CCCC(c3nnc(-c4ccccc4F)s3)C2)c(C)o1
ZINC43726616	CC(=O)OC1(C(C)=O)CCC2(C)C(CC(=O)C3C4CCC(=O)C4(C)CCC32)C1
ZINC56063057	CC(=O)N1CCCc2cc(S(=O)(=O)N3CCCC3c3ccsc3)ccc21
ZINC58112295	O=C(C1COc2ccc(Cl)cc2C1)N1CCN(CC2CCCO2)CC1
ZINC16779255	CCC1c2ccsc2CCN1C(=O)c1ccc2c(c1)CCN2S(C)(=O)=O
ZINC26911214	O=C(C1CC2CCC1C2)N1CCN(S(=O)(=O)c2ccc(F)cc2F)CC1
ZINC58714842	O=C1C2CCCCC2C(=O)N1CCC(=O)N1CCSc2ccc(Cl)cc21
ZINC36638737	CCC(C)C(=O)/N=C1/SC2CS(=O)(=O)CC2N1c1ccc(C)c(F)c1
ZINC14996490	O=C1C2CC(CN2Cc2ccc3nccnc3c2)N1c1ccccc1Cl
ZINC60514401	Cn1c(CSCc2ccc(Cl)c3cccnc23)cc(=O)n(C)c1=O
ZINC62450656	Cc1nc(C2CCN(C(=O)C3CC(=O)N(C4CCCCC4)C3)CC2)sc1C
ZINC17986764	CC(=O)N(CN1C(=O)C2CCC(C)CC2C1=O)c1ccc(C)c(Cl)c1
ZINC63186996	CC1CCC2C(CCCN2S(=O)(=O)c2cccc(C(=O)N3CCCC3)c2)C1
ZINC64518747	Brc1ccc2nc(CN3CCCN(c4nccs4)CC3)cn2c1
ZINC64518762	FC(F)n1c(CN2CCCN(c3nccs3)CC2)nc2ccccc21
ZINC65877659	Cc1cc(Br)ccc1N(C)C(=O)Cn1cnc2sccc2c1=O
ZINC66576368	O=C(c1cccc(Cl)c1)N1CCCN(S(=O)(=O)C2CCCCC2)CC1
ZINC66604381	CC1CC(CC(=O)N2CCCC(C(=O)N3CCOCC3)C2)CC(C)(C)C1
ZINC66689184	CC(C)(C(=O)N1CCOC(c2ccccc2F)C1)n1cc(Br)cn1
ZINC66692496	CC1CCCCN1c1cc(C(=O)N2CCOC(c3cccc(F)c3)C2)ccn1
ZINC66937743	Cc1ccc(S(=O)(=O)N2CCCC2c2cccc3c2OCCO3)s1
ZINC67093995	c1ccc2sc(C3CCCN3Cn3nccc3-c3ccncc3)nc2c1
ZINC67093997	c1ccc2sc(C3CCCN3Cn3nccc3-c3ccncc3)nc2c1
ZINC67517302	CC1CCC2C(CCCN2C(=O)c2ccc(Cl)c(S(=O)(=O)N(C)C)c2)C1
ZINC02146148	Cc1cccc(-c2nnc(SCC(=O)Nc3ccc(Br)cc3C(C)C)n2N)c1
ZINC04196223	COc1cc(/C=N/NC(N)=S)c(Br)cc1OCc1ccc(Cl)cc1Cl
ZINC00685709	CCOc1cc(C2Nc3ccccc3NC3=C2C(=O)CC(c2ccc(OC)cc2)C3)ccc1O
ZINC01294193	CC1CCc2c(sc(NC(=O)/C(C#N)=C/c3ccc(-c4ccc(F)cc4)o3)c2C(N)=O)C1
ZINC08843879	CCOc1ccc(C2NC(=S)NC(C)=C2C(=O)Nc2ccc(Br)cc2)cc1
ZINC01464505	O=C1NC(c2ccc(-c3ccc(Cl)cc3)o2)C(C(=O)c2ccc(F)cc2)C(O)(C(F)(F)F)N1
ZINC08915614	NC(=O)c1c(NC(=O)c2nc(SCc3ccc(F)cc3)ncc2Cl)sc2c1CCCC2
ZINC09064640	COc1c(Br)cc(Br)cc1C(=O)NC(=S)Nc1ncccc1O
ZINC09739809	Cc1ccc2[nH]cc(CCNC(=O)c3ccc(C)c(NC(=O)C4=CSCCO4)c3)c2c1
ZINC09831810	CCOc1cc(C2C(C#N)=C(N)Oc3cc(O)ccc32)ccc1OCc1cccc(Cl)c1
ZINC10149476	CCc1c(C)sc(NC(=O)COc2ccc(-c3ccccc3)cc2Br)c1C(N)=O
ZINC04260551	CC1(CO)C(O)CCC2(C)C(CC(=O)Nc3ccccc3)c3nc(-c4cccnc4)sc3CC12
ZINC12736203	O=C(CNC(=O)NCc1ccc(F)cc1)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1
ZINC13915641	CCOc1cc(C2NC(=S)NC(C)=C2C(=O)Nc2cccc(Cl)c2)cc(Cl)c1OC
ZINC14456931	COc1ccc(C2Nc3ccc(S(=O)(=O)NC4CCCCC4)cc3C3C=CCC32)cc1O
ZINC14459073	COc1cc(C2Nc3ccc(S(=O)(=O)Nc4cc(C)cc(C)c4)cc3C3C=CCC32)ccc1O
ZINC14459175	COc1cc(C2Nc3ccc(S(=O)(=O)Nc4c(C)cccc4C)cc3C3C=CCC32)ccc1O
ZINC14459514	COc1cccc(C2Nc3ccc(S(=O)(=O)Nc4ccc(C)c(C)c4)cc3C3C=CCC32)c1O
ZINC14461031	CCCNS(=O)(=O)c1ccc2c(c1)C1C=CCC1C(c1cc(Br)ccc1O)N2
ZINC14467878	O=S(=O)(NCC1CCCO1)c1ccc2c(c1)C1C=CCC1C(c1cc(Cl)cc(Cl)c1O)N2
ZINC14474073	CCOc1ccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2ccccc2O)N3)cc1
ZINC14544570	COc1ccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2c[nH]c4ccccc24)N3)cc1
ZINC14544861	O=S(=O)(NCc1ccccc1)c1ccc2c(c1)C1C=CCC1C(c1c[nH]c3ccccc13)N2
ZINC14544936	CCOc1ccc(NC(=O)c2cccc3c2NC(c2c[nH]c4ccccc24)C2CC=CC32)cc1
ZINC14666510	CC(C)COc1ccc(Br)cc1C(=O)Nc1sc2c(c1C(N)=O)CCCC2
ZINC16070102	O=C(CC1Sc2ccccc2NC1=O)NCC(c1ccccc1Cl)c1c[nH]c2ccccc12
