ZINC19433863	CC([NH3+])C(=O)Nc1ccccc1C(=O)NC1CC1
ZINC22927057	COC(=O)C1Cc2c([nH]c3ccccc23)C2CC([NH2+]CCN(C)C)CC(c3ccc(F)c(F)c3)N12
ZINC38550557	Cc1cc(C(Nc2cccc[nH+]2)c2ccc(OC(F)F)cc2)c(NC(=O)c2ccco2)s1
ZINC22938239	O=C(Nc1c(C(c2ccc(Cl)cc2)[NH+]2CCN(CCO)CC2)oc2ccccc12)c1cccs1
ZINC46539302	CC(C)NS(=O)(=O)c1cccc(C(=O)Nc2ccccc2C[NH+](C)C2CCCCC2)c1
ZINC46586705	CC(C)(C)c1ccccc1OCC(O)C[NH+]1CCC(NS(=O)(=O)c2cccs2)CC1
ZINC22373388	O=C(CN(Cc1cccs1)CC1CCCO1)Nc1nc(-c2c[nH]c3ccccc23)cs1
ZINC58458052	Cc1ccccc1NS(=O)(=O)c1ccc(C)c(C(=O)NCCC[NH+]2CCCCC2C)c1
ZINC59577909	Cc1cccc(C)c1NC(=O)CNC(=O)C(C)[NH+](C)Cc1cc(C)c(OCC(F)(F)F)c(C)c1
ZINC63589365	COc1ccc(C(=O)/N=C(/NCCC2=c3ccccc3=[NH+]C2)Nc2cccc(C)c2C)cc1
ZINC63708508	O=C(CCC1=c2ccccc2=[NH+]C1)NN1C(=O)c2ccccc2NC1SCc1ccccc1Cl
ZINC01387906	Cn1cc(C(=O)c2ccc(Cl)cc2Cl)cc1C(=O)NNC(=[NH2+])COc1ccc(F)cc1
ZINC09165387	CN1CCCc2cc(C(CNC(=O)C(=O)NCCc3c[nH]c4ccccc34)[NH+]3CCCCC3)ccc21
ZINC09584605	CCC[NH+](CC(=O)NC(=O)NC1CCCCC1)CC(=O)Nc1ccc(F)c(F)c1F
ZINC09712047	O=C(C[NH+]1CCC(C(=O)Nc2ccccc2)CC1)Nc1ccccc1C(=O)NC1CCCC1
ZINC12895735	CC(C)C([NH2+]CC(=O)Nc1ccccc1C(=O)NC1CCCC1)c1ccc2c(c1)OCCO2
ZINC13059113	Cc1cccc(NC(=O)C[NH+](C)CC(=O)Nc2ccccc2C(=O)NC2CCCC2)c1C
ZINC13489684	O=C(NCC1Cc2ccccc2CN1C(=S)NCC1CCC[NH+]1Cc1ccccn1)Nc1ccccc1
ZINC15946678	COc1ccc(Cl)cc1NC(=O)c1c(NC(=O)C[NH2+]Cc2ccco2)sc2c1CCC2
ZINC15946873	COc1ccccc1NC(=O)c1c(NC(=O)C[NH2+]Cc2ccco2)sc2c1CCCC2
ZINC16634736	Cc1cc(C)c(NC(=O)CNC(=O)C[NH+](C)CC(=O)Nc2ccccc2C(F)(F)F)c(C)c1
ZINC20504477	C=CCNc1[nH+]c2c(s1)CC1(C)CCC(C(C)C(=O)NCCN3CCOCC3)C(O)C1C2C
ZINC22925687	O=C(C[NH+]1CCN(CC(=O)Nc2ccccc2Cl)CC1)NCCc1c[nH]c2ccccc12
ZINC26283200	O=C(C[NH+]1CCC(NC(=O)NCCOc2ccc(Cl)cc2)CC1)Nc1ccccc1
ZINC27518187	Cc1cc(C)cc(-c2c(OCCC3CCCC[NH2+]3)c3cc(C(=O)Nc4ccccn4)c(Cl)cc3[nH]c2=O)c1
ZINC33034206	CCCNC(=O)c1ccc(N2CC[NH2+]CC2)c(NS(=O)(=O)c2ccc3c(c2)CCCC3)c1
ZINC33121285	CCCc1ccc(S(=O)(=O)Nc2ccc(N3CC[NH2+]CC3)c(C(=O)NCC(C)C)c2)cc1
ZINC33275409	CCC(C)NC(=O)c1cc(NS(=O)(=O)c2cc(C)ccc2C)ccc1N1CC[NH2+]CC1
ZINC33326909	Cc1nc(NC2CCCCC2)cc(Nc2ccc(NS(=O)(=O)c3cc(C)c(C)cc3C)cc2)[nH+]1
ZINC35210316	CC[NH+](CC)CCNC(=O)c1cc(NC(=O)Nc2ccc(Br)cc2)ccc1N(C)C
ZINC35210327	CC[NH+](CC)CCNC(=O)c1cc(NC(=O)Nc2c(Cl)cccc2Cl)ccc1N(C)C
ZINC15936865	COc1cc(NC(=O)c2cc([N+](=O)[O-])ccc2NC(=O)C[NH2+]C2CCCCC2C)cc(OC)c1
ZINC20927929	COc1ccc(NS(=O)(=O)c2cc([N+](=O)[O-])ccc2NNC2=c3ccccc3=[NH+]C2=O)cc1
ZINC39599415	COc1ccc2[nH]cc(CCNC(=O)C3CN(C(=O)C(Oc4ccccc4)C(C)C)CC34CC[NH2+]CC4)c2c1
ZINC39631998	CC(CCCC(C)(C)O)NC(=O)C1CN(C(=O)c2ccc(-c3ccc(F)cc3)o2)CC12CC[NH2+]CC2
ZINC39632014	CC(CCCC(C)(C)O)NC(=O)C1CN(C(=O)c2ccc(-c3ccccc3)o2)CC12CC[NH2+]CC2
ZINC39655953	Cc1ccc2[nH]cc(CCNC(=O)C3CN(C(=O)C(C)Oc4ccccc4)CC34CC[NH2+]CC4)c2c1
ZINC39676509	COc1ccc(CCC(=O)N2CC(C(=O)NCCc3c[nH]c4ccc(Cl)cc34)C3(CC[NH2+]CC3)C2)cc1
ZINC39684231	COc1ccc(CCC(=O)N2CC(C(=O)NCCc3c[nH]c4c(C)cccc34)C3(CC[NH2+]CC3)C2)cc1
ZINC39685877	CC(C)C(NC(=O)C1CN(C(=O)c2ccc(-c3ccc(F)cc3)o2)CC12CC[NH2+]CC2)C(=O)NC(C)(C)C
ZINC39693339	Cc1ccc(CC(=O)N2CC(C(=O)NCCNC(=O)Cc3cccc4ccccc34)C3(CC[NH2+]CC3)C2)cc1
ZINC39776366	CC(C)NS(=O)(=O)c1ccc(NC(=O)C(C)[NH+]2CCC(c3c[nH]c4ccccc34)CC2)cc1
ZINC44714612	CCCCC(C)C(=O)N1CC(C(=O)NCCc2c(C)[nH]c3ccc(C#N)cc23)C2(CC[NH2+]CC2)C1
ZINC15890472	Cc1ccc(-n2c(SCC(=O)NCCC3=CCCCC3)nc3n[nH]c(C)c3c2=N)cc1Cl
ZINC45716461	CC(NC(=O)c1ccccc1NC(=O)C[NH+]1CCCC(C(=O)Nc2ccccc2)C1)c1ccccc1
ZINC45167419	COCCN1CCC([NH2+]CC(C)(C)c2nc(-c3ccc(Cl)c(O)c3)c(-c3ccncc3)[nH]2)CC1
ZINC60090223	N#Cc1c(NC(=O)CC[NH+]2CCCCC2CNC(=O)Nc2ccccc2)sc2c1CCC2
ZINC60270960	CC[NH+](CC)CCn1ccc2cc(NC(=O)c3ccc(N4CCCC(C(N)=O)C4)cc3)ccc21
ZINC60343151	CC(NC(=O)OC(C)(C)C)C1CCCC[NH+]1CC(=O)NC(=O)NCc1cccs1
ZINC60343154	CC(NC(=O)OC(C)(C)C)C1CCCC[NH+]1CC(=O)NC(=O)NCc1cccs1
ZINC53633303	CC/C(NCCc1c[nH]c[nH+]1)=C1/C(=O)N(C2Nc3ccccc3S2)N=C1c1ccccc1
ZINC63339749	CC(C)(C)OC(=O)NC(CC1=c2ccccc2=[NH+]C1)C1NNC(SCc2ccccc2F)O1
ZINC63339751	CC(C)(C)OC(=O)NC(CC1=c2ccccc2=[NH+]C1)C1NNC(SCc2ccccc2F)O1
ZINC63425106	Cc1ccc(CSC2NNC(C(CC3=c4ccccc4=[NH+]C3)NC(=O)OC(C)(C)C)O2)cc1
ZINC63494736	O=C(CCC1NNC2N(CCc3ccccc3)C(=O)c3ccccc3N12)NCCC1=c2ccccc2=[NH+]C1
ZINC63557092	CCC(CC)C1NNC(NC(=O)C2CC(=O)N(CCC3=c4cc(Cl)ccc4=[NH+]C3)C2)S1
ZINC63557093	CCC(CC)C1NNC(NC(=O)C2CC(=O)N(CCC3=c4cc(Cl)ccc4=[NH+]C3)C2)S1
ZINC63994076	O=C(NC1CCCC1)c1cc(NCC2C=c3ccccc3=[NH+]2)cc(S(=O)(=O)Nc2ccccc2)c1
ZINC64026145	COc1ccc(C(CNC(=O)CN2c3ccccc3C(C(N)=O)CC2C)C2=c3ccccc3=[NH+]C2)cc1
ZINC64375491	COc1ccc(C(=O)NC2NC3=C(C(=O)NCCC4=c5ccccc5=[NH+]C4)CCCC3S2)cc1
ZINC02138804	COc1ccccc1CN1C(=O)C2C(CCC(N)=O)[NH2+]C3(C(=O)Nc4c(C)cc(C)cc43)C2C1=O
ZINC02138806	COc1ccccc1CN1C(=O)C2C(CCC(N)=O)[NH2+]C3(C(=O)Nc4c(C)cc(C)cc43)C2C1=O
ZINC02138809	COc1ccccc1CN1C(=O)C2C(CCC(N)=O)[NH2+]C3(C(=O)Nc4c(C)cc(C)cc43)C2C1=O
ZINC02138942	COc1ccccc1CN1C(=O)C2C(CC(N)=O)[NH2+]C3(C(=O)Nc4c(C)cc(C)cc43)C2C1=O
ZINC05831947	C/C(=N\NC(N)=O)C(C[NH+]1CCOCC1)C(c1ccccc1)c1c(O)c2ccccc2oc1=O
ZINC08789528	COc1ccc(CN2C(=O)C3C(CC(N)=O)[NH2+]C4(C(=O)Nc5c(Cl)cccc54)C3C2=O)cc1
ZINC08789530	COc1ccc(CN2C(=O)C3C(CC(N)=O)[NH2+]C4(C(=O)Nc5c(Cl)cccc54)C3C2=O)cc1
ZINC08789532	COc1ccc(CN2C(=O)C3C(CC(N)=O)[NH2+]C4(C(=O)Nc5c(Cl)cccc54)C3C2=O)cc1
ZINC08789533	COc1ccc(CN2C(=O)C3C(CC(N)=O)[NH2+]C4(C(=O)Nc5c(Cl)cccc54)C3C2=O)cc1
ZINC08790226	Cc1cc(Cl)c2c(c1)C1([NH2+]C(CCC(N)=O)C3C(=O)N(CCc4ccccc4)C(=O)C31)C(=O)N2
ZINC08790270	Cc1c(Cl)ccc2c1NC(=O)C21[NH2+]C(CC(N)=O)C2C(=O)N(CCc3ccccc3)C(=O)C21
ZINC08790272	Cc1c(Cl)ccc2c1NC(=O)C21[NH2+]C(CC(N)=O)C2C(=O)N(CCc3ccccc3)C(=O)C21
ZINC08826715	Nc1nonc1-n1nnc(C(=O)N/N=C/c2ccccc2O)c1C[NH+]1CCCC1
ZINC01755091	Nc1nonc1-n1nnc(C(=O)N/N=C/c2cc(Br)ccc2O)c1C[NH+]1CCCCC1
ZINC01871049	C[NH+](C)Cc1c(C(=O)N/N=C/c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)nnn1-c1nonc1N
ZINC09618972	O=C(C[NH+]1CCC(n2c(=O)[nH]c3ccccc32)CC1)Nc1cc2[nH]c(=O)[nH]c2cc1Br
ZINC12603829	O=C(NCC1OC(CC(=O)N2CCN(c3cccc[nH+]3)CC2)C(O)C1O)Nc1cccc(F)c1
ZINC12603858	C[NH+](C)CCNC(=O)CC1OC(CNS(=O)(=O)c2ccc(Cl)cc2)C(O)C1O
ZINC04260519	CSCC(=O)Nc1nc2c(s1)CC1C(C)(CO)C(O)CCC1(C)C2CC(=O)NCC[NH+](C)C
ZINC14161178	Cc1cc(C)nc(N/C(=N/C(=S)NC2CCCC2)N2CCC(C(N)=O)([NH+]3CCCCC3)CC2)n1
ZINC15162918	Nc1nonc1-n1nnc(C(=O)N/N=C/c2ccc(O)cc2)c1C[NH+]1CCCCCC1
ZINC15707680	O=C(CCC1CNC(=O)C2CC(NC(=O)Nc3ccsc3)C[NH+]12)NCc1ccc(F)cc1
ZINC15708029	COc1ccc(NC(=S)NC2CC3C(=O)NCC(CCC(=O)NCc4cccs4)[NH+]3C2)cc1
ZINC19808468	Nc1nonc1-n1nnc(C[NH+]2CCCC2)c1C(=O)N/N=C/c1ccccc1O
ZINC19927151	Nc1nonc1-n1nnc(C[NH+]2CCCC2)c1C(=O)N/N=C/c1cc(Br)ccc1O
ZINC19927438	CC[NH+](CC)Cc1nnn(-c2nonc2N)c1C(=O)N/N=C/c1ccc(O)cc1
ZINC20465805	C[NH+](CCc1ccccc1)C1C(CNC(=O)Nc2ccc(OC(F)(F)F)cc2)OC(CO)C1O
ZINC20465896	C[NH+](CCc1ccccn1)C1C(CNC(=O)Nc2ccc(OC(F)(F)F)cc2)OC(CO)C1O
ZINC22930773	CC(C(=O)Nc1sc2c(c1C(N)=O)CCC2)N1CC[NH+](CC(=O)Nc2ccc(F)cc2)CC1
ZINC24338390	CC[NH+](CC(=O)Nc1ccc(OC)cc1)C(C)C(=O)Nc1sc2c(c1C(N)=O)CCC2
ZINC24905549	Cc1ccc(S(=O)(=O)NC(CC(C)C)C(=O)NC2CC[NH+](CC(N)=O)CC2)cc1
ZINC26273342	CCCCC(C(=O)N1CCC2(CCc3ccccc32)CC1)N1C(=O)NC(CCC[NH+]=C(N)N)C1=O
ZINC31003768	CCC[NH+](CC(=O)Nc1ccccc1C)CC(=O)c1c(N)n(C2CC2)c(=O)[nH]c1=O
ZINC03633219	CC1CC[NH+](Cc2c(C(=O)N/N=C/c3ccccc3O)nnn2-c2nonc2N)CC1
ZINC39352674	COC(=O)C1C(NC(C)=O)c2cc(NC(C)CO)c[nH+]c2N1CCc1c[nH]c2ccccc12
ZINC39661891	CC(C)C(Oc1ccccc1)C(=O)N1CC(C(=O)NCCc2ccc(O)c(O)c2)C2(CC[NH2+]CC2)C1
ZINC12760018	CC(C)NS(=O)(=O)c1ccc(NC(=O)C(C)[NH+]2CCC(C(=O)Nc3ccccc3O)CC2)cc1
ZINC40624854	CC1(C)CC(Nc2ncnc(NNc3ccc([N+](=O)[O-])cc3)c2[N+](=O)[O-])CC(C)(C)[NH2+]1
ZINC43554445	CSCC(=O)Nc1nc2c(s1)CC1C(C)(CO)C(O)CCC1(C)C2CC(=O)NCC[NH+](C)C
ZINC45259881	CC(C)n1cnc2c(NCc3ccc(-c4cccs4)nc3)nc(NC3CCC([NH3+])CC3)nc21
ZINC45726850	NC(=O)c1ccccc1NC(=O)C[NH+]1CCN(CC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)CC1
ZINC49803167	N#Cc1c(-c2cccc(C(=O)NCC[NH3+])c2)cc(-c2ccc(F)cc2O)nc1NC(=O)c1ccco1
ZINC51318333	COC(=O)C1=C(CN2CCC(C(N)=O)([NH+]3CCCCC3)CC2)NC(=O)NC1c1ccc(C)cc1
ZINC52541552	N=C(N/N=C/c1ccc2nc(-c3ccc(/C=N/NC(=[NH2+])N4CCCC4)cc3)cn2c1)N1CCCC1
ZINC57414359	CCOC(=O)C1=C(CN2CCC(C(N)=O)([NH+]3CCCCC3)CC2)NC(=O)NC1c1ccccc1
ZINC59402957	O=C(C[NH+]1CCCCC1CNC(=O)Nc1ccccc1)Nc1ccc2[nH]c(C(F)(F)F)nc2c1
ZINC14158027	Cc1cc(C)nc(N/C(=N/C(=S)NCc2ccco2)NC2CC(C)(C)[NH2+]C(C)(C)C2)n1
ZINC39933394	CC(NC(=O)CSC1NN=C(C2=c3ccccc3=[NH+]C2)N1C1CC1)c1ccc(S(N)(=O)=O)cc1
ZINC63796064	COc1ccc2c(c1)=C(CCNC(=O)C1NC(CC(=O)Nc3ccc(F)cc3F)NO1)C[NH+]=2
ZINC63796067	COc1ccc2c(c1)=C(CCNC(=O)C1NC(CC(=O)Nc3ccc(F)cc3F)NO1)C[NH+]=2
ZINC04222360	CC(C)(C)C(=O)Nc1nc2c(s1)CC1C(C)(CO)C(O)CCC1(C)C2CC(=O)NCC[NH+]1CCOCC1
ZINC04222488	C[NH+](C)CCNC(=O)CC1c2nc(NC(=O)c3cccc(F)c3)sc2CC2C(C)(CO)C(O)CCC12C
ZINC04517643	NC(=[NH2+])Nc1ccc(C(=O)Oc2ccc3c(c2)Oc2cc(O)ccc2C32OC(=O)c3ccccc32)cc1
ZINC04177827	CC1CCCCN1S(=O)(=O)c1ccc(C(=O)Nc2sc3c(c2C(N)=O)CC(C)(C)[NH2+]C3(C)C)cc1
ZINC08643571	C[NH+](C)CCNC(=O)CC1OC(CNS(=O)(=O)c2ccc(Cl)cc2)C(O)C1O
ZINC08709209	O=C(C[NH+]1CCC(C(=O)Nc2ccccc2O)CC1)Nc1ccccc1C(=O)NCc1ccco1
ZINC09383543	CCC1CCCCN1S(=O)(=O)c1ccc(C(=O)Nc2sc3c(c2C(N)=O)CC(C)(C)[NH2+]C3(C)C)cc1
ZINC09383545	CCC1CCCCN1S(=O)(=O)c1ccc(C(=O)Nc2sc3c(c2C(N)=O)CC(C)(C)[NH2+]C3(C)C)cc1
ZINC04177821	CC1(C)Cc2c(sc(NC(=O)c3ccc(S(=O)(=O)N4CCCCC4)cc3)c2C(N)=O)C(C)(C)[NH2+]1
ZINC04177834	CC1CCCN(S(=O)(=O)c2ccc(C(=O)Nc3sc4c(c3C(N)=O)CC(C)(C)[NH2+]C4(C)C)cc2)C1
ZINC04177835	CC1CCCN(S(=O)(=O)c2ccc(C(=O)Nc3sc4c(c3C(N)=O)CC(C)(C)[NH2+]C4(C)C)cc2)C1
ZINC12501369	O=C(NC1C[NH2+]CCCC1OC(=O)c1ccc(C(=O)c2ccccc2O)cc1)c1ccc(O)cc1
ZINC09116322	C[NH+](C)C(CNC(=O)c1ccccc1NS(=O)(=O)c1ccc2[nH]c(=O)[nH]c2c1)c1ccccc1
ZINC08777887	Cc1ccc(/N=C(/NC2CC(C)(C)NC(C)(C)C2)c2c([O-])n(-c3ccc(C)cc3C)c(=O)[nH]c2=O)cc1
ZINC19927020	CC(C)(C)c1cc(/C=N/NC(=O)c2c(C[NH+]3CCCC3)nnn2-c2nonc2N)cc(C(C)(C)C)c1O
ZINC21324970	Cc1cccc(C)c1NC(=O)C[NH+](CC(=O)NC(=O)NCC(C)C)CC(=O)Nc1c(C)cccc1C
ZINC13782496	CC1=C(C(N)=O)C(c2ccc([N+](=O)[O-])cc2)C(C(=O)NCCC[NH+]2CCC(C)(c3ccccc3)CC2)=C(C)N1
ZINC34785513	NC(=O)c1c(NC(=O)N2CC[NH+](CC(=O)Nc3ccc(Br)cc3)CC2)sc2c1CCCC2
ZINC03633229	CC1CC[NH+](Cc2c(C(=O)N/N=C/c3cc(Br)ccc3O)nnn2-c2nonc2N)CC1
ZINC38665430	CCC1(O)Cc2cc3c(c(O)c2C(OC2CC([NH+](C)C)C(O)C(C)O2)C1)C(=O)c1c(O)cccc1C3=O
ZINC38665432	CCC1(O)Cc2cc3c(c(O)c2C(OC2CC([NH+](C)C)C(O)C(C)O2)C1)C(=O)c1c(O)cccc1C3=O
ZINC38665434	CCC1(O)Cc2cc3c(c(O)c2C(OC2CC([NH+](C)C)C(O)C(C)O2)C1)C(=O)c1c(O)cccc1C3=O
ZINC38665436	CCC1(O)Cc2cc3c(c(O)c2C(OC2CC([NH+](C)C)C(O)C(C)O2)C1)C(=O)c1c(O)cccc1C3=O
ZINC39198259	NS(=O)(=O)c1ccc(CCNC(=O)C2CCC[NH+](Cc3cccnc3Nc3ccc(F)cc3)C2)cc1
ZINC39344507	COC(=O)C1C(NC(=O)C2CCOC2)c2cc(NC(C)C(C)(C)O)c[nH+]c2N1CCc1c[nH]c2ccccc12
ZINC39352600	COC(=O)C1C(NC(C)=O)c2cc(NC(C)CCO)c[nH+]c2N1CCc1c[nH]c2ccccc12
ZINC39440413	O=C(NCc1cc2cc(Cl)ccc2[nH]1)C1CC2[NH2+]C(c3ccc4c(c3)OCO4)CC(C(F)(F)F)N2N1
ZINC39534292	O=S(=O)(Oc1ccccc1)c1ccc(C(CNc2ccccc2O)N2CC[NH2+]C(O)C2)cc1
ZINC39656093	CC1=C(C(=O)N2CC(C(=O)NCCc3c[nH]c4ccc(C)cc34)C3(CC[NH2+]CC3)C2)C(c2cc(C)on2)ON1
ZINC39656098	CC1=C(C(=O)N2CC(C(=O)NCCc3c[nH]c4ccc(C)cc34)C3(CC[NH2+]CC3)C2)C(c2cc(C)on2)ON1
ZINC39656195	CC1=C(C(=O)N2CC(C(=O)NCCc3c[nH]c4ccc(C)cc34)C3(CC[NH2+]CC3)C2)C(c2ccccc2)NO1
ZINC39661720	O=C1c2ccccc2-c2c1cccc2C(=O)N1CC(C(=O)NCCc2ccc(O)c(O)c2)C2(CC[NH2+]CC2)C1
ZINC39661721	O=C1c2ccccc2-c2c1cccc2C(=O)N1CC(C(=O)NCCc2ccc(O)c(O)c2)C2(CC[NH2+]CC2)C1
ZINC39661840	O=C(NCCc1ccc(O)c(O)c1)C1CN(C(=O)c2cccnc2Oc2ccccc2)CC12CC[NH2+]CC2
ZINC39661841	O=C(NCCc1ccc(O)c(O)c1)C1CN(C(=O)c2cccnc2Oc2ccccc2)CC12CC[NH2+]CC2
ZINC39671540	CCN1NC(C)=C(Br)C1C(=O)N1CC(C(=O)NCc2cc3ccccc3[nH]2)C2(CC[NH2+]CC2)C1
ZINC39674066	CC1=C(C(=O)N2CC(C(=O)NCCc3c(C)[nH]c4ccccc34)C3(CC[NH2+]CC3)C2)C(c2cc(C)on2)ON1
ZINC39674067	CC1=C(C(=O)N2CC(C(=O)NCCc3c(C)[nH]c4ccccc34)C3(CC[NH2+]CC3)C2)C(c2cc(C)on2)ON1
ZINC39684191	CC1=C(C(=O)N2CC(C(=O)NCCc3c[nH]c4c(C)cccc34)C3(CC[NH2+]CC3)C2)C(c2cc(C)on2)ON1
ZINC39684193	CC1=C(C(=O)N2CC(C(=O)NCCc3c[nH]c4c(C)cccc34)C3(CC[NH2+]CC3)C2)C(c2cc(C)on2)ON1
ZINC39684194	CC1=C(C(=O)N2CC(C(=O)NCCc3c[nH]c4c(C)cccc34)C3(CC[NH2+]CC3)C2)C(c2cc(C)on2)ON1
ZINC39684240	CC1=C(C(=O)N2CC(C(=O)NCCc3c[nH]c4c(C)cccc34)C3(CC[NH2+]CC3)C2)C(c2ccccc2)NO1
ZINC39684241	CC1=C(C(=O)N2CC(C(=O)NCCc3c[nH]c4c(C)cccc34)C3(CC[NH2+]CC3)C2)C(c2ccccc2)NO1
ZINC39948786	CC1CCCC[NH+]1Cc1c(C(=O)N/N=C\c2cc(Br)ccc2O)nnn1-c1nonc1N
ZINC43225879	Cc1c(C(N)=O)cc(-c2ccc3c(c2)OCCCO3)n1C(Cc1ccc(O)cc1)C(=O)NCC[NH+](C)C
ZINC43225960	Cc1c(C(N)=O)cc(-c2cc(-c3ccccc3)no2)n1C(Cc1ccc(O)cc1)C(=O)NCC[NH+]1CCCC1
ZINC43553576	C[NH+](C)CCNC(=O)CC1c2nc(NC(=O)c3cccc(F)c3)sc2CC2C(C)(CO)C(O)CCC12C
ZINC43553699	C[NH+](C)CCNC(=O)CC1c2nc(Nc3cccnc3)sc2CC2C(C)(CO)C(O)CCC12C
ZINC23468466	O=C(NCCCN1CC[NH+](CCCNC(=O)Nc2ccccc2F)CC1)Nc1ccccc1F
ZINC45258452	CC(C)n1cnc2c(NCc3ccc(-c4ccsc4)nc3)nc(NC3CCC([NH3+])CC3)nc21
ZINC03840755	CC(C(=O)NCC[NH+]1CCOCC1)C1CCC2(C)Cc3sc(NC(=O)C4CC4)nc3C(C)C2C1O
ZINC08872723	C[NH+]1CCN(c2nc(N/N=C/c3c[nH]c4ccccc34)nc(Nc3ccc([N+](=O)[O-])cc3)n2)CC1
ZINC09497593	Cc1cc(C)c(/C=N/NC(=O)c2nnn(-c3nonc3N)c2C[NH+](C)C2CCCCC2)c(C)c1
ZINC09713179	CCCCn1c(N)c(N(C(=O)C[NH+]2CCCC2c2cccs2)C2CCCC2)c(=O)[nH]c1=O
ZINC09971902	O=[N+]([O-])c1ccc(NCCNc2nc(N3CC[NH+](CCO)CC3)nc3ccccc23)cc1
ZINC12644001	O=C(C[NH+]1C2CCC1CC(NC(=O)NC1CCCCC1)C2)Nc1cccc([N+](=O)[O-])c1
ZINC12812300	COc1ccc(C(CNC(=O)c2ccccc2SCC2(C)NC(=O)NC2=O)[NH+]2CCCCC2)cc1
ZINC12812314	COc1ccc(C(CNC(=O)c2ccccc2SCC2(C)NC(=O)NC2=O)[NH+]2CCCCC2)cc1
ZINC15105744	CCCCn1c(N)c(N(CC)C(=O)C[NH+]2CCCCCC2c2ccc(OC)cc2)c(=O)[nH]c1=O
ZINC20392950	CSc1nc(NCCCC[NH3+])c2sc3nc(N4CCOCC4)c4c(c3c2n1)CC(C)(C)OC4
ZINC22461051	CC(C)(C)NC(=O)CNC(=O)N1CC[NH+](Cc2nc(=O)c3c(-c4cccs4)csc3[nH]2)CC1
ZINC22810893	CC(C)(C)NC(=O)C[NH+]1CCCN(CC(=O)Nc2ccccc2C(=O)Nc2ccccc2)CC1
ZINC23038629	CCOC(=O)C1=C(C[NH+](C)CC(=O)Nc2ccccc2Br)NC(=O)NC1c1ccco1
ZINC23259601	CCOC(=O)C1=C(CN2CC[NH+](CC(=O)Nc3ccccc3Cl)CC2)NC(=O)NC1CC
ZINC23478790	O=C(CN1CC[NH+](CC(=O)Nc2ccccc2Cl)CC1)NC(=O)NCCc1cccs1
ZINC23664563	O=C(CN1CC[NH+](CC(=O)Nc2ccccc2)CC1)NC(=O)NCCC1=CCCCC1
ZINC25782776	C/C(=N/NC(=O)c1nnn(-c2nonc2N)c1C[NH+]1CCCCC1C)c1ccc(Br)cc1
ZINC26805666	O=C(NCCN1CC[NH2+]CC1)/C(=C/c1cccc([N+](=O)[O-])c1)NC(=O)c1ccc(Cl)cc1Cl
ZINC27351943	NC(=O)c1ccc(CN2CC[NH+](CC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)CC2)c([N+](=O)[O-])c1
ZINC28390643	Nc1cc(NCC2CCC[NH+]2Cc2c(Cl)cncc2Cl)nc2nc(-c3ccco3)nn12
ZINC29467773	Cc1ccc(NC(=O)NC(=O)C(C)N2CC[NH+](CC(=O)Nc3ccccc3)CC2)c(C)c1
ZINC33121141	CC(C)c1ccc(S(=O)(=O)Nc2ccc(N3CC[NH2+]CC3)c(C(=O)NCC3CCCO3)c2)cc1
ZINC33129155	Cc1cc(C)c(S(=O)(=O)Nc2cc(C(=O)NC3CCCCCC3)cnc2N2CC[NH2+]CC2)cc1C
ZINC34762672	CCc1c(C)sc2nc(SCC(=O)NC3CCCCC3)nc(N3CC[NH+](CC(N)=O)CC3)c12
ZINC38990268	C[NH+]1C(SCC(=O)N/N=C/C2C=NN=C2c2ccccc2)NNC1c1ccc(Br)cc1
ZINC39344835	COC(=O)C1C(NC(C)=O)c2cc(NCC3CC=CCC3)c[nH+]c2N1CCc1c[nH]c2ccccc12
ZINC39575922	COc1ccc(C2NNC(SCC(=O)N/N=C/C3=c4ccccc4=[NH+]C3)N2c2ccc(OC)cc2)cc1
ZINC39656091	CC1=NN(C(C)(C)C)C(C(=O)N2CC(C(=O)NCCc3c[nH]c4ccc(C)cc34)C3(CC[NH2+]CC3)C2)C1
ZINC39685888	CC(C)C(NC(=O)C1CN(C(=O)C(Oc2ccccc2)C(C)C)CC12CC[NH2+]CC2)C(=O)NC(C)(C)C
ZINC39142931	CCCCCCN1C(=O)C(C(=O)N/N=C(\C)C2C(=O)[NH+]=c3ccccc3=C2O)C(O)c2ccccc21
ZINC33928377	CCc1ccc(/C=N\NC(=O)c2nnn(-c3nonc3N)c2C[NH+]2CCCCC2C)cc1
ZINC43201591	CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CC[NH+](C)CC3)nc2)ncc1C
ZINC43741527	COC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C[NH+]1CCC2(O)CCCCC2C1c1ccccc1OC
ZINC44707840	Cc1ccc2[nH]cc(CCNC(=O)C3CN(C(=O)c4cc(C)nn4C(C)(C)C)CC34CC[NH2+]CC4)c2c1
ZINC44714703	Cc1cc(C(=O)N2CC(C(=O)NCCc3c[nH]c4ccc(Cl)cc34)C3(CC[NH2+]CC3)C2)n(C(C)(C)C)n1
ZINC44728475	Cc1cc(C(=O)N2CC(C(=O)NCCc3c[nH]c4c(C)cccc34)C3(CC[NH2+]CC3)C2)n(C(C)(C)C)n1
