ZINC02004002	CC(C)([NH3+])Cc1ccc(Br)cc1
ZINC62039570	Cc1ccc2nc(-c3ccc(F)c(C)c3)c(CC(=O)Nc3nc(C(C)C)cs3)n2c1
ZINC64449990	Cc1ccc(Cc2nc3nc4c(c(Nc5ccc(F)c(F)c5)n3n2)CCCC4)cc1
ZINC64568473	CCOc1ccc(Nc2cc(C(=O)N3CCCC(C)C3)nc3ccc(C)cc23)cc1
ZINC35398165	Cc1ccc(-c2ccc(N3CCCC(C(=O)Nc4cccc5ccccc45)C3)nn2)cc1
ZINC65023532	Cc1ccc(NC(=O)C2CCCN(c3ncc(-c4cccc(F)c4)cn3)C2)c(C)c1
ZINC03904566	CC(=O)N1CCN(c2cc(N3CCC(C)CC3)c(F)cc2[N+](=O)[O-])CC1
ZINC00496168	Cc1nnc2n(C)c(=O)c3c4c(sc3n2c1=O)COC(C)(C)C4
ZINC05149733	CCC(C(=O)N1CCCC1)n1nc(C)n2c(cc3occc32)c1=O
ZINC02435896	Cc1nc2oc3c(N4CCOCC4)ncnc3c2c2c1COC(C)(C)C2
ZINC05323713	O=C(/N=C1\SC2CS(=O)(=O)CC2N1c1ccc2c(c1)OCO2)C1CC1
ZINC04945999	O=[N+]([O-])c1cccc(/C=C2\CCc3cnn(C4CCS(=O)(=O)C4)c32)c1
ZINC09528793	CN1C(=O)C2CCCCN2c2ccc(C(=O)N3CCC4(CC3)OCCO4)cc21
ZINC09422809	O=C1CCCC(=O)C12Cc1cc([N+](=O)[O-])ccc1N1CCOCC12
ZINC11495932	CC1CCCN(c2ccc(C(=O)N3CCOC(C)C3)cc2[N+](=O)[O-])C1
ZINC12132303	Cc1nc2sc3c(c2c2nn(CC(=O)N4CCCC4)c(=O)n12)CCC(C)C3
ZINC09061250	Cc1cccc(-n2c(C)c(C)c3c2ncn2nc(-c4ccncc4)nc32)n1
ZINC13758523	CC1CN(c2oc(/C=C3\SC(=S)N(C)C3=O)nc2C#N)CC(C)O1
ZINC20256717	O=C(c1cnccn1)N1CCC(n2cc(C3CCCC3)nn2)CC1
ZINC20863599	CC1CCN(C(=O)C(C)n2ncn3c(cc4occc43)c2=O)CC1
ZINC26954678	Cc1nn(C)c2nc3sc4c(c3c(=O)n2c1=O)CC(C)(C)OC4
ZINC32912802	O=C1CC2CS(=O)(=O)CC2N1c1ccc(-c2nnc3n2CCCCC3)cc1
ZINC34775024	CCCn1c(=O)c2c3c(sc2n2c(=O)c(C)nnc12)COC(C)(C)C3
ZINC34788309	Cc1nn2c(=O)n(C)c3sc4c(c3c2nc1=O)CC(C)(C)OC4
ZINC05026177	CC1CCCN(S(=O)(=O)c2ccc3c(c2)n(C)c(=O)c(=O)n3C)C1
ZINC38110595	COC(=O)N1CCN(S(=O)(=O)c2sc(Cl)nc2C)CC1
ZINC06807456	CCC(C(=O)N1CCCCCC1)n1nc(C)n2c(cc3occc32)c1=O
ZINC39461169	O=C(c1cnc(-c2cccnc2)nc1)N1CCC2=C(C1)C(C1CCC1)N=N2
ZINC40670038	CC1COCC(C)N1C(=O)c1ccc(N2C(=O)C(C)(C)CS2(=O)=O)cc1
ZINC41507892	CC(=O)N1CCc2cc(C(=O)C(C#N)c3nnc4n3CCCCC4)ccc21
ZINC42343394	Cn1ccs/c1=N\C(=O)c1cncc(C(=O)/N=c2\sccn2C)c1
ZINC42676458	O=S(=O)(N1CCCCC1)N1CCCC1c1nnc2ccccn12
ZINC43746792	O=C(Cn1cnc2ccccc2c1=O)N1CC2Cc3cccc(=O)n3C(C2)C1
ZINC49705993	CN1C(=O)Cc2cc(S(=O)(=O)N3CCC4(CC3)OCCCO4)ccc21
ZINC49738796	Cc1cc(C#N)nc(N2CCN(C(=O)c3cccc(C#N)c3)CC2)n1
ZINC49752729	COC(=O)c1sc2ncnc(N3CCC4(CC3)OCCO4)c2c1C
ZINC51357377	Cc1nn2c(=O)c3c(cc(C)n3CC(=O)N3CCC(C)CC3)nc2s1
ZINC56352761	Cc1nn(C)c(C)c1/C=C/C(=O)N1CCCN(c2ncccc2C#N)CC1
ZINC57836514	O=C(C1CC1)N1CCC(C(=O)N2CCc3cc([N+](=O)[O-])ccc32)CC1
ZINC57837432	O=C1CCCCN1c1ccc(C(=O)N2CCc3cc([N+](=O)[O-])ccc32)cc1
ZINC17066583	O=C1C2C3C=CC(CC3)C2C(=O)N1/N=C/c1ccc([N+](=O)[O-])cc1
ZINC58169238	O=C(C1CCCN(c2ccsc2[N+](=O)[O-])C1)N1CCOCC1
ZINC04352506	COC(=O)C1=NOC2C(=O)N(c3ccc(Br)cc3)C(=O)C12
ZINC63493652	O=C(C1CCCN(C2=NC=NC3=NC=NC32)C1)N1CCCCCC1
ZINC64245876	CC1=c2c(C)nn(C)c2=NC(=O)C1CCC(=O)N1CC(C)OC(C)C1
ZINC64637553	CC1=CC(C)=NC1C(=O)N1CCCC(C(=O)N2CCC3(CC2)OCCO3)C1
ZINC64866197	CN(C)C(=O)N1CCN(C(=O)c2cc3sc(N(C)C)nc3s2)CC1
ZINC65260362	O=C1C2CCN(S(=O)(=O)c3ccccc3Cl)CC2=Nc2ccnn21
ZINC65632840	Cn1ccs/c1=N\C(=O)c1nc2ncc(Br)cn2n1
ZINC65896124	Cc1ccc(-n2nc(C(=O)N3CCCn4ncnc43)c3c2CCC3)cc1
ZINC66322605	CN(C(=O)CN1C(=O)N(C)C2(CCCCC2)C1=O)C1(C#N)CCC1
ZINC66374742	Cn1cc(-c2ncc(C(=O)N3CCN(C(=O)C(C)(C)C)CC3)s2)cn1
ZINC66575412	CC1COCCN1S(=O)(=O)c1cc(Br)cc([N+](=O)[O-])c1
ZINC66815410	Cn1cnc([N+](=O)[O-])c1N1CCOC(c2ccc(F)c(F)c2)C1
ZINC66999124	COC(=O)N1CCCN(C(=O)C(=O)N2CCCc3c(F)ccc(C)c32)CC1
ZINC67429916	CC1CCC2C(CCCN2S(=O)(=O)c2cccc(-n3cnnn3)c2)C1
ZINC04428180	CC(C(O)C12CC3CC(CC(C3)C1)C2)[NH+]1CCCC1
ZINC05284912	CC(C)C(C1CCCCC1O)[NH+]1CCCCC1
ZINC23282606	C1COC(C[NH2+]C2C3CC4CC(C3)CC2C4)C1
ZINC35054402	CC1CC([NH2+]C2CCN(C3CC3)CC2)CC(C)(C)C1
ZINC35654641	CC(C)[NH2+]C1COc2ccc(C(C)(C)C)cc21
ZINC37255816	CCCNC1CC[NH+](C2CCCC(C)C2)CC1
ZINC38052843	CCC[NH2+]C1COc2c(C)ccc(C(C)C)c21
ZINC40672516	Cc1cc(C)c(C(C)NC2CCC[NH+](C)C2)cc1C
ZINC40797808	CC(C)CC1COC(c2ccc(Cl)s2)C[NH2+]1
ZINC41060837	CCC(C)C(C)([NH2+]C)c1nc2c(s1)CCC2
ZINC41185477	C[NH2+]C(c1nc(C)c(C)s1)c1ccc(C)cc1C
ZINC42557130	CCC(C)C(C)Nc1[nH+]ccc2sccc12
ZINC42581480	CCC1CCCCC1NC1=[NH+]C(C)(C)CS1
ZINC42591967	CC1C[NH+]=C(NC(C)c2ccc(Cl)s2)S1
ZINC42859465	COC1CCCCC1[NH2+]CC1CCCCC1C
ZINC42865888	CCC1CSC(NCC2CCCCC2C)=[NH+]1
ZINC43501571	Cc1cc(Cl)c(C(C)C)cc1OC1CCC[NH2+]C1
ZINC43607582	C[NH2+]C(c1ccco1)c1ccccc1Br
ZINC44053947	C[NH2+]C1CCC(C)CC1Oc1cc(C)cc(C)c1
ZINC44113051	CC1CCC[NH+]1CC(O)C12CC3CC(CC(C3)C1)C2
ZINC44114875	CCCC1CCC(O)C([NH+]2CCC(C)CC2)C1
ZINC44133717	CCC1CCC(O)C([NH+]2CCCC(CC)C2)C1
ZINC49546584	CCCC1CCC(NC2=[NH+]C(C)CS2)CC1
ZINC50371519	COC1CCCC1[NH2+]C1CCC2CCCCC2C1
ZINC51291483	CC1CC(C)C[NH+](CC2(CO)CCCCC2)C1
ZINC52684691	C1CCC(C[NH2+]C2CCC3CCCCC3C2)OC1
ZINC52924214	C[NH2+]C(C)c1ccc(-c2ccc3c(c2)CCC3)o1
ZINC53046689	CC(C)CC(C)NC1=[NH+]C2(CCCC2)CS1
ZINC53884285	CC(C)(C)C1CC[NH+](CC2CCCCC2O)CC1
ZINC54082101	C[NH2+]C(C)(c1nc2c(s1)CCC2)C1CCCC1
ZINC54159442	C[NH2+]C(C)c1cnc(-c2ccc(C)c(F)c2)s1
ZINC54555199	CNC1CCC(C(C)C)CC1[NH+]1CCCC1C
ZINC58019884	CC1CCCC(C)[NH+]1Cc1ccc(C(C)(C)O)cc1
ZINC42858562	CC1CCCCC1C[NH2+]C1CC(C)N(C)CC1C
ZINC43810033	CCNC1CCCCCC1[NH+]1CCCCC1C
ZINC43811816	CCNC1CCCCCC1[NH+]1CCCC(C)C1
ZINC43812165	CCNC1CCCCCC1[NH+]1CCCCCC1
ZINC43812166	CCNC1CCCCCC1[NH+]1CCCCCC1
ZINC43883906	CCNC1CCCCCC1[NH+](C)C1CCCC1
ZINC43899625	CNC1CCCCC1[NH+](C)C1CCCCCC1
ZINC43908105	CNC1CCC(C(C)(C)C)CC1[NH+]1CCC(C)C1
ZINC44119504	CCC(C)(C)C1CCC(O)C([NH+]2CCCCC2)C1
ZINC59579806	Cc1cc(O)c(C[NH+]2CCSCC2)cc1C(C)C
ZINC54556909	CC[NH2+]Cc1nc2c(s1)CC(C(C)C)CC2
ZINC61121081	C[NH2+]C(C)c1ccc(-c2ccc(F)c(C)c2)o1
ZINC61365276	CC(NC1=[NH+]C2(CCCC2)CS1)c1ccsc1
ZINC61822697	CC(C)(CO)C[NH+]1CCC2(CCCCC2)CC1
ZINC62663231	CC(C)C1C[NH2+]CCN1C1CCC(C(C)(C)C)CC1
ZINC62957355	CCC1(C)CC[NH+](CC2CCCCC2O)CC1
ZINC62991991	[NH2+]=C(C1CCCC1)N1CCCC1C1CCCC1
ZINC20090948	CCC(C)CNC1C[NH+]2CCC1CC2
ZINC35287138	CCC(C)NC1=[NH+]C(CC)CS1
ZINC36997056	CCCC[NH2+]C1CCN2CCCCC12
ZINC37180277	CCN1CCC([NH2+]CC2CCC2)CC1
ZINC37242348	CCNC1CC[NH+](C(C)C(C)C)CC1
ZINC37253881	COC1CCCCC1[NH2+]CC1CCC1
ZINC37258210	CCN1CCC([NH2+]CC2CCCC2)CC1
ZINC37738384	Cc1ccc(C[NH2+]CC2CCOC2)s1
ZINC37927287	CCCC[NH2+]Cc1cc(C)oc1C
ZINC37988893	CC1CCCCC1[NH2+]CCC1CCCO1
ZINC38044598	CC([NH2+]CC1CCCOC1)C1(C)CC1
ZINC37260942	CC(C)CC(C)[NH2+]CC1CCOC1
ZINC37693936	CCC[NH+](C1CC1)C1CCCCC1O
ZINC37264410	CC(C)CC(C)NC1CC[NH+](C)CC1
ZINC41060947	CC[NH2+]C(C)(c1nccs1)C1CC1
ZINC41061521	CC(C)[NH2+]C(C)(c1nccs1)C(C)C
ZINC42592006	CCC(NC1=[NH+]CCS1)C(C)C
ZINC42769726	C1CCC(CCOC2C[NH2+]C2)CC1
ZINC42772056	C=C(C)COCCC1CCCC[NH2+]1
ZINC42772060	C=C(C)COCCC1CCCC[NH2+]1
ZINC42814887	CC([NH2+]CC1CCCCO1)C1(C)CC1
ZINC43498498	C[NH2+]CCOC1CC(C)CC(C)(C)C1
ZINC44115920	CCC1CCC(O)C([NH+](CC)CC)C1
ZINC44130672	CCC[NH+](C1CC1)C1CC(C)CCC1O
ZINC44177369	CC(C)C[NH+](C(C)C)C(C)C(C)O
ZINC49235716	CNC1CC[NH+](C(C2CC2)C2CC2)C1
ZINC50106699	OCC[NH+](C1CCCC1)C1CCCC1
ZINC51294000	CCC(C)(CO)C[NH+]1CCC(C)C1
ZINC52271855	COC(C)(C)CC(C)[NH2+]C1CC1C
ZINC52271858	COC(C)(C)CC(C)[NH2+]C1CC1C
ZINC52632419	C[NH2+]CCOCC1CC=CCC1C
ZINC53201136	CCC(C)C(C)[NH+]1CCCC(NC)C1
ZINC53201144	CCC(C(C)C)[NH+]1CCCC(NC)C1
ZINC54469010	CCC(C)C[NH2+]CC1CCC=CO1
ZINC54472723	CC[NH2+]C1CCN(CC(C)CC)C1
ZINC54472726	CC[NH2+]C1CCN(CC(C)CC)C1
ZINC54595559	CC(C)[NH2+]CC1CC1C1CCOCC1
ZINC54597057	COCC1(C)CC1C[NH2+]C(C)(C)C
ZINC54627123	CCC[NH2+]C1CC2CCC(C1)N2C(C)C
ZINC44042300	C[NH2+]C1CCCCC1OCC(F)(F)F
ZINC51357432	CC(C)CC[NH+]1CCCC1C1CCCN1
ZINC61840505	C[NH2+]C(CC(C)(C)C)c1nccs1
ZINC61988958	CN1CCC([NH2+]CCC2CCCC2)C1
ZINC61989378	CC(C)CCC[NH2+]C1CCN(C)C1
ZINC61989837	CCCC(CC)[NH2+]C1CCN(C)C1
ZINC62097619	CC(C)CCCN1CC[NH2+]C(C)CC1
ZINC62228784	CCC1(C[NH2+]C(C)(C)C)CCCOC1
ZINC62955318	CCC1(CC)CC[NH+](CC(C)O)CC1
ZINC63072357	CCCC(O)C[NH+]1CCCC1(C)C
ZINC63144487	CC1CCC(C[NH2+]CC2CCOC2)CC1
ZINC04350131	CC[N+](C)(C)CCOC1CC2CCC1(C)C2(C)C
ZINC00206511	CC[N+](C)(C)CCOC1CC2CCC1(C)C2(C)C
ZINC05748890	COCC(=O)OCC1CCC[N+]2(C)CCCCC12
ZINC06614116	C=CC[N+]1=C(N)SC2CS(=O)(=O)CC21
ZINC04950494	C[N+]1(C2CCC3CCCC2C3=O)CCCCC1
ZINC00185914	C[N+]1(CC2COC3(CCCC3)O2)CCCCC1
ZINC19473169	O=C1CCC(=O)N1CC1CCC[NH2+]C1
ZINC19876150	CN1CCC([NH2+]C2CCOC2=O)CC1
ZINC19876381	CC([NH2+]C1CCOC1=O)C1CC1
ZINC26647687	Cc1noc(C2CC[NH+](C)C2)n1
ZINC26950717	CC[N+]1(CC)CC2CCC(Cl)=C(Cl)C2C1
ZINC32863645	CCc1nnc(C[NH+]2CCCC2)o1
ZINC36299968	CN(C1CC[NH2+]CC1)S(C)(=O)=O
ZINC00188676	CN1/C(=C/c2cccc[n+]2C)Sc2ccccc21
ZINC38524672	CCC1OC2(CC[NH+](C)CC2)C/C1=[N+](\C)[O-]
ZINC39113987	OCCN1CC[NH+](CCF)CC1
ZINC39114264	C[NH+]1CCN(Cn2ccnc2)CC1
ZINC39116096	CC[NH+]1CC(O)CC1C(=O)OC
ZINC41054304	O=C1CCC(=O)N1C1C2C[NH2+]CC21
ZINC41364543	CNC(=O)CSCC[NH+](C)C
ZINC42290490	Cc1nc(C)n(C2CCC[NH2+]C2)n1
ZINC42335733	O=S1CCC(NC2C[NH+]3CCC2CC3)CC1
ZINC42546876	C[NH+]1CCC(NCc2cnoc2)C1
ZINC42547457	C[NH+]1CCC(NCCCC#N)C1
ZINC43373209	O=C1OCCN1C1CCC[NH2+]C1
ZINC43494210	c1ncn(CC2CCCC[NH2+]2)n1
ZINC43800527	CC1CCN(C(=O)C2C[NH2+]CCO2)C1
ZINC43802236	CC1CN(CC2C[NH2+]CCO2)C(C)CO1
ZINC44116674	CC(O)CC[NH+]1CCN(C)CC1
ZINC44180519	OC1CCOCC1n1cc[nH+]c1
ZINC44500901	CC(c1cnn(C)c1)N1CC[NH2+]CC1
ZINC49570163	N#CCC(=O)NC1CC[NH+]2CCCC12
ZINC49692725	O=C(C1CCCC[NH2+]1)N1CCS(=O)CC1
ZINC49716755	O=C(CN1CC[NH2+]CC1)N1CC2CCC1C2
ZINC50104791	O=S1(=O)CCC([NH+]2CCC(CO)CC2)C1
ZINC50158165	O=C1CCCC1[NH+](CCO)C1CC1
ZINC50618533	C[NH2+]C(C)c1nnc(C(F)F)o1
ZINC51691530	C[NH2+]C1CCCc2nc(C3CCOC3)ncc21
ZINC51887289	OCC1CC[NH+](Cc2cnoc2)C1
ZINC51887778	Cn1cc(C[NH+]2CCC(CO)C2)cn1
ZINC52516136	C[NH2+]CC(C)CN1CCS(=O)CC1
ZINC54291751	O=C(CC1CCC[NH2+]C1)N1CCS(=O)CC1
ZINC58259394	N#CCS(=O)(=O)CC1CCC[NH2+]C1
ZINC43496175	CC1CC(=O)N(CC2CCC[NH2+]2)C1=O
ZINC59382516	CCSc1sc(CC)cc1C[N+](C)(C)C
ZINC51919806	c1ncn(CCC2CCC[NH2+]C2)n1
ZINC61708067	CCn1cc[nH+]c1CN1CCC(O)C1
ZINC62112039	CC1CN(C(=O)C2CC[NH2+]C2)CCO1
ZINC62567689	CC1CCN(S(C)(=O)=O)CC[NH2+]1
ZINC62887203	CN1CCN(C(=O)C2(C)CC[NH2+]C2)CC1
ZINC03538919	COC(=O)c1sc2nc(C[NH+]3CCCCCCC3)[nH]c(=O)c2c1C
ZINC05184311	CO/N=C(\C)C1=NOC(CNc2[nH+]cc(C(F)(F)F)cc2Cl)C1
ZINC02201641	CC1CCCc2sc3nc(NCCC[NH+](C)C)n4ncnc4c3c21
ZINC06699834	CCOc1ccccc1NC(=O)N1CCN(c2cccc[nH+]2)CC1
ZINC07926940	C[NH+](CC(=O)Nc1ccc([N+](=O)[O-])cc1Cl)Cc1ccsc1
ZINC08119153	Cc1c(C#N)c(NC(=O)C[NH+]2CCCCCC2)n(CC2CCCO2)c1C
ZINC12592525	Cc1nc(N2CCCCCCC2)ncc1C(C)NC(=O)C[NH+](C)C
ZINC13727741	Cc1nc2c3c4c(sc3nc(NCCC[NH+](C)C)n2n1)CCC(C)C4
ZINC15061577	Cc1nc(N2CCCCCCC2)ncc1C(C)NCc1c[nH+]c(C)n1C
ZINC22968503	CC(C)/[NH+]=c1\ccccn1C(=O)c1cccc(NC(=O)C2CCCO2)c1
ZINC23339539	Cc1[nH]cnc1C[NH+]1CCC(n2cc(CC3CCCCC3)nn2)CC1
ZINC23619346	CCCn1cnc(NC(=O)c2ccc(C3CCC[NH+]3C(C)C)s2)n1
ZINC12746995	Cc1cc(C)cc(OCC(=O)Nc2ccc(N3CC[NH+](C)CC3)nc2)c1
ZINC24586253	COc1ccccc1C(Nc1ncnc2ccccc12)c1[nH+]ccn1C
ZINC29453912	C[NH+](CC(=O)Nc1ccc(Cl)c(Cl)c1)Cc1nc(C2CC2)no1
ZINC34785895	CCC[NH+]1CCN(C(=O)Nc2sc(C)c(C)c2C(=O)OCC)CC1
ZINC35472143	CC(C)c1ccc(C2NC(=O)N(C)C3=C2C(=O)N(CC[NH+](C)C)C3)cc1
ZINC33813320	CCN(c1ccccc1)S(=O)(=O)c1ccc(Nc2cc[nH+]cc2)nc1
ZINC39460166	O=C(COC(=O)c1ccc2c(c1)=C1CCCCC1[NH+]=2)NCC1CCCO1
ZINC39942539	CCC1=C(C(=O)OC(C)C(=O)C2=c3ccccc3=[NH+]C2C)C(C)ON1
ZINC40024807	C[NH+](C)C1(CNc2ccc3nnc(C(F)(F)F)n3n2)CCCCC1
ZINC41621021	CCN1CC[NH+](CCCNc2nc3cc(C)nn3c3ccccc23)CC1
ZINC43975786	COC(=O)c1ccc(C(=O)NCC2CCN(c3cccc[nH+]3)CC2)cc1
ZINC44526322	CC[NH+]1CCC(CNc2ncc(Br)cc2[N+](=O)[O-])CC1
ZINC44933882	Cc1cc(=O)n2nc(NCC(C(C)C)[NH+]3CCC(C)CC3)sc2n1
ZINC45877534	CCC1CCCCN1C(=O)NCc1ccc(N2CCOC(C)C2)[nH+]c1
ZINC46484273	CN(C)c1ccc(CNc2nn3cc(C(C)(C)C)nc3s2)c[nH+]1
ZINC51871444	O=[N+]([O-])c1cc(Br)cnc1OCCC1CCCC[NH2+]1
ZINC52469310	Fc1ccccc1C[NH+]1CCC(Nc2nnnn2-c2ccccc2)CC1
ZINC54042875	CCc1ccc(C(CNc2nc(C)nc3c2cnn3C)[NH+](C)C)cc1
ZINC56588853	Cc1ncc(-c2ccc(NC(=O)N3CCC(CC[NH+](C)C)CC3)cc2)o1
ZINC20936169	O=C(Cc1noc2ccccc12)NCC(c1ccco1)[NH+]1CCCCC1
ZINC20936164	O=C(Cc1noc2ccccc12)NCC(c1ccco1)[NH+]1CCCCC1
ZINC25329888	C[NH+](C)C(CNC(=O)c1ccc(Cl)cc1[N+](=O)[O-])c1ccsc1
ZINC30142422	CCC1CCC[NH+](Cc2nc3sc(C(=O)OC)c(C)c3c(=O)[nH]2)C1
ZINC58852604	Cc1cc(C)n2nc(C)c(C(=O)NCC(CC(C)C)[NH+]3CCCC3)c2n1
ZINC48018472	COc1ccc(NC(=O)N2CCC[NH+](Cc3ccccc3C)CC2)cn1
ZINC63026772	C[NH2+]C(COC)Cc1c([N+](=O)[O-])cnc2ccc(Br)cc12
ZINC63806658	CC(=O)c1cc2c(cc1NC(=O)CCC1=c3ccccc3=[NH+]C1)OCO2
ZINC63807559	O=C(CCC1=c2ccccc2=[NH+]C1)Nc1nnc(-c2ccccc2)o1
ZINC64055505	CC(SC1NN=NN1c1ccccc1)C(=O)C1=c2ccccc2=[NH+]C1
ZINC52219015	CC1CN(c2ccc(CNc3ncnc4ccccc34)c[nH+]2)CC(C)O1
ZINC64753284	CC(C)[NH+](CCNC(=O)N1CCCN(c2nccs2)CC1)C(C)C
ZINC65506494	CCc1cc(N2CCC([NH+](C)CCO)CC2)nc(N2CCCCC2)n1
ZINC66514146	CCC[NH+]1Cc2cccc(NC(=O)c3ccc([N+](=O)[O-])cc3C)c2C1
ZINC66704685	CCCC[NH+]1CCCCC1CNC(=O)N1CCN(C(=O)CC)CC1
ZINC66983042	CC[NH+](CC)CCNC(=O)N1CCN(C(=O)C2CCCCC2)CC1
ZINC67267214	Cc1ccc(C(CNC(=O)c2ccc([N+](=O)[O-])cc2F)[NH+](C)C)cc1
ZINC67591769	CCOC1CCCN(C(=O)NCc2ccc(N3CCCCC3)[nH+]c2)C1
ZINC67634214	CCC(NC(=O)N1CCN(c2cc(C)[nH+]c(C)n2)CC1)C(C)C
ZINC05910340	COc1c(Cl)cc(Cl)cc1C[NH2+]C1CCCC1
ZINC35493404	C[NH2+]C(c1ccc(C(C)(C)C)cc1)c1ccoc1C
ZINC35510687	CC[NH2+]C(c1ccc2c(c1)CCCC2)c1ccc(C)o1
ZINC35547903	CC[NH2+]C(c1c(C)cc(C)cc1C)C1CCCO1
ZINC35750173	CCC(C)(C)c1ccc2c(c1)C([NH2+]C(C)C)CC(C)O2
ZINC37228524	Cc1ccccc1C(C)[NH2+]C(C)c1scnc1C
ZINC37241867	CCCNC1CC[NH+](C2CCCC(C)C2C)CC1
ZINC37536878	CNC1CC[NH+](Cc2ccc(C(C)(C)C)cc2)CC1
ZINC37988516	Cc1csc(C[NH2+]C2CC(C)CCC2C(C)C)n1
ZINC40996716	Cc1cc(-c2ncc(C[NH2+]C(C)C)s2)ccc1F
ZINC41120267	C[NH2+]C(CC(C)(C)C)c1nc2ccccc2s1
ZINC41184581	C[NH2+]C(c1ccc(C(C)(C)C)cc1)c1nccs1
ZINC41188577	CCC(C)C(C)([NH2+]C)c1nc2c(s1)CCCC2
ZINC41196500	CCC1CCC([NH2+]C(C)C)(c2nc(C)cs2)CC1
ZINC41204307	CCc1ccc(C2C[NH2+]C(CC(C)C)CO2)s1
ZINC42811804	CC(C)(C)C1CCC([NH2+]CC2CCCCO2)CC1
ZINC43539096	CCC(C#N)[NH2+]C(C)C12CC3CC(CC(C3)C1)C2
ZINC43610777	CC[NH2+]C(c1ccc(C)o1)c1cc2ccccc2s1
ZINC44048970	CC[NH2+]C1CCCCC1Oc1ccc(C)cc1C
ZINC44054811	CCC1CCC([NH2+]C)C(Oc2ccccc2C)C1
ZINC45087151	C[NH+](CC(C)(C)C)C1CC(C(C)(C)C)CCC1O
ZINC49118022	CCC1CCC([NH2+]C(C)c2c(C)cc(C)nc2C)CC1
ZINC49943293	Cc1ccc(C(C)[NH2+]Cc2csc3ccccc23)o1
ZINC50272905	CC(C)[NH2+]C(c1nc2c(s1)CCC2)C1CCCC1
ZINC50962092	CC[NH2+]C(c1c(C)cc(C)cc1C)C1CCCCO1
ZINC53010481	CC[NH2+]CC1CCN(c2ccc(Cl)c(Cl)c2)C1
ZINC53045988	CCC1(CC)CSC(NC2CCCCC2C)=[NH+]1
ZINC53100355	CCC(C)C(C)NC1=[NH+]C2(CCC(C)CC2)CS1
ZINC53885528	CCC1CCC(O)C(C[NH+](C)C2CCCC(C)C2)C1
ZINC54106996	CCC([NH2+]C)c1ccc(-c2ccc(C)c(F)c2)o1
ZINC54159642	CC[NH2+]C(C)c1cnc(-c2ccc(F)c(C)c2)s1
ZINC54489032	CCC(C)CNC1=[NH+]C2(CCC(C)CC2)CS1
ZINC54932806	CCC1CCC([NH2+]C)C(Oc2cc(F)cc(F)c2)C1
ZINC57394899	CC(C)(C)[NH2+]Cc1ccc(N2CCCCCC2)cc1
ZINC37740013	CC1CN(C)C(C)CC1[NH2+]CCC1CCCCC1
ZINC43815072	CCNC1CCC(C)CC1[NH+](C)C1CCCCC1
ZINC43899732	CCNC1CCCCC1[NH+](C)C1CCCCCC1
ZINC43908664	CCNC1CCC(C(C)(C)C)CC1[NH+]1CCC(C)C1
ZINC44683792	CC(C)(C)C1CCCCC1[NH2+]C1CCN(C2CC2)C1
ZINC45073245	CCNC1CCCCC1[NH+]1CCCC1C1CCCC1
ZINC45073247	CCNC1CCCCC1[NH+]1CCCC1C1CCCC1
ZINC52330837	Cc1ccc(-c2nc(C)c(C[NH2+]C3CC3)s2)cc1F
ZINC54554702	CCNC1CCC(C(C)C)CC1[NH+]1CCCCC1
ZINC61121012	CCC([NH2+]C)c1ccc(-c2cc(F)c(F)c(F)c2)o1
ZINC62624643	CC(C)CC1C[NH2+]C(C(C)C)CN1C1CCCC1
ZINC62734637	CC1CC(C)CN(c2ccccc2C[NH2+]C(C)(C)C)C1
ZINC62792766	CC[NH2+]Cc1cnc(-c2ccc(F)c(Cl)c2)s1
ZINC62850562	CCCC1(CN2c3ccccc3CC2C)CC[NH2+]CC1
ZINC62995155	Cc1cc(C(C)(C)C)cc(C)c1CC(=[NH2+])N(C)C
ZINC63067475	CC[NH2+]C(C)c1ccc(N2CCCC2(C)C)cc1
ZINC23305425	Cc1ccc(C(C)NC(=O)C2CC=CCC2)o1
ZINC33434202	CC(C)NC(=O)C1CCCCC1C(=O)Cl
ZINC35296618	O=C([O-])C1CCC[NH+](CC2CCCCC2)C1
ZINC35737635	Cn1cc(NCc2c(F)cccc2Cl)cn1
ZINC36902164	Cc1ccc(F)c(NCc2csnn2)c1
ZINC36954100	c1cc(NCC2CCOC2)c2ccncc2c1
ZINC36972985	N#Cc1cc(NCc2ccncc2)ccc1Cl
ZINC37070243	Cn1nccc1CNc1ccc(Cl)c(F)c1
ZINC37187207	CC(Nc1cccnc1)c1ccc2c(c1)CCO2
ZINC37187208	CC(Nc1cccnc1)c1ccc2c(c1)CCO2
ZINC37393219	N#Cc1ccc(NCC2CCOC2)cc1Cl
ZINC37471886	Cc1ccccc1C(C)Nc1ccn(C)n1
ZINC00380183	CNS(=O)(=O)c1ccc(C(C)(C)C)cc1
ZINC02731325	Cc1cc(C(=O)NCC2CCCO2)sc1C
ZINC38579842	Fc1ccccc1CNc1cc(Cl)ncn1
ZINC40275578	Cc1ccoc1C(Cl)Cc1ncc[nH]1
ZINC40883655	CC(C)(C)Oc1ccc(Cl)c(CO)n1
ZINC40883840	CC1CCCC(Oc2ccc(CO)cn2)C1
ZINC41218507	Cc1nc(-c2ccco2)sc1CCO
ZINC41650936	CCNc1nnc(C2CCCCC2)s1
ZINC42451145	CCC1COC(C)CN1c1ccc(CO)cc1
ZINC42451169	CCC1COC(C)CN1c1ccccc1CO
