ZINC02574883	NS(=O)(=O)c1cc(F)c(Br)cc1F
ZINC08623785	C[NH+](Cc1ccccc1)Cc1cc(CC2C[NH2+]CCC2CC(=O)NC2CCCCC2)no1
ZINC11872243	Cc1ccsc1C(=O)N(CC[NH+](C)C)Cc1cc2ccc(F)cc2[nH+]c1N1CCCC(CO)C1
ZINC12091237	COc1cc(C[NH2+]CCc2ccc(F)cc2)ccc1OCC(O)C[NH+](C)C(C)C
ZINC12303617	COc1cc(C[NH2+]CCc2ccccc2C)ccc1OCC(O)C[NH+](C)C(C)C
ZINC12304936	CC[NH+]1CCCC1CNC(=O)CCC1CC[NH+](Cc2c[nH]nc2-c2ccccc2)CC1
ZINC21162953	CCC1CCCC[NH+]1CCCNC(=O)C1CCN(c2[nH+]c3ccccc3n2Cc2ccccc2C)CC1
ZINC22728154	CC[NH+](CC)C1=CC(=[OH+])/C(=C\NCC(c2cccs2)N2CCOCC2)C=C1
ZINC31054039	O=C(NCc1cccc(C[NH+]2CCCC2)c1)C1CCC[NH+](Cc2nc(-c3cccc(Cl)c3)no2)C1
ZINC34906808	CC(C)CCn1c(N2CCCC(C(=O)NCC[NH+](C)C)C2)[nH+]c2ccccc21
ZINC35704855	Cc1ccc(C[NH+](Cc2nc(C(=O)NCC[NH+](C)C)co2)C(C)C(C)C)cc1
ZINC35888630	Cc1ccccc1C1C[NH+](CC(O)C[NH+](C)C(C)C)CC1CN(C(=O)c1ccc(F)cc1)C(C)C
ZINC35993566	CC([NH2+]CCCCCCCC[NH2+]C(C)C1COc2ccccc2O1)C1COc2ccccc2O1
ZINC38889197	Cc1cccc(-c2noc(C[NH+]3CCCC(C(=O)NCc4cccc(C[NH+]5CCCCCC5)c4)C3)n2)c1
ZINC38889219	Cc1cccc(-c2noc(C[NH+]3CCCC(C(=O)NCc4ccc(C[NH+]5CCc6ccccc6C5)cc4)C3)n2)c1
ZINC39015716	CCOC(=O)C1[NH+]=c2ccc(OCC)cc2=C1NC(=O)C[NH+]1CC(C)CC(C)C1
ZINC39280453	CCOc1ccc2c(c1)=[NH+]C(SCC1(CSc3nc4ccc(OCC)cc4[nH]3)COC1)[NH+]=2
ZINC39399744	COc1cc(C[NH+](C)CC2=C(C)N=NC2C)ccc1OCC(O)C[NH+](C)C1CCCCC1
ZINC39425154	CCc1cccc2c1=[NH+]CC=2C(=O)CSC1=NNC(C(CC)[NH+](C)C)N1Cc1ccccc1
ZINC39664808	C[NH+](C)CC(NC(=O)C1CN(C(=O)CCCc2ccccc2)CC12CC[NH2+]CC2)c1ccccc1
ZINC39683409	CCCC[NH+]1CCC(CNC(=O)C2CN(C(=O)C(C)CCC)CC23CC[NH2+]CC3)CC1
ZINC39710242	Cc1ccc2c(c1)=CC(C(C1N=NNN1C1CCCCC1)[NH+](Cc1cccnc1)Cc1ccco1)C(=O)[NH+]=2
ZINC39710247	Cc1ccc2c(c1)=CC(C(C1N=NNN1C(C)(C)C)[NH+](Cc1ccccc1)Cc1ccc(Cl)cc1)C(=O)[NH+]=2
ZINC39710273	COc1ccc(C[NH+](Cc2ccco2)C(C2C=c3cc(C)ccc3=[NH+]C2=O)C2N=NNN2C2CCCC2)cc1
ZINC39710933	Cc1cccc2c1=[NH+]C(=O)C(C(C1N=NNN1C1CCCC1)[NH+](Cc1ccc(Cl)cc1)Cc1ccco1)C=2
ZINC39711054	Cc1cc(C)c2c(c1)=CC(C(C1NN=NN1C(C)(C)C)[NH+](Cc1ccccc1)Cc1ccco1)C(=O)[NH+]=2
ZINC40719798	CCOc1cc(C[NH2+]CCCn2cc[nH+]c2)cc(Cl)c1OCc1c(Cl)cccc1Cl
ZINC40985318	CC[NH+](CC)CCNC(=O)C1CC[NH+](Cc2nc(-c3cccc(Cl)c3)oc2C)CC1
ZINC42506284	CC(C(=O)NCC1([NH+]2CCCCC2)CCCCC1)[NH+](C)CC(=O)NC(C)(C)C
ZINC43526872	CC[NH+](CC)CC1C[NH+]2CCC1CC2CNC(=S)Nc1ccc(-n2cccn2)cc1
ZINC38981678	Cc1ccc(-c2noc(C[NH+]3CCCC(C(=O)NCc4cccc(C[NH+]5CCc6ccccc6C5)c4)C3)n2)cc1
ZINC45878255	CC[NH+](CC)Cc1ccccc1NC(=O)NCc1ccc(N2CCCCC2)[nH+]c1
ZINC36102873	CC1CC(C)C[NH+](CCCNC(=O)c2ccc(CSc3[nH]c4cnccc4[nH+]3)cc2)C1
ZINC52635081	[NH3+]C1CCC(CC2CCC(N(Cc3ccccn3)C(=O)CCCC3=c4ccccc4=[NH+]C3)CC2)CC1
ZINC63230304	CCOc1ccc(OCC(O)C[NH2+]CC(C2=c3ccccc3=[NH+]C2)c2ccccc2Cl)cc1
ZINC63303350	CCOC(=O)C1SC(NC(=O)CSC2[NH+]=c3ccccc3=[NH+]2)NC1c1ccccc1
ZINC63338892	CCOC(=O)c1ccc(NC(=O)c2ccc(CSC3[NH+]=c4ccc(OC)cc4=[NH+]3)cc2)cc1
ZINC63440647	CCOC(=O)C1[NH+]=c2ccc(OC)cc2=C1NC(=S)N1CC[NH+](C2CCCCC2)CC1
ZINC63695973	CCOc1ccc(CCNC(=O)C2CCCN(C3[NH+]=c4ccc(Cl)cc4=[NH+]3)C2)cc1OCC
ZINC63731177	CSCCC(NC(=O)CNC(=O)c1ccc(Br)o1)C1[NH+]=c2ccccc2=[NH+]1
ZINC63736485	O=C(CNC(=O)c1ccc(CSC2[NH+]=c3ccccc3=[NH+]2)cc1)NCc1ccco1
ZINC63739231	COc1ccc2c(c1)=[NH+]C(C(=O)N1CCC(C(C)C(=O)NCCC(C)[NH+]3CCCCCC3)CC1)C=2
ZINC64220438	CC(=O)NC(CC1=c2ccccc2=[NH+]C1)C(=O)NCC(c1ccccc1Cl)[NH+]1CCCC1
ZINC64604397	COc1ccc(NC(=O)CCc2nc(CSC3[NH+]=c4cc(C)c(C)cc4=[NH+]3)no2)cc1Cl
ZINC64730204	COc1ccc(C(CNC(=O)CN2CCN(c3cccc[nH+]3)CC2)C2=c3ccccc3=[NH+]C2)cc1
ZINC46055631	CC[NH+]1CCCC1CNC(=O)C1CC[NH+](Cc2cc3ccccc3n2Cc2cccc(Cl)c2)CC1
ZINC66140261	CCC(C)[NH+](C)CCNC(=O)C1CCCC(C(=O)NCC[NH+](C)C(C)CC)C1
ZINC66704658	CCCC[NH+]1CCCCC1CNC(=O)N(Cc1ccco1)C1CC[NH+](C)CC1
ZINC66962031	CCC[NH+](CC(=O)NC1CC[NH+](C2CC2)CC1)C(C)c1cc2ccccc2o1
ZINC67191636	CC(CC(=O)N(CCC[NH+](C)C)CCC[NH+](C)C)NC(=O)C1CCCCC1
ZINC09204592	Cc1c(C#N)c(NC(=O)C[NH+]2CCC(n3c(=O)[nH]c4ccccc43)CC2)n(-c2cccc(F)c2)c1C
ZINC09376285	CC(c1nc2ccccc2s1)[NH+](C)CC(=O)NN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O
ZINC12457033	C[NH+](Cc1ccc(C(=O)NC2c3ccccc3-c3ccccc32)c(=O)[nH]1)Cc1nnc(-c2ccccc2)o1
ZINC20617120	COc1cc(/[NH+]=c2\oc3c(C)ncc(CO)c3cc2C(=O)Nc2ccc(F)cc2F)cc(OC)c1
ZINC20617328	COc1cc(/[NH+]=c2\oc3c(C)ncc(CO)c3cc2C(=O)Nc2ccc(F)c(F)c2)cc(OC)c1
ZINC22922228	CC1(C)CC(NC(=O)c2ccc(CN3CC[NH+](C45CC6CC(CC(C6)C4)C5)CC3)[nH]c2=O)CCO1
ZINC39403942	N#CC1C2=C(CCC2)SC1NC(=O)CSC1N=NC(N/N=C/c2cccc(Br)c2)=[NH+]1
ZINC39403942	N#CC1C2=C(CCC2)SC1NC(=O)CSC1N=[NH+]C(N/N=C/c2cccc(Br)c2)=N1
ZINC39439797	N#CC1C2=C(CCCC2)SC1NC(=O)CSC1N=NC(N/N=C/c2ccc(Cl)cc2)=[NH+]1
ZINC39439799	N#CC1C2=C(CCCC2)SC1NC(=O)CSC1N=NC(N/N=C/c2ccc(Cl)cc2)=[NH+]1
ZINC39467298	CSC1=CC2CC3COP(=O)(c4ccccc4O)N[NH+]3CC2C=C1S(=O)(=O)Oc1ccccc1
ZINC39468302	CSP1(=O)N[NH+]2CC3C=C(S(=O)(=O)Oc4ccccc4)C(c4ccccc4O)=CC3CC2CO1
ZINC39469622	O=P1(S(=O)(=O)Oc2ccccc2)N[NH+]2CC3C=C(Cl)C(c4ccccc4O)=CC3CC2CO1
ZINC39469738	O=P1(S(=O)(=O)Oc2ccccc2)N[NH+]2CC3C=C(c4ccccc4O)C(Cl)=CC3CC2CO1
ZINC39633740	Cc1cc(=O)oc2c(OCC(=O)N3CC(C(=O)NC4CCCCCC4)C4(CC[NH2+]CC4)C3)cccc12
ZINC39637291	Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N1CC(C(=O)NC2CCCC(C)C2C)C2(CC[NH2+]CC2)C1
ZINC39639403	Cc1ccc(C(C)NC(=O)C2CN(C(=O)COc3cccc4c(C)cc(=O)oc34)CC23CC[NH2+]CC3)cc1
ZINC39656882	COc1ccc(C(=O)N2CC(C(=O)NC(C)c3ccc(Br)cc3)C3(CC[NH2+]CC3)C2)c(OC)c1
ZINC39656886	COc1ccc(C(=O)N2CC(C(=O)NC(C)c3ccc(Br)cc3)C3(CC[NH2+]CC3)C2)c(OC)c1
ZINC39657093	Cc1cc(C(=O)N2CC(C(=O)NC(C)c3ccc(Br)cc3)C3(CC[NH2+]CC3)C2)n(C(C)(C)C)n1
ZINC39657096	Cc1cc(C(=O)N2CC(C(=O)NC(C)c3ccc(Br)cc3)C3(CC[NH2+]CC3)C2)n(C(C)(C)C)n1
ZINC39657114	COc1ccc(OC)c(C(=O)N2CC(C(=O)NC(C)c3ccc(Br)cc3)C3(CC[NH2+]CC3)C2)c1
ZINC39659889	CCn1nc(C)c(Br)c1C(=O)N1CC(C(=O)NC2CCCCCCC2)C2(CC[NH2+]CC2)C1
ZINC39665703	COc1ccc(OC(C)CNC(=O)C2CN(C(=O)c3c(Cl)ccc(C)c3F)CC23CC[NH2+]CC3)cc1
ZINC39666031	Cc1ccc(OC(C)CNC(=O)C2CN(C(=O)c3cc(F)cc(C(F)(F)F)c3)CC23CC[NH2+]CC3)cc1
ZINC39666103	Cc1ccc(OC(C)CNC(=O)C2CN(C(=O)c3c(F)ccc(C)c3F)CC23CC[NH2+]CC3)cc1
ZINC39666577	Cc1cc(C(=O)N2CC(C(=O)NCC(C)Oc3ccccc3Cl)C3(CC[NH2+]CC3)C2)n(C(C)(C)C)n1
ZINC39666579	Cc1cc(C(=O)N2CC(C(=O)NCC(C)Oc3ccccc3Cl)C3(CC[NH2+]CC3)C2)n(C(C)(C)C)n1
ZINC39676774	COc1cccc(C(C)NC(=O)C2CN(C(=O)c3cccnc3Oc3ccc(C)cc3)CC23CC[NH2+]CC3)c1
ZINC39678242	O=C(NCc1ccccc1N1CCCCC1)C1CN(C(=O)c2ccccc2C(F)(F)F)CC12CC[NH2+]CC2
ZINC39687092	CC(Cc1ccccc1F)NC(=O)C1CN(C(=O)c2cccnc2Sc2ccccc2)CC12CC[NH2+]CC2
ZINC39694186	O=C(NCc1cccc(-n2cccc2)c1)C1CN(C(=O)c2ccc(-c3ccccc3F)o2)CC12CC[NH2+]CC2
ZINC39696199	CCc1ccc(C(C)NC(=O)C2CN(C(=O)c3cc(C)nn3C(C)(C)C)CC23CC[NH2+]CC3)cc1
ZINC39696206	CCc1ccc(C(C)NC(=O)C2CN(C(=O)c3c(Br)c(C)nn3CC)CC23CC[NH2+]CC3)cc1
ZINC39696242	CCc1ccc(C(C)NC(=O)C2CN(C(=O)COc3cccc4c(C)cc(=O)oc34)CC23CC[NH2+]CC3)cc1
ZINC40426493	CC(C)CC(C(=O)NC1CC[NH+](C)CC1)N1CC2=C(C1=O)C(c1ccccc1C(F)(F)F)NC(=O)N2C
ZINC40951919	CCCOc1cc(OC)cc2c1c(=O)c1cc(N)c(N3CCN(c4cccc[nH+]4)CC3)cc1n2C
ZINC59118003	CCC(C)(C)C1CCC2(CC1)NC(=O)N(CC(=O)NCc1ccc(N3CCCCCC3)[nH+]c1)C2=O
ZINC14159733	Cc1ccc(C)c(NC(=S)N/C(=N/c2nc(C)cc(C)n2)N2CCN(c3cccc[nH+]3)CC2)c1
ZINC39938723	CC1=C(C#N)C(NC(=O)C[NH+]2CCC(n3c(=O)[nH]c4ccccc43)CC2)N(Cc2cccs2)C1C
ZINC63295548	COc1ccc(CCNC(=O)CNC(=O)N2CCC3=c4cc(Cl)ccc4=[NH+]C3C2)cc1OC
ZINC63375964	COc1ccc(N2C(=O)C3C(CC4=c5ccccc5=[NH+]C4)NC4(C(=O)Nc5ccc(C)cc54)C3C2=O)cc1
ZINC63384442	CCC(C)NC(=O)C(NC(=O)C1CC2=c3ccccc3=[NH+]C2C2c3ccccc3C(=O)N12)C(C)C
ZINC63479997	COc1cccc(N2C(=O)C3C(CC4=c5ccccc5=[NH+]C4)NC4(C(=O)Nc5c(C)cccc54)C3C2=O)c1
ZINC63513805	CCCc1cc(=O)n2c(n1)SC(N1CCC(C(=O)NCCC3=c4ccccc4=[NH+]C3)CC1)N2
ZINC63541329	Cc1cc(C)cc(NC(=O)CSC2Nc3nccnc3C(=O)N2CCC2=c3ccccc3=[NH+]C2)c1
ZINC63766868	COc1ccc(N2C(=O)C3C(CC4=c5ccccc5=[NH+]C4)NC4(C(=O)Nc5ccccc54)C3C2=O)cc1
ZINC63830545	CN(C)c1ccc(C(CNC(=O)/C=C2/CSC(N3CCCC3=O)N2)C2=c3ccccc3=[NH+]C2)cc1
ZINC63864627	CC(=O)Nc1ccc(NC(=O)CSc2nnc(C3=c4ccccc4=[NH+]C3)n2-c2cccc(C)c2)cc1
ZINC64002201	Cc1ccc2c(c1)=CC(C(=O)NCC1=NC(c3cccc(NC(=O)c4cc(C)oc4C)c3)OC1C)[NH+]=2
ZINC64538238	COc1ccc2c(c1)=C(CCNC(=O)CN1C(=O)CCN3NC(c4cccc(Cl)c4)=CC31)C[NH+]=2
ZINC12466530	COc1cc(C[NH2+]Cc2nc3ccccc3o2)ccc1OCC(O)C[NH+](C)C(C)C
ZINC13150458	CCOC(=O)C1CC[NH+](c2c(NCc3ccc(C(=O)NC(C)CC)cc3)c(=[OH+])c2=O)CC1
ZINC12846135	O=C(NCCCn1cc[nH+]c1)C1=CNN2C1=[NH+]C(c1ccc(F)cc1)CC2C(F)(F)F
ZINC12846123	O=C(NCCCn1cc[nH+]c1)C1=CNN2C1=[NH+]C(c1ccc(F)cc1)CC2C(F)(F)F
ZINC39007557	COC(=O)c1cc(OC)c(OC)cc1NC1[NH+]=c2ccccc2=[NH+]/C1=N\S(C)(=O)=O
ZINC39594865	CCC(C(=O)N1CC(C(=O)NCC(c2cccnc2)[NH+]2CCCC2)C2(CC[NH2+]CC2)C1)c1ccccc1
ZINC39595017	CCCCC(C)C(=O)N1CC(C(=O)NCC(c2cccnc2)[NH+]2CCCC2)C2(CC[NH2+]CC2)C1
ZINC39630746	Cc1onc(-c2ccccc2Cl)c1C(=O)N1CC(C(=O)NCC(C)(C)C[NH+](C)C)C2(CC[NH2+]CC2)C1
ZINC39630965	C[NH+](C)CC(C)(C)CNC(=O)C1CN(C(=O)C2CCN(C(=O)OCc3ccccc3)CC2)CC12CC[NH2+]CC2
ZINC39631005	COc1c(Cl)cc(C(=O)N2CC(C(=O)NCC(C)(C)C[NH+](C)C)C3(CC[NH2+]CC3)C2)cc1Cl
ZINC39663700	COc1ccc(C(CNC(=O)C2CN(C(=O)c3ccccc3C(F)(F)F)CC23CC[NH2+]CC3)[NH+](C)C)cc1
ZINC39663702	COc1ccc(C(CNC(=O)C2CN(C(=O)c3ccccc3C(F)(F)F)CC23CC[NH2+]CC3)[NH+](C)C)cc1
ZINC39663721	COc1ccc(C(CNC(=O)C2CN(C(=O)CCC3CCCC3)CC23CC[NH2+]CC3)[NH+](C)C)cc1
ZINC39663722	COc1ccc(C(CNC(=O)C2CN(C(=O)CCC3CCCC3)CC23CC[NH2+]CC3)[NH+](C)C)cc1
ZINC39663819	COc1ccc(C(CNC(=O)C2CN(C(=O)c3ccc(C)c(F)c3F)CC23CC[NH2+]CC3)[NH+](C)C)cc1
ZINC39663821	COc1ccc(C(CNC(=O)C2CN(C(=O)c3ccc(C)c(F)c3F)CC23CC[NH2+]CC3)[NH+](C)C)cc1
ZINC39663888	COc1ccc(C(CNC(=O)C2CN(C(=O)c3cc(C)nn3C(C)(C)C)CC23CC[NH2+]CC3)[NH+](C)C)cc1
ZINC39663889	COc1ccc(C(CNC(=O)C2CN(C(=O)c3cc(C)nn3C(C)(C)C)CC23CC[NH2+]CC3)[NH+](C)C)cc1
ZINC39664811	C[NH+](C)CC(NC(=O)C1CN(C(=O)c2cccnc2Oc2ccccc2)CC12CC[NH2+]CC2)c1ccccc1
ZINC39664820	Cc1cc(C(=O)N2CC(C(=O)NC(C[NH+](C)C)c3ccccc3)C3(CC[NH2+]CC3)C2)n(C(C)(C)C)n1
ZINC39675712	CC(Oc1ccccc1)C(=O)N1CC(C(=O)NCC(c2ccccc2)[NH+](C)C)C2(CC[NH2+]CC2)C1
ZINC39675713	CC(Oc1ccccc1)C(=O)N1CC(C(=O)NCC(c2ccccc2)[NH+](C)C)C2(CC[NH2+]CC2)C1
ZINC39675858	C[NH+](C)C(CNC(=O)C1CN(C(=O)c2ccc(Oc3ccccc3)nc2)CC12CC[NH2+]CC2)c1ccccc1
ZINC39675860	C[NH+](C)C(CNC(=O)C1CN(C(=O)c2ccc(Oc3ccccc3)nc2)CC12CC[NH2+]CC2)c1ccccc1
ZINC39689190	CCSc1ncccc1C(=O)N1CC(C(=O)NCC2CC[NH+](C3CCCC3)CC2)C2(CC[NH2+]CC2)C1
ZINC39710313	Cc1ccc2c(c1)=CC(C(C1N=NNN1C(C)(C)C)[NH+](Cc1cccnc1)Cc1ccccc1Cl)C(=O)[NH+]=2
ZINC39710923	Cc1cccc2c1=[NH+]C(=O)C(C(C1N=NNN1C1CCCC1)[NH+](Cc1ccco1)CC1CCCO1)C=2
ZINC39960778	CC(=O)Nc1ccc(C[NH2+]CC2CC3CC[NH+]2CC3c2cc(-c3ccco3)nc(C)n2)cc1
ZINC43527509	S=C(NCC1CC2CC[NH+]1CC2C[NH+]1CCN(c2ncccn2)CC1)Nc1ccc(-n2cccn2)cc1
ZINC52426222	CC(O)C[NH2+]C(C)(C)C(=O)NC(CC1=c2ccccc2=[NH+]C1)C(=O)N1CCC2(CCc3ccccc32)CC1
ZINC52565698	CCN1c2c(OCCC[NH2+]CCc3c[nH]cn3)c[nH+]c(-c3cccc(Cl)c3)c2NC1c1nonc1N
ZINC63209061	CN1CC[NH+]=C1SCC(=O)Nc1ccc(C(=O)NCCC2=c3ccccc3=[NH+]C2)cc1
ZINC63279859	CC(NC(=O)CC1[NH+]=NC(=O)c2ccccc21)C(=O)NCCC1=c2cc(Cl)ccc2=[NH+]C1
ZINC63427054	CCOC(=O)C1N=NN(c2nonc2N)C1CSC1[NH+]=c2ccc(OCC)cc2=[NH+]1
ZINC63635498	CCOC(=O)C1=C(C)NC(C)C1S(=O)(=O)NCC(=O)Nc1ccc(C2[NH+]=c3ccccc3=[NH+]2)cc1
ZINC63663803	CC[NH+]1CCN(C(c2cccs2)C(C)NC(=O)C(=O)NCCC2=c3ccccc3=[NH+]C2)CC1
ZINC63694182	CC(=O)NC1C(C)NN(c2ccccc2)C1[NH+]1CCC(C(=O)NCCC2=c3ccccc3=[NH+]C2)CC1
ZINC63698470	Cc1nc(-c2cccc(S(=O)(=O)N3CCC(C(=O)NCCC4[NH+]=c5ccccc5=[NH+]4)CC3)c2)no1
ZINC63720456	CCOc1ccc(CCNC(=O)C2CCN(C3[NH+]=c4ccc(C)cc4=[NH+]3)CC2)cc1OCC
ZINC63994195	COC(=O)C1C(NC(C)=O)c2cc(NC(C)CCO)c[nH+]c2N1CCC1=c2ccccc2=[NH+]C1
ZINC64015615	COCCN1C(C)=CC(=O)C(C(=O)NCCC2[NH+]=c3ccccc3=[NH+]2)C1CC1CCCC1
ZINC64058195	COC(=O)C1=CN(C2CC(C(=O)NCCC3=c4ccccc4=[NH+]C3)[NH+](C3CCCC3)C2)NN1
ZINC64097841	Cc1cccc(NC(=O)CSC2NNC(C([NH3+])CC3=c4ccccc4=[NH+]C3)O2)c1C
ZINC64218936	COc1cccc(C(C[NH2+]CC(O)COCC2CCCO2)C2=c3ccccc3=[NH+]C2)c1OC
ZINC64449138	Cc1nc(-c2cc(S(=O)(=O)N3CCCC(C(=O)NCCC4[NH+]=c5ccccc5=[NH+]4)C3)c(C)s2)no1
ZINC64449140	Cc1nc(-c2cc(S(=O)(=O)N3CCCC(C(=O)NCCC4[NH+]=c5ccccc5=[NH+]4)C3)c(C)s2)no1
ZINC64519054	CN(C)S(=O)(=O)c1ccc(-c2noc(C(=O)NCCC3[NH+]=c4ccc(F)cc4=[NH+]3)n2)cc1
ZINC64791772	CCCC1=NC2NC(c3cccnc3)NN2C(Nc2cccc(C(=O)NC3[NH+]=c4ccccc4=[NH+]3)c2)=C1
ZINC64979372	CCOC(=O)c1c(S(=O)(=O)N2CCC(C(=O)NCC3[NH+]=c4ccc(C)cc4=[NH+]3)CC2)c(C)n(C)c1C
ZINC64979373	CCOC(=O)c1c(S(=O)(=O)N2CCC(C(=O)NCC3[NH+]=c4ccc(C)cc4=[NH+]3)CC2)c(C)n(C)c1C
ZINC09103023	Cc1ccc(NC(=O)CSc2nnc(C(C)[NH+](C)C)n2-c2ccc(Cl)cc2)cc1Cl
ZINC09103203	Cc1ccc(NC(=O)CSc2nnc(C(C)[NH+](C)C)n2-c2ccc(Cl)cc2)c(Cl)c1
ZINC09674037	Cn1c2ccccc2c2c(C(=O)NCC[NH+](C)Cc3ccccc3)cn(C3CCCC3)c(=O)c21
ZINC12217800	CSc1ccc(C[NH+]2CC(Sc3ccccn3)CC2C(=O)Nc2ccc3sc(C)nc3c2)cc1
ZINC12242174	Cc1ccc2cc(C[NH+](C)C(C)c3cc(-c4ccccc4)[nH]n3)c(=O)n(Cc3ccccn3)c2c1
ZINC03571053	COc1ccc(C[NH+](C)Cc2nc3scc(-c4ccc(Cl)cc4)c3c(=O)[nH]2)c(OC)c1
ZINC13003177	CC[NH+](CC(=O)Nc1c(F)cccc1F)CC(=O)N(C)C(c1ccccc1)c1ccccc1
ZINC13039881	CCOC(=O)c1sc2nc(C(C)[NH+](C)Cc3ccc(Cl)cc3Cl)[nH]c(=O)c2c1C
ZINC13074217	COc1ccc(C[NH+](C)C(C(=O)Nc2cccc(C(F)(F)F)c2)c2ccccc2)cc1OC
ZINC14883059	CN(c1ccccc1)c1ccc(C[NH+]2CCC3(CCC(CNC(=O)c4ccco4)O3)CC2)cc1
ZINC20181328	CC[NH+](CC)CCCNC(=O)CN1C(=O)/C(=C\c2ccc(Cl)cc2)Sc2ccccc21
ZINC20904341	CCCC[NH+](CC)CCCNC(=O)C1c2ccccc2C(=O)N(CC(C)C)C1c1cccs1
ZINC03376581	Cc1c(Cl)cccc1NC(=O)CSc1nnc(C(C)[NH+](C)C)n1-c1ccc(Cl)cc1
ZINC23312422	CCOC(=O)c1cnc(-c2ccc(C(F)(F)F)cc2)nc1NC1CC(C)(C)[NH+](C)C(C)(C)C1
ZINC30984536	CCSc1ccccc1NC(=O)C1CC[NH+](Cc2nc(-c3ccccc3Cl)no2)CC1
ZINC31053493	CCSc1ccccc1NC(=O)C1CCC[NH+](Cc2nc(-c3cccc(Cl)c3)no2)C1
ZINC32904870	Cc1cc(SC(C)C(=O)NCC(c2ccccc2)[NH+](C)C)n2c(nc3ccccc32)c1C#N
ZINC34948746	CC[NH+](CC)CCCC(C)N(Cc1cccc(C)n1)C(=O)Nc1cccc(Cl)c1Cl
ZINC32974410	Cc1cccc([NH+]2CCN(CCNC(=O)CC3CCN(C(=O)C4CCCCC4)CC3)CC2)c1C
ZINC35438657	CC[NH+](CC)CCCC(C)NC(=O)CC(c1cccc(C(F)(F)F)c1)c1cnc2c(C)cccn12
ZINC35438659	CC[NH+](CC)CCCC(C)NC(=O)CC(c1cccc(C(F)(F)F)c1)c1cnc2c(C)cccn12
ZINC35438660	CC[NH+](CC)CCCC(C)NC(=O)CC(c1cccc(C(F)(F)F)c1)c1cnc2c(C)cccn12
ZINC35671284	CC[NH+](CC)C(Cn1cnc2c3c(sc2c1=O)SCC(=O)N3)c1ccc(C(C)(C)C)cc1
ZINC35671286	CC[NH+](CC)C(Cn1cnc2c3c(sc2c1=O)SCC(=O)N3)c1ccc(C(C)(C)C)cc1
ZINC35705503	Cc1ccc(C[NH+](Cc2cccc(C(F)(F)F)c2)Cc2nc(C(=O)NCC(C)C)co2)cc1
ZINC35744234	COCC[NH+](Cc1ccco1)Cc1ccc(C(O)(c2cccc(F)c2)c2cccc(F)c2)o1
ZINC35778798	C=CCCC(O)C[NH+](CCC)CC(=O)N1CCc2sccc2C1COc1ccccc1C
ZINC36069000	CCC(C)NC(=O)c1coc(C[NH+](Cc2cccc(C(F)(F)F)c2)Cc2cccs2)n1
ZINC36146071	CC(C)OCC(O)C[NH+](Cc1ccccc1)CC1CC(c2ccc(Cl)c(Cl)c2)=NO1
ZINC36160905	C[NH+](C)Cc1ccn2c(-c3ccnc(NCc4ccccc4)n3)c(-c3ccc(F)cc3)nc2c1
ZINC36309202	C=CCCC(O)C[NH+](CC(=O)N1CCc2sccc2C1COc1ccccc1F)CC1CC1
ZINC36309422	C=CC[NH+](CC(=O)N1CCc2sccc2C1COc1ccc(C)cc1C)CC(O)CCC
ZINC36311650	O=C(Nc1cccc(Cl)c1)C(C1CCCC1)[NH+]1CCN(C(=O)OCc2ccccc2)CC1
ZINC36311651	O=C(Nc1cccc(Cl)c1)C(C1CCCC1)[NH+]1CCN(C(=O)OCc2ccccc2)CC1
ZINC36316244	CCc1nn(-c2ccccc2)c(Oc2ccccc2)c1C[NH+](Cc1ccccc1)CC(O)CC
ZINC38905217	CC(C)C(NC(=O)C1CCC[NH+](Cc2nc(-c3ccc(Br)cc3)no2)C1)C(C)C
ZINC40742281	CCOc1cc(C[NH2+]CCCN2CCCC2=O)cc(Cl)c1OCc1cccc(Cl)c1
ZINC40931682	Cc1cccc(-c2noc(C[NH+]3CCC(C(=O)NCc4ccc(C(F)(F)F)cc4)CC3)n2)c1
ZINC40960848	Cc1ccccc1/C=C/C(=O)NC1CC[NH+](Cc2nc(-c3cccc(C(F)(F)F)c3)no2)CC1
ZINC36069137	CC(C)C(C)[NH+](Cc1cccc(C(F)(F)F)c1)Cc1nc(C(=O)NCc2ccccc2)co1
ZINC36069139	CC(C)C(C)[NH+](Cc1cccc(C(F)(F)F)c1)Cc1nc(C(=O)NCc2ccccc2)co1
ZINC58949337	CC1CCC[NH+](Cc2ccc(CNC(=O)CCc3ncc(-c4c(F)cccc4F)o3)cc2)C1
ZINC58949340	CC1CCC[NH+](Cc2ccc(CNC(=O)CCc3ncc(-c4c(F)cccc4F)o3)cc2)C1
ZINC60356165	COc1cc(C[NH+](C)CC(=O)Nc2cccc(CSc3ccccn3)c2)ccc1SC
ZINC63280995	COc1ccc(-c2nc(C)c(C(=O)NCCC3=c4cc(Cl)ccc4=[NH+]C3)s2)cc1OC
ZINC63490835	COc1ccc2c(c1C)OC(=O)C(CCC(=O)NCCC1=c3cc(Cl)ccc3=[NH+]C1)C2C
ZINC63490836	COc1ccc2c(c1C)OC(=O)C(CCC(=O)NCCC1=c3cc(Cl)ccc3=[NH+]C1)C2C
