ZINC00227558	CC1=C(C(=O)OC(C)C)C(c2ccccc2F)CC(=O)N1
ZINC35186260	O=S(=O)([N-]c1c(Cl)cc(Br)cc1Cl)c1cccnc1Cl
ZINC35551073	O=S(=O)([N-]c1cc(Cl)cc(Cl)c1)c1cnc(Cl)c(Br)c1
ZINC35552424	O=S(=O)([N-]c1c(Cl)cccc1Cl)c1cnc(Cl)c(Cl)c1
ZINC37335911	[S-]c1nnc(-c2ccncc2)n1-c1c(Cl)cc(Br)cc1Cl
ZINC37385830	Cc1cc(Cl)ccc1[N-]S(=O)(=O)c1c(Cl)cc(Br)cc1Cl
ZINC37385935	Cc1ccc(Cl)c([N-]S(=O)(=O)c2ccc(Br)cc2Cl)c1Cl
ZINC37388540	Cc1ccc(Br)cc1S(=O)(=O)[N-]c1cccc(Br)c1
ZINC37574595	Cc1ccc(S(=O)(=O)[N-]c2c(Cl)ccc(C)c2Cl)c(Br)c1
ZINC37575995	O=S(=O)([N-]c1ccc(F)cc1Br)c1ccc(F)cc1Br
ZINC37576031	O=S(=O)([N-]c1c(F)cccc1F)c1ccc(Br)cc1Br
ZINC37576035	Cc1ccc(F)c([N-]S(=O)(=O)c2ccc(Br)cc2Br)c1
ZINC05753509	Cn1c([S-])nnc1-c1sccc1OCc1ccc(Cl)cc1Cl
ZINC03954108	CC(=O)OC1CCC2(C)C(=CCC3C2CCC2(C)C(C(C)C(=O)[O-])CCC32)C1
ZINC12402153	CC1(c2ccccc2)CC(C)(C)N2C(=O)/C(=C3/SC(=S)N=C3[O-])c3cccc1c32
ZINC05454630	Brc1ccc(CSc2nc3ncc(Br)cc3[n-]2)cc1
ZINC39556927	Cc1cccc(N2C(=O)/C(=C\c3cn(Cc4ccccc4)c4ccccc34)N=C2[S-])c1
ZINC39556954	O=C1/C(=C\c2cn(Cc3ccccc3F)c3ccccc23)N=C([S-])N1c1ccccc1
ZINC39556962	CCN1C(=O)/C(=C/c2cn(Cc3c(Cl)cccc3Cl)c3ccccc23)N=C1[S-]
ZINC39934087	O=C1C(Cc2ccccc2)N=C2/C(=C/c3ccccc3)[N-]C(c3ccccc3)=CN12
ZINC39934087	O=C1C(Cc2ccccc2)N=C2/C(=C/c3ccccc3)NC(c3ccccc3)=CN12
ZINC39968003	O=S(=O)([N-]c1cccnc1Cl)c1cc(Cl)c(Cl)cc1Cl
ZINC40273715	COc1ccc(C(Cl)c2ccc3nc([O-])oc3c2)cc1Br
ZINC42350443	O=S(=O)([N-]c1cc(Cl)ccc1Cl)c1sccc1Br
ZINC43726481	CC(=O)OC1CCC2C3CCC4CC(CC(=O)[O-])CCC4(C)C3CCC12C
ZINC48430115	O=S(=O)([N-]c1ccc(F)c(Cl)c1)c1ccc(I)cc1
ZINC49184504	CC(C)c1nnc([S-])n1-c1ccc(Br)cc1Br
ZINC57547253	CC(=C/c1ccccc1)/C=C(/C#N)c1nc([O-])c2c3c(sc2n1)CCCC3
ZINC42350557	Cc1ccc(Br)cc1[N-]S(=O)(=O)c1sccc1Br
ZINC07098777	[O-]C1=NC(=S)S/C1=C/c1cn(Cc2cccc(Cl)c2)c2ccccc12
ZINC14413634	O=S(=O)([N-]c1ccc(Br)c(Cl)c1)c1ccc(Br)s1
ZINC20435700	O=C(c1ccc(Cl)c(Cl)c1)n1c([O-])c2cc(Br)ccc2nc1=S
ZINC59362126	O=S(=O)([N-]c1ccc(N2CCCC2)c(F)c1)c1cc(Cl)cc(Cl)c1
ZINC59370369	CCc1ccc(C(C2=C([O-])C(=O)c3ccccc3C2=O)c2ccccc2)cc1
ZINC08686958	O=C1N=C([N-]c2cccc(Cl)c2)SC1Cc1cccc(Cl)c1Cl
ZINC08686958	O=C1N/C(=N\c2cccc(Cl)c2)SC1Cc1cccc(Cl)c1Cl
ZINC18059796	O=C1CC(c2ccco2)CC2=C1C(c1ccc(Cl)cc1)C1=C(N2)c2ccccc2C1=O
ZINC18059796	O=C1C2=C(N=C3CC(c4ccco4)CC([O-])=C3C2c2ccc(Cl)cc2)c2ccccc21
ZINC19762620	CC1=C(C#N)C(c2cccnc2)C2=C(CC(c3ccc(Cl)cc3)CC2=O)N1
ZINC65833569	COc1ccc([N-]S(=O)(=O)c2cc(Cl)sc2Cl)c(Cl)c1
ZINC02835078	CCc1cccc(C)c1N1C(=O)/C(=C/c2ccc(C(=O)[O-])cc2)SC1=S
ZINC05339075	CC(CCC(=O)[O-])C1CCC2C3CCC4CCCCC4(C)C3CC(=O)C12C
ZINC06508288	[S-]c1nnc(-c2ccccc2Br)n1-c1ccc(Cl)c(Cl)c1
ZINC07278071	Cc1cc(C)cc(C(=O)n2c([O-])c3cc(Br)ccc3nc2=S)c1
ZINC08238511	CSc1cccc(-n2ccc([O-])c(Cc3ccc(Cl)cc3Cl)c2=O)c1
ZINC24070605	Cc1ccc(S(=O)(=O)[N-]c2ccc(Br)c(C(F)(F)F)c2)s1
ZINC27230603	Cn1cc(/C=C2\SC([N-]c3cc(Cl)ccc3Cl)=NC2=O)c2ccccc21
ZINC29867977	[O-]c1nc(CSC2CCCC2)nc2c(Br)cc(Br)cc12
ZINC32631621	O=S(=O)([N-]c1ccc(I)cc1Cl)c1cccc(Cl)c1
ZINC32631624	O=S(=O)(/C=C/c1ccccc1)[N-]c1ccc(I)cc1Cl
ZINC32754973	Cc1ccc([N-]S(=O)(=O)c2ccc(Br)s2)cc1Br
ZINC04680334	Cc1ccsc1/C=N/n1c([S-])nnc1-c1ccc(Cl)cc1Cl
ZINC12466183	[S-]c1nnc(-c2ccc(Cl)cc2Cl)n1/N=C\C=C\c1ccccc1
ZINC12467756	Fc1cccc(Cl)c1/C=N\n1c([S-])nnc1-c1ccc(Cl)cc1Cl
ZINC35271046	CC(C)=C/C=C/[C@H](C)[C@H]1CC[C@@]2(C)C[C@H]3C(C)=CC(=O)[C@@H]3C(C(=O)[O-])=CC[C@@H]12
ZINC35356533	O=S(=O)([N-]c1cc(Cl)c(Cl)cc1Cl)c1cnc(Cl)s1
ZINC36289734	[S-]c1nnc(-c2ccc(Cl)cc2Cl)n1/N=C/c1cc(Br)cs1
ZINC36611357	Cc1cc(C(F)F)nc2sc3c([O-])nc(-c4cc(Br)cs4)nc3c12
ZINC37384276	O=S(=O)([N-]c1c(F)cc(F)cc1Br)c1cccc(Br)c1
ZINC37385707	O=S(=O)([N-]c1cccc(Cl)c1F)c1c(Cl)cc(Br)cc1Cl
ZINC37574408	Cc1ccc([N-]S(=O)(=O)c2ccc(Br)cc2Br)c(C)c1
ZINC37574685	COc1ccc(C)cc1[N-]S(=O)(=O)c1ccc(Br)cc1Br
ZINC37576004	O=S(=O)([N-]c1ccc(F)c(Cl)c1)c1ccc(F)cc1Br
ZINC01403087	O=S(=O)([N-]c1nc(-c2sccc2Cl)cs1)c1cc(Cl)ccc1Cl
ZINC05448270	Cc1ccc(OCc2nnc([S-])n2-c2ccc(Br)cc2)cc1
ZINC02635978	CSc1nc2ccc([N-]S(=O)(=O)c3ccc(Cl)s3)cc2s1
ZINC09308450	Cc1nc2nc(SCc3cccc(Br)c3)[n-]c2cc1Br
ZINC08382920	[S-]c1nnc(CN2c3ccccc3Sc3ccccc32)n1Cc1ccccc1
ZINC16524196	O=C1C([O-])=C/C(=N/c2ccc(I)cc2)c2ccccc21
ZINC39557099	CCN1C(=O)/C(=C\c2cn(Cc3c(F)cccc3Cl)c3ccccc23)N=C1[S-]
ZINC40411067	O=S(=O)([N-]c1cc(Cl)nc(Cl)c1)c1cc(Cl)cc(Cl)c1
ZINC42266232	Cc1ccc([N-]S(=O)(=O)c2sccc2Br)cc1C(F)(F)F
ZINC43726357	CC(CCC(=O)[O-])C1CCC2C3CCC4CC(=O)CCC4(C)C3CCC12C
ZINC44243990	O=S(=O)([N-]c1c(Cl)cc(Cl)cc1Cl)c1cncc(Br)c1
ZINC48440679	O=S(=O)([N-]c1cccc2ccccc12)c1sccc1Br
ZINC49185909	[O-]c1cc(C(F)(F)F)nc2c(Br)cc(Br)cc12
ZINC01227879	C=CCC1(C#N)C(=S)N=C2CC(C)(C)CC([O-])=C2C1c1ccc(Br)cc1
ZINC05812901	Cc1ccc([N-]C2=NC(=O)C(Cc3cc(Cl)ccc3Cl)S2)cc1C
ZINC58850459	Cc1cc(Cl)ccc1[N-]S(=O)(=O)c1ccc(-n2c(C)ccc2C)cc1
ZINC58902764	O=S(=O)([N-]c1c(Cl)cc(Cl)cc1Cl)c1cc(Cl)ccc1Cl
ZINC15856177	Cc1ccc(COc2ccc(Br)cc2/C=C2/SC(=S)N=C2[O-])cc1
ZINC20508609	O=C(/C=C/c1ccccc1)n1c([O-])c2cc(I)ccc2nc1=S
ZINC59383730	COc1ccc(Br)cc1/C=N/c1ccc2nc([S-])sc2c1
ZINC06258975	O=C1/C(=C/C=C/c2ccccc2)C([O-])=NC(=S)N1c1cccc(Cl)c1Cl
ZINC60266491	Cc1cc(N2CCSCC2)ccc1[N-]S(=O)(=O)c1cc(Cl)sc1Cl
ZINC05103523	Cc1ccc(CSC2=C(C#N)C(c3cccs3)C3=C(CC(C)(C)CC3=O)N2)cc1
ZINC05103523	Cc1ccc(CSC2=C(C#N)C(c3cccs3)C3=C([O-])CC(C)(C)CC3=N2)cc1
ZINC13477762	Cc1ccc(N2C([S-])=N/C(=N\c3ccccc3C)C23CCOC(C)(C)C3)cc1
ZINC08462331	N#CC1=C(SCc2ccccc2)NC2=C(C(=O)CCC2)C1c1ccc(Cl)cc1
ZINC19762617	CC1=C(C#N)C(c2cccnc2)C2=C(CC(c3ccc(Cl)cc3)CC2=O)N1
ZINC65833526	COc1ccc([N-]S(=O)(=O)c2ccc(C)cc2Br)c(Cl)c1
ZINC03850274	CC(CCC(=O)[O-])C1CCC2C3C(=O)CC4CCCCC4(C)C3CC(=O)C12C
ZINC04029044	CC(C)C1=CC23CCC4C(C)(C(=O)[O-])CCCC4(C)C2CC1C1C(=O)CCC(=O)C13
ZINC04720789	CC(C)C1=CC23CCC4C(C)(C(=O)[O-])CCCC4(C)C2CC1C(C#N)C3C#N
ZINC05374251	Cc1ccc(N2C(=O)/C(=C/c3ccc(C(C)C)cc3)SC2=S)cc1C(=O)[O-]
ZINC13409223	CC(CCC(=O)[O-])C1CCC2C3C(=O)CC4CCCCC4(C)C3CC(=O)C12C
ZINC13562244	O=C([O-])c1cc2c3c(c1)C1C=CCC1C(c1ccccc1)N3CC1CC=CC21
ZINC02588966	[S-]c1nnc(-c2ccc(Cl)cc2)n1/N=C\c1c(Cl)cccc1Cl
ZINC05647722	Cc1ccc(/C=N/n2c([S-])nnc2-c2ccccc2Br)s1
ZINC20465668	CC1=C(c2ccc(C)c(C)c2)S(=O)(=O)N=C1[N-]c1ccc(C)c(Cl)c1
ZINC21344912	CC/C(=N\C1Cc2ccccc2C1)C1=C([O-])CC(c2ccc(C)cc2)CC1=O
ZINC26547800	CC(C)(C#N)c1ccc([N-]S(=O)(=O)c2ccc(Br)s2)cc1
ZINC27573067	Cc1ccc(Sc2nc3c(C)cccc3cc2/C=C2\SC(=S)N=C2[O-])cc1
ZINC05461018	CC(C)(Cl)c1nc([S-])c2cc(Br)cc(Br)c2n1
ZINC32602044	Cc1cc(S(=O)(=O)[N-]c2ccc(Cl)cn2)c(C(C)C)cc1Br
ZINC33297616	Cc1csc(-c2csc(S(=O)(=O)[N-]c3ccc(C)c(Cl)c3)c2)n1
ZINC33297622	Cc1ccc([N-]S(=O)(=O)c2cc(-c3nc(C)cs3)cs2)c(Br)c1
ZINC02326281	[S-]c1nnc(-c2ccc(Cl)cc2)n1/N=C/c1ccccc1Br
ZINC35551146	O=S(=O)([N-]c1cc(Cl)ccc1Cl)c1cnc(Cl)c(Br)c1
ZINC03846512	Cn1c([O-])c(C2=Nc3ccccc3SC(c3cccs3)C2)c(=O)c2ccccc21
ZINC36527912	CC1(C)CC2=NC3=C(C(=O)CC(C)(C)C3)C(c3ccc(Cl)cc3)C2=C([O-])C1
ZINC36960586	O=S(=O)([N-]c1ccc(F)cc1Br)c1ccc(Cl)s1
ZINC37369333	Cc1ccc(Br)cc1[N-]S(=O)(=O)c1ccc(Cl)c(Cl)c1
ZINC37385931	O=S(=O)([N-]c1cc(Cl)c(Cl)cc1Cl)c1cccc(Br)c1
ZINC37574634	Cc1ccc(S(=O)(=O)[N-]c2cc(Cl)c(Cl)cc2Cl)c(Br)c1
ZINC01040333	CSc1nc2ccc([N-]S(=O)(=O)c3ccc(Br)s3)cc2s1
ZINC05813497	Cn1c([S-])nnc1-c1sc2cc(C(F)(F)F)cnc2c1-c1cccs1
ZINC36374883	C=C1C2CCC3C4(C)CCCC(C)(C(=O)[O-])C4CCC3(C2)C1OC(=O)/C(C)=C\C
ZINC01514500	O=S(=O)([N-]c1cc(Br)cc2cccnc12)c1ccc2ccccc2c1
ZINC38008613	O=S(=O)([N-]c1c(Cl)cc(Cl)cc1Cl)c1ccnc(Cl)c1
ZINC39556952	O=C1/C(=C/c2cn(Cc3ccccc3F)c3ccccc23)N=C([S-])N1C1CCCCC1
ZINC40285815	[O-]c1nc2ccc(C(Br)c3ccc(I)cc3)cc2o1
ZINC40942091	O=C1/C(=C2\SC(=S)N=C2[O-])c2ccccc2N1Cc1ccccc1Cl
ZINC40944769	CC1CCc2c(sc([N-]S(=O)(=O)c3ccc4ccccc4c3)c2C#N)C1
ZINC41065701	Cc1ccc([N-]S(=O)(=O)c2cc(Br)cnc2Cl)c(Cl)c1
ZINC41069743	O=S(=O)([N-]c1ccc2sccc2c1)c1cc(Br)cnc1Cl
ZINC41573574	CC(C)(C)c1cc([N-]S(=O)(=O)c2ccc(Br)cc2)ccn1
ZINC42581254	CC(C)c1nnc([S-])n1-c1cc(Br)ccc1Br
ZINC43726482	CC(=O)OC1CCC2C3CCC4CC(CC(=O)[O-])CCC4(C)C3CCC12C
ZINC43867212	CC(C)C1=CC23CCC4C(C)(C(=O)[O-])CCCC4(C)C2CC1C1C(=O)CCC(=O)C13
ZINC48653440	CCc1ccc(S(=O)(=O)[N-]c2ccc(Br)cc2Cl)s1
ZINC16669657	O=C1N=C([N-]c2cccc(Br)c2)S/C1=C/C=C/c1ccco1
ZINC59192238	O=C(Oc1ccc(/C=C2/SC(=S)N=C2[O-])cc1)c1ccc(Cl)cc1Cl
ZINC15685738	[O-]C1=NC(=S)S/C1=C\c1ccc(OCc2ccc(Br)cc2)cc1
ZINC00593228	Cc1ccc(C2CC(c3c([O-])cc(C)oc3=O)=Nc3ccccc3S2)cc1
ZINC20345261	Cc1cc(C)cc(C(=O)n2c([O-])c3cc(I)ccc3nc2=S)c1
ZINC59370371	CCc1ccc(C(C2=C([O-])C(=O)c3ccccc3C2=O)c2ccccc2)cc1
ZINC61693085	O=S(=O)([N-]c1cc(Br)ccc1Cl)c1cc(Cl)sc1Cl
ZINC09089719	Cn1cc(/C=C2\SC([N-]c3ccccc3Br)=NC2=O)c2ccccc21
ZINC15830871	[S-]c1nc(-c2ccccc2)nc2c1Cc1cc(Br)ccc1O2
ZINC13811133	O=C1N=C([N-]c2ccc(Br)cc2)S/C1=C\C=C\c1ccco1
ZINC13811133	O=C1N/C(=N\c2ccc(Br)cc2)S/C1=C\C=C\c1ccco1
ZINC04943239	CC12CC(c3ccccc3O1)C(C(=O)[O-])C(=O)N2CCC1=CCCCC1
ZINC08549625	C=C(C)CC1N(c2ccc(C)cc2C)C(=O)C2C(C(=O)[O-])C3C=CC21O3
ZINC13031982	Cc1c(C)c(C)c(S(=O)(=O)N2C(C(=O)[O-])CC3CCCCC32)c(C)c1C
ZINC08766807	Cc1cc([O-])nc(SCc2nc3sccn3c2Br)n1
ZINC05648949	[S-]c1nnc(-c2ccncc2)n1/N=C/c1c(Cl)cccc1Cl
ZINC08435976	O=C(c1ccccc1)n1c([O-])c2cc(Br)ccc2nc1=S
ZINC20978386	Cc1cc(-c2ccc(S(=O)(=O)[N-]c3ccc(C)c(F)c3)s2)on1
ZINC05753159	Cc1nc(-c2c(C(F)(F)F)oc3c(Br)c([O-])ccc3c2=O)cs1
ZINC27933649	CC1CCc2c(sc([N-]S(=O)(=O)c3cccc4cccnc34)c2C#N)C1
ZINC27933656	CC1CCc2c(sc([N-]S(=O)(=O)c3cccc4cccnc34)c2C#N)C1
ZINC28296445	Cc1cc([O-])c(C(=O)/C=C/c2ccc(I)cc2)c(=O)o1
ZINC35233036	O=S(=O)([N-]c1ccccc1I)c1cnc(Cl)s1
ZINC35356686	O=S(=O)([N-]c1c(F)cc(F)cc1Br)c1cnc(Cl)s1
ZINC12631588	CCOc1cc2c3c(c1)/C(=C1/SC(=S)N=C1[O-])C(=O)N3C(C)(C)C=C2C
ZINC05100834	CCn1cc(/C=C2/C(=O)N(c3ccccc3C)C(=S)N=C2[O-])c2ccccc21
ZINC37436492	O=S(=O)([N-]c1ncc(Br)s1)c1ccc2nc(Cl)ccc2c1
ZINC37555507	O=S(=O)([N-]c1ccc(Br)cc1F)c1c(Cl)nc2sccn12
ZINC37555596	O=S(=O)([N-]c1ccc(F)c(Cl)c1)c1c(Cl)nc2sccn12
ZINC37555598	O=S(=O)([N-]c1ccc(F)cc1Br)c1c(Cl)nc2sccn12
ZINC37555843	O=S(=O)([N-]c1cc(Br)ccc1F)c1c(Cl)nc2sccn12
ZINC01385928	Cc1cc2c(ncn2C)c([N-]S(=O)(=O)c2ccc(Cl)cc2)c1C
ZINC04647496	CC1CCc2c(sc3ncnc([N-]S(=O)(=O)c4cccs4)c23)C1
ZINC06198500	[S-]c1nnc(-c2ccccn2)n1/N=C/c1ccc(Cl)c(Cl)c1
ZINC02237023	CSc1nc(SCC(=O)[O-])c2c3c(sc2n1)COC(C)(C)C3
ZINC33813049	CC1(C)C2CCC1(CS(=O)(=O)[N-]c1cccc(Cl)c1Cl)C(=O)C2
ZINC33813064	CC1(C)C2CCC1(CS(=O)(=O)[N-]c1c(Cl)cccc1Cl)C(=O)C2
ZINC38104556	O=S(=O)([N-]c1ccc(Cl)cc1F)c1c(Cl)nc2sccn12
ZINC38692071	O=C1CCc2cc([N-]S(=O)(=O)c3cc(Cl)ccc3Cl)cc3c2N1CCC3
ZINC38706459	Cc1cc(S(=O)(=O)[N-]c2ccc3c(c2)CC(=O)N3C)c(Cl)cc1Cl
ZINC38805982	CC(C)(C)C1CCC2=C3C(=O)N=C(SCC(=O)[O-])N=C3SC2C1
ZINC40691437	Cc1nc([N-]S(=O)(=O)c2sc(Cl)nc2C)c(Cl)cc1Cl
ZINC40692731	CC(C)(C)c1cc([N-]S(=O)(=O)c2ccccc2Br)on1
ZINC41065714	O=S(=O)([N-]c1ccc(F)c(F)c1)c1cc(Br)cnc1Cl
ZINC48798337	Cc1sc([N-]S(=O)(=O)c2ccc(Br)s2)c(C#N)c1C
ZINC48866573	[O-]c1c2sccc2nc(=S)n1Cc1cccc(Br)c1
ZINC49487754	Cc1ccc(C#N)cc1[N-]S(=O)(=O)c1ccc(Br)s1
ZINC49569227	CC(c1cccc(Br)c1)n1c([S-])nnc1-c1ccncc1
ZINC16122617	O=S(=O)([N-]c1ccc2c(c1)OCCCO2)c1c(Cl)cccc1Cl
ZINC58773082	O=S(=O)([N-]c1ccccc1-n1cccn1)c1ccc2c(c1)CCCC2
ZINC61122709	O=S(=O)([N-]c1cc(F)cc(F)c1F)c1sccc1Br
ZINC13635882	COc1ccc(C2CC([O-])=C/C(=N/Cc3ccc4c(c3)OCO4)C2)cc1
ZINC13635882	COc1ccc(C2CC([O-])=C/C(=N\Cc3ccc4c(c3)OCO4)C2)cc1
ZINC39730662	CSC1=NC(=O)C2C(=N1)N=C1CCCC([O-])=C1C2c1ccc(Cl)cc1
ZINC01038249	CC1C(=O)N(C)c2ccc(S(=O)(=O)[N-]c3ccc(Cl)cc3Cl)cc21
ZINC63653415	CC1=C(C)C(c2ccc(S(=O)(=O)[N-]c3ccc(F)cc3)s2)N=N1
ZINC63807407	CC1=CC(c2ccc(S(=O)(=O)[N-]c3ccccc3Cl)s2)N=N1
ZINC63807408	CC1=CC(c2ccc(S(=O)(=O)[N-]c3ccccc3Cl)s2)N=N1
ZINC64845451	Cc1cc(-c2c(C)sc(C)c2S(=O)(=O)[N-]c2ccccc2C)on1
ZINC65003950	Cc1ncc(-c2ccc(S(=O)(=O)[N-]c3ccccc3Cl)s2)o1
ZINC65138152	Cc1cc(C)cc([N-]S(=O)(=O)c2cc(-c3csc(C)n3)sc2C)c1
ZINC66087435	O=Nc1cc(I)c([O-])c(I)c1
ZINC00718013	N#CC1=C(N)OC2=C(C(=O)CC(c3ccco3)C2)C1c1ccc(OCc2ccccc2F)cc1
ZINC00648490	COc1ccc(C2C(C#N)=C(N)OC3=C2C(=O)CCC3)cc1COc1ccc(Cl)cc1
ZINC01076864	O=S(=O)(Nc1ccccc1)c1ccc(NS(=O)(=O)c2ccc3ccccc3c2)cc1
ZINC01107248	COc1ccc(C2C(C#N)=C(N)OC3=C2C(=O)CC(C)(C)C3)cc1COc1ccc(F)cc1
ZINC09211846	CCOC(=O)c1c(NC(=O)N2CC=C(c3c[nH]c4ccccc34)CC2)sc2c1CCCC2
ZINC09309166	CCC(CO)Nc1nc(SC)nc2c1sc1nc(-c3ccco3)c3c(c12)CCC3
ZINC02640044	COc1ccc(C)cc1NC(=O)CNC(=O)c1oc2ccc(Br)cc2c1C
ZINC09671466	CN(C)c1ccc(C(CNC(=O)c2ccc3c(c2)OCO3)c2c[nH]c3ccccc23)cc1
ZINC02675476	COc1cc(/C=N/NC(=O)COc2ccc(Cl)cc2Cl)cc(Br)c1O
ZINC10362342	CCOc1cc(C2NC(=S)N(c3ccc(Cl)cc3)C(C)=C2C(=O)OC)ccc1O
ZINC12408146	CCN1C=C(c2csc(N/N=C/c3ccccc3)n2)C(c2ccc(Cl)cc2)NC1=O
ZINC06445082	O=c1[nH]c2cc3c(cc2cc1CN(C(=S)NC1CCCCC1)C1CCCCC1)OCO3
ZINC13568651	COc1cccc(C2CC(=O)C3=C(C2)Nc2ccccc2NC3c2cccc(OC)c2OC)c1
ZINC14269280	Cc1ccc(-c2cc3ccccc3oc2=O)cc1NC(=S)NC(=O)c1cc2ccccc2o1
ZINC18203906	Cc1c(C(=O)NC(C)c2cc3ccccc3o2)sc2nc(Cc3ccccc3)[nH]c(=O)c12
ZINC18257533	Nc1nc(CSc2nnc(-c3cccs3)n2Cc2ccccc2)nc2ccccc12
ZINC18257777	CCCCn1c(SCc2nc(N)c3ccccc3n2)nc2sc(C)c(C)c2c1=O
ZINC19296222	CCc1ccc(C(NC(=O)CN2C(=O)NC3(CC(C)CC(C)(C)C3)C2=O)C(C)C)cc1
ZINC01148983	COC(=O)C1=C(C)NC2=C(C(=O)CC(c3cccs3)C2)C1c1cc(Cl)c(O)c(OC)c1
ZINC20706311	CCCCNC(=O)c1cccc2c1NC(c1cc([N+](=O)[O-])ccc1Cl)C1CC=CC21
ZINC20706480	CCC(C)NC(=O)c1ccc2c(c1)C1C=CCC1C(c1cc([N+](=O)[O-])ccc1Cl)N2
ZINC21464085	CC(NC(=O)CN1C(=O)NC(C)(c2ccc3c(c2)CCC3)C1=O)C12CC3CC(CC(C3)C1)C2
ZINC27533013	CCOc1ccc(C2C(C(=O)Nc3ccc(C)cn3)=C(C)NC3=C2C(=O)CC(C)(C)C3)cc1
ZINC36727029	O=C(CNC(=O)c1ccc(-c2nc3ccccc3s2)o1)Nc1ccc(F)c(F)c1F
ZINC36772779	Cc1c(Cl)cnc(NC(=O)CSc2nnc(NC3CCCCC3)s2)c1Cl
ZINC37438046	CCC(C)NC(=O)C1CCCN1C(=O)c1csc(Nc2cccc(Cl)c2Cl)n1
ZINC37438049	CCC(C)NC(=O)C1CCCN1C(=O)c1csc(Nc2cccc(Cl)c2Cl)n1
ZINC01183200	Cc1cc(C)c2oc(-c3ccc(C)c(NC(=S)NC(=O)/C=C/c4ccco4)c3)nc2c1
ZINC02878960	Cc1ccc(S(=O)(=O)Nc2cc(C)c(O)c(S(=O)(=O)c3ccc(C)cc3)c2)cc1
ZINC08582586	Cc1sc2nc(CN(Cc3cccs3)C(=O)NC3CCCCC3)[nH]c(=O)c2c1C
ZINC38570907	Cc1coc2cc3c(cc12)C(C)C(CC(=O)NCCc1c[nH]c2ccc(Cl)cc12)C(=O)O3
ZINC39464475	CCOc1cc2c(cc1Cc1ccccc1)C1COP(=O)(c3ccccc3O)NN1CC2
ZINC39464477	CCOc1cc2c(cc1Cc1ccccc1)C1COP(=O)(c3ccccc3O)NN1CC2
ZINC39484431	CC(C)CC(=O)C1C(c2ccccc2O)C(=O)c2cc3c(cc2C1c1cccc(O)c1)OCO3
ZINC39534990	Cc1ccc(NC(=O)CN2C(=O)NC(Cc3ccccc3)(c3ccccc3)C2=O)c(C)c1
ZINC03459302	CC1CC(C)(C)CC2(C1)NC(=O)N(CC(=O)NC(c1ccccc1)c1ccccc1)C2=O
ZINC39911584	COCCN1C(=O)c2[nH]nc(-c3cc(C)cc(C)c3O)c2C1c1ccc(Cl)c(Cl)c1
ZINC38705441	COCCCN1C(=O)c2[nH]nc(-c3c(C)cc(C)cc3O)c2C1c1cccc(Cl)c1
ZINC45629944	CC(C)C(NC(=O)CN1C(=O)NC(C)(c2cccc3ccccc23)C1=O)c1ccccc1
ZINC45829068	Cc1cccc(NC(=O)CSCC(=O)Nc2ccc3c(c2)OC2(CCCCC2)O3)c1
ZINC52551463	CCN(CC)C(=O)/C=C/C1Cc2c(ncc(C#N)c2Nc2ccc3[nH]ccc3c2C)S1
ZINC15931706	NC(=O)Cn1cc(/C=C2\S/C(=N/c3ccccc3)N(C3CCCC3)C2=O)c2ccccc21
ZINC15931706	NC(=O)Cn1cc(/C=C2\S/C(=N\c3ccccc3)N(C3CCCC3)C2=O)c2ccccc21
ZINC03309691	O=C(Cc1ccc(Cl)c(Cl)c1)Nc1ccc(S(=O)(=O)/N=C2\CCCCCN2)cc1
ZINC60154393	CCc1ccc(C(NC(=O)c2cccc(N3NC(=O)C4CC=CCC4C3=O)c2)C(C)C)cc1
ZINC60375659	O=C(/N=c1\[nH]c2cc(Cl)ccc2n1CCCc1ccccc1)c1c[nH]c2ccccc2c1=O
ZINC08854870	CCCOc1ccccc1C1C(C#N)=C(N)Oc2[nH]nc(-c3ccc(Br)cc3)c21
ZINC64794452	Cc1cccc(CSc2nnc(-c3sc4ncccc4c3N)n2Cc2ccco2)c1
ZINC64794612	Cc1cccc(CSc2nnc(-c3sc4ncccc4c3N)n2CC2CCCO2)c1
ZINC67237236	Cc1ccc(-n2c(SCC(=O)Nc3cc(F)ccc3Cl)nc3cc(C)[nH]c3c2=O)cc1
ZINC67319552	Cc1ccc(C(C)NC(=O)CSc2nc3cc(C)[nH]c3c(=O)n2-c2ccc(C)cc2)cc1
ZINC03157371	Oc1ccc2ccccc2c1/C=N/N1CCOCC1
ZINC06341550	O=c1cc(/N=C2\CCCN2)ccn1-c1ccccc1
ZINC08352368	C=C(Cl)CN1C(=O)NC2(CCCCC2C)C1=O
ZINC09861531	O=C1NC2(CCCC2)C(=O)N1CC1CC1(Cl)Cl
ZINC19893321	CC1C(=O)C(C)C(c2ccco2)NC1c1ccco1
ZINC13400034	CC1C(=O)C(C)C(c2ccco2)NC1c1ccco1
ZINC20600961	O=C(NC1COC2(CCCCC2)C1)c1cscn1
ZINC21472489	O=C1NCCCCC1Sc1ncc2ccccn12
ZINC16678732	OCC1CCCN(c2ncc(Br)cn2)C1
ZINC24506181	CC1CCCCC12NC(=O)N(C/C=C/Cl)C2=O
ZINC28464133	CNS(=O)(=O)c1ccc2c3c(cccc13)C(=O)S2
ZINC08554288	CN/C=C1/C(=O)N(c2ccccc2)C(=O)c2ccccc21
