ZINC02741019	CCOc1cc(C[NH2+]CCO)cc(I)c1OCc1ccccc1
ZINC58849334	COc1ccc(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2ccc(C(C)(C)C)cc2)N3)c(OC)c1
ZINC58849360	COc1ccc(OC)c(NS(=O)(=O)c2ccc3c(c2)C2C=CCC2C(c2cc(C)ccc2C)N3)c1
ZINC09409618	Cc1[nH]nc(-c2ccc(OCc3ccc(Br)cc3)cc2O)c1-c1ccc2c(c1)OCCO2
ZINC09409618	Cc1n[nH]c(-c2ccc(OCc3ccc(Br)cc3)cc2O)c1-c1ccc2c(c1)OCCO2
ZINC08846330	N#CC1=C(N)Oc2[nH]nc(-c3ccc(F)cc3)c2C1c1ccc(OCc2c(F)cccc2Cl)cc1
ZINC08452221	CCOC(=O)C1=C(C)N=c2s/c(=C/c3cccc(OCC(=O)[O-])c3)c(=O)n2C1c1ccccc1OCC
ZINC09129456	CCC(NC(=O)CCc1c(C)c2cc3c4c(oc3cc2oc1=O)CCCC4)C(=O)NCCCCCC(=O)[O-]
ZINC02526281	CC(C)(C)OC(=O)n1cc(CC(NC(=O)OCC2c3ccccc3-c3ccccc32)C(=O)[O-])c2ccccc21
ZINC09045641	C=CCOc1ccc(C2C(C(=O)c3ccc(Br)cc3)=C([O-])C(=O)N2CCCn2ccnc2)cc1
ZINC09358572	CCOc1ccc(C(=O)C2=C([O-])C(=O)N(c3cc(C)on3)C2c2ccc(OCCC(C)C)c(OC)c2)cc1
ZINC09312457	CCCCOc1ccc(C2C(C(=O)c3ccc4c(c3)CC(C)O4)=C([O-])C(=O)N2CCCOC)cc1OCC
ZINC09357861	CCCCCOc1cccc(C2C(C(=O)c3ccc4c(c3)CC(C)O4)=C([O-])C(=O)N2CCCn2ccnc2)c1
ZINC09292779	CCCOc1ccc(C2C(C(=O)c3ccc4c(c3)CC(C)O4)=C([O-])C(=O)N2Cc2ccncc2)cc1OCC
ZINC33516843	C=CCOC(=O)c1sc(N2C(=O)C([O-])=C(C(=O)c3ccco3)C2c2cccc(OCCCC)c2)nc1C
ZINC33522940	C=CCOc1ccc(C2C(C(=O)c3cc4cccc(OC)c4o3)=C([O-])C(=O)N2CCCOC)cc1OCC
ZINC33551953	CCOc1ccc2nc(N3C(=O)C([O-])=C(C(=O)c4ccco4)C3c3ccc(OCC)c(OC)c3)sc2c1
ZINC33664849	COc1cc(C2C(C(=O)c3cc(C)ccc3C)=C([O-])C(=O)N2c2nnc(C)s2)ccc1OCCC(C)C
ZINC16729900	CCCOc1ccc(C(=O)C2=C([O-])C(=O)N(CC3CCCO3)C2c2ccc(OCCC(C)C)c(OC)c2)cc1
ZINC35264132	COC(=O)c1sc(N2C(=O)C([O-])=C(C(=O)c3ccccc3)C2c2cccc(OCCC(C)C)c2)nc1C
ZINC35484125	CCCCCOc1ccc(C2C(C(=O)c3nc4c(C)cccn4c3C)=C([O-])C(=O)N2CCOC)cc1OC
ZINC35484157	COCCN1C(=O)C([O-])=C(C(=O)c2nc3c(C)cccn3c2C)C1c1ccc(OCCC(C)C)c(OC)c1
ZINC35484284	CCCCOc1ccc(C2C(C(=O)c3nc4c(C)cccn4c3C)=C([O-])C(=O)N2CCCOC)cc1OCC
ZINC35484866	CCCCOc1cccc(C2C(C(=O)c3nc4c(C)cccn4c3C)=C([O-])C(=O)N2CCc2ccccc2)c1
ZINC35566075	CCCCOc1cccc(C2C(C(=O)c3sc(C)nc3C)=C([O-])C(=O)N2c2nc(C)c(C(C)=O)s2)c1
ZINC35694370	CCOC(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])N3CCCC(C(=O)OCC)C3)N2C1c1ccccc1OC
ZINC35696872	CC1=C(C(=O)OCc2ccccc2)C(c2ccccc2)N2C(/C=C(\[O-])NCCc3ccccn3)=CSC2=N1
ZINC35698369	CCN(CC)C(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])NCc3ccc(F)cc3)N2C1c1ccccc1OC
ZINC35701723	C=CCOC(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])N3CCCC(C(=O)OCC)C3)N2C1c1ccccc1F
ZINC35701868	CC1=C(C(=O)OC(C)C)C(c2ccc(C(F)(F)F)cc2)N2C(/C=C(\[O-])NCC3CCCO3)=CSC2=N1
ZINC35703716	CC1=C(C(=O)OCc2ccccc2)C(c2ccccc2F)N2C(/C=C(\[O-])NCC3CCCO3)=CSC2=N1
ZINC35705220	CCN/C([O-])=C/C1=CSC2=NC(CC)=C(C(=O)OC)C(c3ccc(OCc4ccccc4)c(OC)c3)N12
ZINC36052728	COCCOC(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])NCc3cccnc3)N2C1c1ccc(C(C)C)cc1
ZINC36058680	C=CCOC(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])NCc3ccncc3)N2C1c1ccc(OC)cc1OC
ZINC36061399	COc1ccc(C2C(C(=O)OC(C)(C)C)=C(C)N=C3SC=C(/C=C(\[O-])NCC4CCCO4)N32)cc1OC
ZINC36061477	COC(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])NC(C)C)N2C1c1ccc(OCc2ccccc2)c(OC)c1
ZINC36063242	CCOC(=O)C1CCCN(/C([O-])=C/C2=CSC3=NC(CC)=C(C(=O)OC)C(c4ccccc4OC)N23)C1
ZINC36064571	CCC1=C(C(=O)OC)C(c2ccc(OC)cc2OC)N2C(/C=C(\[O-])N(C)Cc3ccccc3)=CSC2=N1
ZINC38249629	CCCCCOc1ccc(C2C(C(=O)c3ccc4c(c3)CC(C)O4)=C([O-])C(=O)N2CCCOC)cc1OC
ZINC38627416	CCCCCCn1c([O-])c(C(=O)CCCN2C(=O)/C(=C/c3ccccc3)SC2=S)c(C)c(C#N)c1=O
ZINC39154732	CCOC(=O)C1C2=C(CCCC2)SC1NC(=O)CSc1nnc(Cc2ccccc2Cl)c([O-])n1
ZINC39533611	CC(C)Cc1ccc(C(C[N-]S(=O)(=O)Oc2ccccc2)N2CCNC(S(=O)(=O)C(C)C)C2)cc1
ZINC39835914	Cc1cccc(Oc2nc3c(C)cccn3c(=O)c2/C=C2/SC(=S)N(CCCCCC(=O)[O-])C2=O)c1
ZINC39997845	CCCc1nnc(/N=C(O)/C(C#N)=C/c2cn(-c3ccccc3)nc2-c2ccc(OCCC(C)C)cc2)s1
ZINC39997845	CCCc1nnc(/N=C([O-])/C(C#N)=C/c2cn(-c3ccccc3)nc2-c2ccc(OCCC(C)C)cc2)s1
ZINC39999966	CCSc1nnc(N2C(=O)C([O-])=C(C(=O)c3ccc(OC)cc3)C2c2ccc(N(CC)CC)cc2)s1
ZINC40003676	CCCCOc1ccc(C2C(C(=O)c3c(C)nc4c(C)cccn34)=C([O-])C(=O)N2CCCOC)cc1OCC
ZINC40098199	CCCCCCOc1ccc(C2C(C(=O)c3cc4cccc(OC)c4o3)=C([O-])C(=O)N2CCO)cc1OC
ZINC40110899	CCCCN1C(=O)C([O-])=C(C(=O)c2ccc(S(=O)(=O)N(C)C)cc2)C1c1cccc(OCCC(C)C)c1
ZINC40111290	CCCCN1C(=O)C([O-])=C(C(=O)c2ccc(S(=O)(=O)N3CCCCC3)cc2)C1c1ccc(N(C)C)cc1
ZINC39899339	C=CCOc1ccc(C2c3c(n[nH]c3-c3cc(Cl)ccc3[O-])C(=O)N2CCCOC(C)C)cc1OCC
ZINC39899339	C=CCOc1ccc(C2c3c(-c4cc(Cl)ccc4O)n[nH]c3C(=O)N2CCCOC(C)C)cc1OCC
ZINC44325641	CCc1nccn1Cc1cc(CC(NC(=O)OCC2c3ccccc3-c3ccccc32)C(=O)[O-])ccc1OC
ZINC01442109	CCOC(=O)C1=C(C)N=C2SC(/C([O-])=N/c3ccc(Cl)cc3)=CC(=O)N2C1c1cc(OC)c(OC)c(OC)c1
ZINC01442109	CCOC(=O)C1=C(C)N=C2SC(/C(O)=N/c3ccc(Cl)cc3)=CC(=O)N2C1c1cc(OC)c(OC)c(OC)c1
ZINC01898232	COc1ccc(-c2nnc(SCC(=O)N/N=C/c3ccccc3OCC(=O)[O-])n2-c2ccc(Cl)cc2)cc1
ZINC59364886	CCOC(=O)COc1ccc(/C=C2\S/C(=N\c3ccc(OCC)cc3)C(C(=O)OCC)=C2[O-])cc1OC
ZINC08914946	CCC(C)c1ccc(OCCn2cccc2/C=C2\C(=O)N=C([O-])N(c3ccc(OC)c(Cl)c3)C2=O)cc1
ZINC65742683	COc1cc(COCC(NC(=O)OCC2c3ccccc3-c3ccccc32)C(=O)[O-])c([N+](=O)[O-])cc1OC
ZINC02506365	O=C(N/N=C/c1ccc(OC(=O)c2ccc(Cl)cc2)cc1)C(=O)Nc1ccc(Br)cc1
ZINC00682320	CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1
ZINC08641513	O=C(CSc1nnc(-c2ccc(Cl)cc2)n1-c1ccccc1)NNC(=O)c1ccccc1Cl
ZINC09599747	CNC(=O)c1c(NC(=O)c2ccc(S(=O)(=O)N(C)Cc3ccccc3)cc2)sc2c1CCC(C)C2
ZINC03624575	CCCCOC(=O)C1=C(N)N2C(=O)C(C)SC2=C(C(=O)OCC)C1c1ccc(Cl)cc1Cl
ZINC03624569	CCCCOC(=O)C1=C(N)N2C(=O)C(C)SC2=C(C(=O)OCC)C1c1ccc(Cl)cc1Cl
ZINC11744505	CCOc1ccccc1-c1nc(CC(=O)Nc2nc(-c3ccc(CNC(C)=O)s3)cs2)cs1
ZINC00879574	CCOc1ccc2[nH]c(=O)c(CN(Cc3ccc4c(c3)OCO4)C(=S)Nc3ccc(C)cc3)cc2c1
ZINC12933708	COCc1c(C(=O)OC(C)C(=O)NCC(=O)Nc2ccc(F)c(F)c2F)sc2cccc(F)c12
ZINC13623235	CC(C)CCOc1ccc(C(=O)NNC(=O)C2CC(=O)N(Cc3ccccc3)C2)cc1Br
ZINC13623246	CC(C)CCOc1ccc(Br)cc1C(=O)NNC(=O)C1CC(=O)N(Cc2ccccc2)C1
ZINC13623341	CCC(C)c1ccc(OCC(=O)NNC(=O)C2CC(=O)N(Cc3ccccc3)C2)c(Br)c1
ZINC13988458	O=C(CC1C(=O)NCCN1C(=S)NC(=O)c1sc2ccccc2c1Cl)OCc1ccccc1
ZINC13988460	O=C(CC1C(=O)NCCN1C(=S)NC(=O)c1sc2ccccc2c1Cl)OCc1ccccc1
ZINC14678214	CC(C)c1ccc(CSc2nnc(SCc3nc4ccccc4c(=O)n3CC(N)=O)s2)cc1
ZINC02207043	CCOC(=O)C1=C(c2ccccc2)NC(SCC(=O)Nc2ccc(C)cc2)=C(C#N)C1c1ccco1
ZINC20183320	CC(C)c1ccc(NC(=S)N/N=C\c2cn(C)c3ccc(S(=O)(=O)N4CCCCC4)cc23)cc1
ZINC20883223	COc1ccc(C2Nc3ccccc3NC3=C2C(=O)CC(c2ccc(OC(C)C)c(OC)c2)C3)cc1OC
ZINC21712685	CC(C)CCNC(=O)C1CCCN1C(=O)c1ccc(NS(=O)(=O)c2ccc3c(c2)CCCC3)cc1
ZINC21712706	CC(C)CCNC(=O)C1CCCN1C(=O)c1ccc(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)cc1
ZINC23328406	Cc1ccc(C(C)C)c(OCc2nnc(SCC(=O)N3CCC(C)Sc4ccccc43)n2N)c1
ZINC24804770	CC(NC(=O)COC(=O)c1ccc(S(=O)(=O)NC(C)(C)C)cc1)c1ccc(Br)cc1
ZINC27944671	COc1cc(F)c(S(=O)(=O)NCC(c2ccc(N(C)C)cc2)c2c[nH]c3ccccc23)cc1OC
ZINC28047283	CC(=O)c1cccc(NC(=O)CSc2nnc(CNc3cccc(C)c3)n2-c2cccc(C)c2C)c1
ZINC33810035	C=CCSc1nc2c(c(=O)[nH]1)C(c1ccc(OC)c(OCc3ccccc3)c1)C1=C(CCCC1=O)N2
ZINC34923366	CC1=C(C(=O)OC(C)C)C(c2ccc(C)cc2)N2C(/C=C(\[O-])NCC[NH+]3CCCCC3)=CSC2=N1
ZINC34923367	CC1=C(C(=O)OC(C)C)C(c2ccc(C)cc2)N2C(/C=C(\[O-])NCC[NH+]3CCCCC3)=CSC2=N1
ZINC35228032	CC(C)CNC(=O)c1cc(NS(=O)(=O)CC23CCC(CC2=O)C3(C)C)ccc1N1CCC(C)CC1
ZINC35939456	Cc1ccc(Cl)cc1Nc1nc(C(=O)N2CCN(CC(=O)NCCc3cccs3)CC2)cs1
ZINC36504527	CCCCNC(=O)C(c1cc2ccccc2c2ccccc12)N(Cc1ccco1)C(=O)C1CCC(=O)N1
ZINC36550431	CCC(=O)N(c1ccccc1Cl)C(C(=O)NCS(=O)(=O)c1ccc(C)cc1)c1ccccc1O
ZINC36553007	CN(C)c1ccc(C(C(=O)NC2CCCCC2)N(C(=O)C2CCC(=O)N2)c2cccc(Cl)c2)cc1
ZINC36554858	CCC(=O)N(c1cccc(Cl)c1)C(C(=O)NCS(=O)(=O)c1ccc(C)cc1)c1ccccc1O
ZINC36601249	Cc1ccc(CN(C(=O)C2CCC(=O)N2)C(C(=O)NC(C)(C)CC(C)(C)C)c2ccc(Cl)cc2)o1
ZINC17860780	CC[NH+](CC)c1ccc(/N=C2\C=C(C(=O)Nc3ccc(S(C)(=O)=O)cc3)C(=O)c3ccccc32)c(C)c1
ZINC38180198	CCN1C(=O)/C(=N\NC(=O)CCCCCNC(=O)c2ccccc2Br)c2cc(C)ccc21
ZINC38776234	COc1ccc2[nH]cc(CCNC(=O)CCC3C(=O)Oc4cc5oc6c(c5cc4C3C)CCCC6)c2c1
ZINC39836456	CC(C)(C)C1CCc2c(sc(NC(=O)COc3ccccc3)c2C(=O)NC2CCS(=O)(=O)C2)C1
ZINC39992785	COCCNC(=O)c1c(NC(=O)/C(C#N)=C/c2ccc(-c3ccc(Cl)cc3)o2)sc2c1CCCC2
ZINC39911731	COCCCN1C(=O)c2[nH]nc(-c3cc(C)cc(C)c3O)c2C1c1cccc(OCc2ccccc2)c1
ZINC43218846	CCCCN1C(=O)C2C(c3cc(Br)ccc3OC)[NH2+]C(C(=O)[O-])(c3ccccc3)C2C1=O
ZINC33598554	CCCOc1ccc(C2[NH2+]C(CC3CCCCC3)(C(=O)[O-])C3C(=O)N(c4ccccc4C)C(=O)C23)cc1
ZINC43549335	COCCNC(=O)C(C)C1CCC2(C)Cc3sc(COc4ccc(OC)cc4)nc3C(C)C2C1O
ZINC03482082	CC1CCc2nc3ccccc3c(C(=O)OC(C)C(=O)NCC(=O)Nc3ccc(F)c(F)c3F)c2C1
ZINC45669739	Cc1ccc(S(=O)(=O)NC2CC2)cc1C(=O)OC(C)C(=O)NC(C)c1ccc(Cl)cc1Cl
ZINC03349562	Cc1cc(C)c(NC(=O)CNC(=O)CSc2nc3scc(-c4ccccc4)c3c(=O)n2-c2ccccc2)c(C)c1
ZINC00647266	CCOC(=O)c1c(NC(=O)c2cnn3c2NC(c2ccccc2)CC3C(F)(F)F)sc2c1CCC2
ZINC12769013	COCCN(CC(=O)Nc1cccc(C)c1C)Cc1nc2scc(-c3ccc(C)s3)c2c(=O)[nH]1
ZINC12529288	COc1cc(Cl)c(C)cc1NC(=O)CC1S/C(=N\N=C\c2ccccc2C(F)(F)F)NC1=O
ZINC39945625	CCOC(=O)C1=C(c2ccc(C)cc2)C(C)SC1NC(=O)CSc1nc(-c2cccs2)n[nH]1
ZINC03663958	CC(=O)c1ccc(NC(=O)CSc2nc3ccc(/N=C/c4cc([N+](=O)[O-])ccc4[O-])cc3s2)cc1
ZINC08762091	O=C([O-])C1CCN(S(=O)(=O)c2ccc(N/N=C/c3ccccc3C(F)(F)F)c([N+](=O)[O-])c2)CC1
ZINC08780720	COc1cc([N+](=O)[O-])cc(/C=N/NC(=O)c2nn(Cc3ccc(Cl)cc3)cc2Br)c1[O-]
ZINC08789200	CC(C)(CNC(=O)CO/N=C1/C=C2CCC3C(CCC4(C)C3CCC4(C)O)C2(C)CC1)C(O)C(=O)[O-]
ZINC12877162	CC(C)(CNC(=O)CO/N=C1\C=CC2(C)C(=C1)CCC1C2CCC2(C)C1CCC2(C)O)C(O)C(=O)[O-]
ZINC12877167	CC(C)(CNC(=O)CO/N=C1\C=CC2(C)C(=C1)CCC1C2CCC2(C)C1CCC2(C)O)C(O)C(=O)[O-]
ZINC08791767	Cc1c(CCC(=O)NC(C)C(=O)NCCCC(=O)[O-])c(=O)oc2cc3occ(-c4ccccc4)c3cc12
ZINC13299828	N#Cc1ccc(/C=C2\N=C(c3ccc(NS(=O)(=O)c4ccc(/C=C/C(=O)[O-])cc4)cc3)OC2=O)cc1
ZINC15938516	COc1cc([N+](=O)[O-])cc(/C=N/NC(=O)/C(=C\c2ccc3c(c2)OCO3)NC(=O)c2ccccc2)c1[O-]
ZINC12411371	CCOc1cc(C2C(C(=O)OC(C)C)=C(C)NC3=C2C(=O)CC(c2cccs2)C3)cc([N+](=O)[O-])c1[O-]
ZINC20059483	O=C([O-])c1ccccc1/C=N/NC(=O)c1ccccc1N(Cc1ccccc1)S(=O)(=O)c1ccccc1
ZINC28156290	Cc1ccc(C2=NN(C3=NC(=O)C(CC(=O)NCCC(=O)[O-])S3)C(c3ccc(C(C)C)cc3)C2)cc1
ZINC30814051	CCOc1cc(/C=N\NC(=O)c2cc3cc([N+](=O)[O-])ccc3o2)c(Br)cc1OCC(=O)[O-]
ZINC33253682	Cc1cc(C)c(S(=O)(=O)Nc2ccc(N(C)CCCc3c(C)nn(C)c3C)c(C(=O)[O-])c2)c(C)c1
ZINC33551973	CCOc1ccc2nc(N3C(=O)C([O-])=C(C(=O)c4ccco4)C3c3ccc(O)c(OCC)c3)sc2c1
ZINC33683163	O=C([O-])c1ccc(COc2c(Cl)cc(/C=N\Nc3ccc([N+](=O)[O-])cn3)cc2Br)cc1
ZINC15981630	O=C(OCc1ccc(Br)cc1)c1ccccc1[N-]S(=O)(=O)c1ccc(O)c([N+](=O)[O-])c1
ZINC34923071	CCC1=C(C(=O)OC)C(c2ccccc2OC)N2C(/C=C(\[O-])NCCCN3CCCC3=O)=CSC2=N1
ZINC34923744	COC(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])NCCCN3CCCC3=O)N2C1c1ccccc1OC
ZINC35057074	CCC(C)c1ccc(OC2OC3COC(c4ccccc4)OC3C(OC(C)C(=O)[O-])C2NC(C)=O)cc1
ZINC35363846	CC(C)(CNC(=O)CO/N=C1\C=CC2(C)C(=C1)CCC1C2CCC2(C)C1CCC2(C)O)C(O)C(=O)[O-]
ZINC35519520	N#C/C(=C\c1cc([N+](=O)[O-])ccc1OCC(=O)Nc1nccs1)c1nc([O-])c2cc(Cl)ccc2n1
ZINC35693140	COCCOC(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])NCC3CCCO3)N2C1c1ccc(OC)cc1
ZINC35694526	CCOC(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])NCc3ccc4c(c3)OCO4)N2C1c1cccc(F)c1
ZINC35701019	COCCOC(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])NCc3ccncc3)N2C1c1ccccc1OC
ZINC35701095	COCCOC(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])NCC3CCCO3)N2C1c1ccc([N+](=O)[O-])cc1
ZINC35701101	COCCOC(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])NCC3CCCO3)N2C1c1ccc([N+](=O)[O-])cc1
ZINC35701520	C=CCOC(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])NCC3CCCO3)N2C1c1cccc([N+](=O)[O-])c1
ZINC35704695	COCCN/C([O-])=C/C1=CSC2=NC(C(F)(F)F)=C(C(=O)OC(C)C)C(c3ccc(OC)cc3)N12
ZINC35705138	CCOC(=O)C1=C(C(F)(F)F)N=C2SC=C(/C=C(\[O-])NCCOC)N2C1c1ccccc1OC
ZINC36061447	COc1ccccc1C1C(C(=O)OC(C)(C)C)=C(C)N=C2SC=C(/C=C(\[O-])NCC3CCCO3)N21
ZINC36064576	CCC1=C(C(=O)OC)C(c2cccc(OC)c2OC)N2C(/C=C(\[O-])NCc3ccncc3)=CSC2=N1
ZINC36499835	O=C(NC1CCCCC1)C(c1ccc(Cl)cc1)N(Cc1ccco1)C(=O)c1cc([N+](=O)[O-])ccc1[O-]
ZINC03742059	O=C([O-])CCCNc1cc(N2CCN(C(=O)c3ccco3)CC2)c2noc3c2c1C(=O)c1ccccc1-3
ZINC39252591	CCOC(=O)C1C2=C(CCC2)SC1NC(=O)CSc1nc([O-])c(C#N)c(-c2ccc(OC)cc2)n1
ZINC39732236	CCOC(=O)C1C2=C(CCCCC2)SC1NC(=O)C(C)Sc1nnc2nc([O-])c(CC)c(C)n12
ZINC40000554	O=C(C1=C([O-])C(=O)N(c2nnc(SC/C=C/c3ccccc3)s2)C1c1ccc(O)cc1)c1ccco1
ZINC40003120	C=CCOc1ccc(C(=O)C2=C([O-])C(=O)N(c3nnc(SC)s3)C2c2ccc(O)c(OC)c2)cc1
ZINC40003121	C=CCOc1ccc(C(=O)C2=C([O-])C(=O)N(c3nnc(SC)s3)C2c2ccc(O)c(OC)c2)cc1
ZINC39898795	C=CCOc1ccc(C2c3c(-c4cc(Cl)ccc4O)n[nH]c3C(=O)N2Cc2ccco2)cc1OCC
ZINC40980208	COC(=O)C1=C(CSc2nnc(-c3ccccc3)s2)Nc2nnnn2C1c1ccc(C(=O)[O-])cc1
ZINC44321191	O=C(NC(CC1CCN(C(=O)OCc2ccccc2)C1)C(=O)[O-])OCC1c2ccccc2-c2ccccc21
ZINC44321388	O=C(NC(Cc1ccc(Br)c([N+](=O)[O-])c1)C(=O)[O-])OCC1c2ccccc2-c2ccccc21
ZINC44326334	O=C(NC(Cc1ccccc1OCCN1CCCC1=O)C(=O)[O-])OCC1c2ccccc2-c2ccccc21
ZINC00856239	COc1ccccc1C1CC(c2c(-c3ccccc3)c3cc(Cl)ccc3[nH]c2=O)=NN1C(=O)CCC(=O)[O-]
ZINC59104104	CCOc1ccc(OCC)c(N2C(=O)N=C([O-])/C(=C\c3ccc(Sc4nc5ccccc5[nH]4)o3)C2=O)c1
ZINC59461301	Cc1cc(C)c(NC(=O)CSc2nc3ccc(/N=C/c4cc([N+](=O)[O-])ccc4[O-])cc3s2)c(C)c1
ZINC59490211	O=C(CN(c1ccc(F)cc1)S(=O)(=O)c1ccc2c(c1)OCCO2)N/N=C/c1ccc(C(=O)[O-])cc1
ZINC66200377	CCC(Oc1ccccc1C(C)CC)C(=O)Nc1ccc(S(=O)(=O)[N-]c2nccnc2OC)cc1
ZINC66200378	CCC(Oc1ccccc1C(C)CC)C(=O)Nc1ccc(S(=O)(=O)[N-]c2nccnc2OC)cc1
ZINC04082053	CCOc1cc(C2Nc3ccccc3NC3=C2C(=O)CC(c2ccccc2)C3)cc([N+](=O)[O-])c1[O-]
ZINC04082058	CCOc1cc(C2Nc3ccccc3NC3=C2C(=O)CC(c2ccccc2)C3)cc([N+](=O)[O-])c1[O-]
ZINC04082332	CCOc1cc(C2Nc3cc(C)c(C)cc3NC3=C2C(=O)CC(C)(C)C3)cc([N+](=O)[O-])c1[O-]
ZINC08874845	CCOc1cc(C2NC(=O)c3c(sc4c3CCC(C(C)(C)C)C4)N2)cc([N+](=O)[O-])c1[O-]
ZINC13079057	Cc1cc(C(=O)[O-])cc(S(=O)(=O)NNC(=O)c2cc3c(s2)CCC(C(C)(C)C)C3)c1C
ZINC13459711	CC(C)NS(=O)(=O)c1ccc(-c2ccc(/C=N/Nc3ccccc3C(=O)[O-])o2)cc1
ZINC15724424	O=C(N/N=C/c1cc(Br)cc([N+](=O)[O-])c1[O-])NC12CC3CC(CC(C3)C1)C2
ZINC19641836	O=C(NC1CCCCC1)c1c(NC(=O)C2C3CCC(C3)C2C(=O)[O-])sc2c1CCCC2
ZINC20161394	CC(C)=C1C2CCC1C(C(=O)NNC(=O)c1csc3c1CCC(C(C)(C)C)C3)C2C(=O)[O-]
ZINC28381728	Cc1cc(-c2nnc([S-])n2/N=C/c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)[nH]n1
ZINC28704669	COc1cc(OC)cc(-c2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(CCC(=O)[O-])c2C)c1
ZINC03846537	Cc1cc(NC(CC(=O)c2c([O-])n(C)c3ccccc3c2=O)c2ccc(Cl)cc2)ccc1O
ZINC06016064	C=C(NNC(=O)c1ccc([N-]S(=O)(=O)c2cccs2)cc1)c1cccc2ccccc12
ZINC35693320	CNC(=O)C1=C(C)N=C2SC=C(/C=C(\[O-])NCC(C)C)N2C1c1ccccc1Cl
ZINC35897798	CC(C)NC(=O)c1c(NC(=O)C2CCCCC2C(=O)[O-])sc2c1CCC(C(C)(C)C)C2
ZINC27415684	COC(=O)C1(Cc2ccc(O)c(CC=C(C)C)c2)OC(=O)C([O-])=C1c1ccc(O)cc1
ZINC39715599	CCN1c2ccc(C(=O)[O-])cc2NC1CSc1nc(COc2ccc(Cl)cc2)n[nH]1
ZINC39722291	O=C([O-])c1ccc2c(=O)[nH]c(CSC3Nc4ccccc4N3CCc3ccccc3)nc2c1
ZINC39722415	CCOc1ccc(N2c3ccccc3NC2SCc2nc3cc(C(=O)[O-])ccc3c(=O)[nH]2)cc1
ZINC39856905	O=C([O-])c1ccccc1NC1c2cccc3cccc(c23)C1NS(=O)(=O)c1ccccc1
ZINC39931864	CCOC1Oc2c(Cl)cc(Cl)cc2C(=O)/C1=C\Nc1ccc(C(=O)[O-])c(O)c1
ZINC39897995	CC(C)CCOc1cccc(C2c3c(-c4cc(Cl)ccc4O)n[nH]c3C(=O)N2CCO)c1
ZINC39898577	CCCCCN1C(=O)c2[nH]nc(-c3cc(Cl)ccc3O)c2C1c1cccc(O)c1
ZINC02583101	Cc1ccc2[nH]cc(CC(NC(=O)OCC3c4ccccc4-c4ccccc43)C(=O)[O-])c2c1
ZINC44319253	CC(C)(C)OC(=O)NC(Cc1cc(Br)c(Cl)c(Br)c1O)C(=O)[O-]
ZINC44320720	Cc1cc(Cl)cc(CC(NC(=O)OCC2c3ccccc3-c3ccccc32)C(=O)[O-])c1O
ZINC44321282	O=C(NC(Cc1c(O)ccc(F)c1F)C(=O)[O-])OCC1c2ccccc2-c2ccccc21
ZINC44321284	O=C(NC(Cc1ccc(F)c(F)c1O)C(=O)[O-])OCC1c2ccccc2-c2ccccc21
ZINC44323375	CCc1cc(Cl)c(O)c(CC(NC(=O)OCC2c3ccccc3-c3ccccc32)C(=O)[O-])c1
ZINC44323494	Cc1cc(Cl)c(C)c(CC(NC(=O)OCC2c3ccccc3-c3ccccc32)C(=O)[O-])c1O
ZINC44324180	COc1cc(C)cc(CC(NC(=O)OCC2c3ccccc3-c3ccccc32)C(=O)[O-])c1O
ZINC44324225	COc1cc(C)c(O)c(CC(NC(=O)OCC2c3ccccc3-c3ccccc32)C(=O)[O-])c1C
ZINC44325551	COc1cccc2cc(CC(NC(=O)OCC3c4ccccc4-c4ccccc43)C(=O)[O-])[nH]c12
ZINC44325732	Cc1[nH]c2ccc(Cl)cc2c1CC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)[O-]
ZINC44326169	Cc1[nH]c2c(C)ccc(C)c2c1CC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)[O-]
ZINC44909926	Cc1[nH]c2ccccc2c1CC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)[O-]
ZINC14671539	CCC(C)C(=O)/N=C(\NCCc1c[nH]c2ccc(Cl)cc12)Nc1nc(C)cc(C)n1
ZINC33904517	CC1=C(C#N)c2nc(N)c(C#N)c(C)c2C1=Cc1ccc(OCc2ccc(C(=O)[O-])cc2)cc1
