ZINC06244154	N#CCCSc1nncc2ccccc12
ZINC67000006	Cc1nc(C)c(C(C)N(C)C(=O)C(=O)N2CCCc3cc(F)cc(C)c32)s1
ZINC67518365	CC1CCC2C(CCCN2C(=O)c2ccc(F)c(S(=O)(=O)N3CCC3)c2)C1
ZINC04046331	O=C1C2C(C(=O)N1/N=C/c1cn(Cc3ccccc3Cl)c3ccccc13)C1C=CC2C12CC2
ZINC00707975	CC1=NC2=C(C(=O)CC(C)(C)C2)C(c2cccc(Cl)c2)C1C(=O)OCC1CCCO1
ZINC05220639	CC(=O)O/C=C(\C)C1CCC2C3CCC4CC(OC(C)=O)CCC4(C)C3C(=O)CC12C
ZINC08425249	COC(=O)C1C(C)=NC2=C(C(=O)CC(c3ccc(Cl)cc3)C2)C1c1ccccc1OC
ZINC08622051	CC(C)(C)c1ccc(-c2nnc(SC3CCOC3=O)n2-c2ccccc2Cl)cc1
ZINC01206972	COc1cc(C(=O)N2c3ccccc3-c3c(ssc3=S)C2(C)C)cc(OC)c1OC
ZINC08965512	COc1ccccc1N1CCN(C(=O)C2(Cc3nc4ccccc4s3)CCCC2)CC1
ZINC09035216	CC(C)c1cccc2sc(N(CC3CCCO3)C(=O)c3nc4ccccc4s3)nc12
ZINC09190028	CCC(=O)N(c1ccccc1)C1CC(C)N(C(=O)c2ccccc2OC)c2ccccc21
ZINC09222834	O=C(CSc1ncnc2ccccc12)N1N=C(c2cccs2)CC1c1cccs1
ZINC09583460	C=CCn1c(SCC(=O)N2CCCCCC2)nc2sc3c(c2c1=O)CCC(C)C3
ZINC09693536	CCOc1ccc(N2CSC3=C(C#N)C(c4ccc(SC)cc4)CC(=O)N3C2)cc1
ZINC09693562	CCOc1ccc(N2CSC3=C(C#N)C(c4c(Cl)cccc4Cl)CC(=O)N3C2)cc1
ZINC11216065	CC1CN(C(=O)CSc2nc(-c3ccc(Br)cc3)nc3ccccc23)CCO1
ZINC12561695	O=C(CCc1ncc(-c2ccc(Cl)cc2)o1)N1CCN(c2ccccc2Cl)CC1
ZINC12897527	O=C(OCc1cc(F)cc2c1OCOC2)C1CCCCC1c1nc2ccccc2s1
ZINC04277621	N#C/C(=N\Cc1sc(Cl)nc1Cl)C(C#N)/N=C/c1c(Cl)cccc1Cl
ZINC09433977	COc1cc2c(cc1OC)C1=CC(c3ccc(N(C)C)cc3)C3=C(CC(C)(C)CC3=O)N1CC2
ZINC03034572	Cc1ccc(-n2c(SCC#N)nc3c(sc(=S)n3-c3cc(C)ccc3F)c2=O)cc1
ZINC12814279	CC1CCc2c(sc3nc(SCCN4CCOCC4)n(C4CCCC4)c(=O)c23)C1
ZINC24876579	Cc1ccccc1C(=O)N1CCC(c2nc(C(c3ccccc3)c3ccccc3)no2)CC1
ZINC12604470	COc1ccc2c(Cl)c(C(=O)OCC(=O)N3C(C)CCCC3C)sc2c1Cl
ZINC28679968	Cc1ccc(-n2c(SC(C)C(=O)N3CCCC3)nc3sc4c(c3c2=O)CCC4)c(C)c1
ZINC28679971	Cc1ccc(-n2c(SC(C)C(=O)N3CCCC3)nc3sc4c(c3c2=O)CCC4)c(C)c1
ZINC33729138	Cc1ccccc1N1CCN(C(=O)CC(c2ccccc2)c2cnc3c(C)cccn23)CC1
ZINC35230795	CCC(=O)N(CC(=O)N1c2ccccc2-n2cccc2C1c1cccc(Cl)c1)C(C)C
ZINC35230869	CCC(=O)N(CC(=O)N1c2ccccc2-n2cccc2C1c1cccc(Cl)c1)C1CC1
ZINC35525034	CC1CCc2c(sc3nc(C4CC4)nc(N4CCN(C(=O)/C=C/c5ccccc5)CC4)c23)C1
ZINC36800627	C=CCn1c(SCc2cc(=O)oc3ccc4ccccc4c23)nc2sccc2c1=O
ZINC38686922	Cc1cc(C)c2oc(C(=O)N(C/C=C/c3ccccc3)C3CCS(=O)(=O)C3)c(C)c2c1
ZINC38686923	Cc1cc(C)c2oc(C(=O)N(C/C=C/c3ccccc3)C3CCS(=O)(=O)C3)c(C)c2c1
ZINC03190574	CCCOc1ccccc1N1C(=O)C2C3c4ccccc4C(C=O)(c4ccccc43)C2C1=O
ZINC03190570	CCCOc1ccccc1N1C(=O)C2C3c4ccccc4C(C=O)(c4ccccc43)C2C1=O
ZINC03273662	C=CCn1c(SCC(=O)N2CCC(C)CC2)nc2sc3c(c2c1=O)CCC(C)C3
ZINC40254200	COc1ccccc1Cn1c(C2CC(=O)N(c3cccc(Cl)c3)C2)nc2ccccc21
ZINC40968168	Cc1oc(-c2cccc(Cl)c2)nc1CN1CCN(C(=O)c2ccc(C(C)C)cc2)CC1
ZINC43743308	CC(=O)OC1CCC2(C)C(CCC3C4CC(C)C(C(C)=O)C4(C)CC(OC(C)=O)C32)C1
ZINC49443754	Cc1cc(S(=O)(=O)N2CCC(Oc3nc4ccccc4s3)CC2)c(Cl)cc1Cl
ZINC25452527	O=C(OC1CCCCC1)C1CCCN(S(=O)(=O)c2ccc(Br)s2)C1
ZINC58638334	CCN(C(=O)C1CCN(S(=O)(=O)c2c(C)cc(C)cc2C)CC1)c1ccccc1C
ZINC27776123	COc1ccccc1-n1c(SCc2cccnc2)nc2sc3c(c2c1=O)CCCC3
ZINC59340105	CC1CCCN(S(=O)(=O)c2cc(C(=O)N(c3ccccc3)C(C)C)ccc2Cl)C1
ZINC41587339	COCCCN1COc2c(cc3c(c2C)O/C(=C\c2c(Cl)cccc2Cl)C3=O)C1
ZINC41587618	COc1ccc(Br)cc1/C=C1\Oc2c(cc3c(c2C)OCN(CC(C)C)C3)C1=O
ZINC41589050	CCn1cc(/C=C2\Oc3c(cc4c(c3C)OCN(Cc3cccs3)C4)C2=O)c2ccccc21
ZINC41644644	COCCCN1COc2cc(C)c3c(c2C1)O/C(=C\c1ccc(Cl)cc1Cl)C3=O
ZINC41653518	COc1ccccc1CCN1COc2ccc3c(c2C1)O/C(=C\c1ccccc1F)C3=O
ZINC39936455	CS/C(=C\c1cc(Cl)c2c(c1)OCO2)C1=NC(=O)C2=C(c3ccccc3)CSC2=N1
ZINC16771540	O=C1C(c2ccccc2)S/C(=N\S(=O)(=O)c2ccc(Cl)s2)N1C1CCCCC1
ZINC16771540	O=C1[C@H](c2ccccc2)SC(=NS(=O)(=O)c2ccc(Cl)s2)N1C1CCCCC1
ZINC39945643	CC(C)n1c(SCC2=NC(=O)C3=C(c4ccccc4)CSC3=N2)nc2ccccc21
ZINC03491202	O=C(c1ccc(S(=O)(=O)N2CCCc3ccccc32)cc1)N1CC=C(c2ccccc2)CC1
ZINC08818528	Cc1ccccc1OCCCN1C(=O)C2(OCCCO2)c2cc(Br)ccc21
ZINC09431306	CCc1ccc2oc(C(=O)N(Cc3sccc3C)C3CCS(=O)(=O)C3)c(C)c2c1
ZINC09669576	O=C(COCc1nc2ccccc2s1)N1CCCCC1c1nc2ccccc2s1
ZINC09911328	O=C(C(Sc1nc(C(F)(F)F)nc2ccccc12)c1ccccc1)N1CCOCC1
ZINC10665392	CCN(C(=O)Cn1cnc2scc(-c3ccc(C)s3)c2c1=O)c1ccccc1C
ZINC08915715	COc1ccccc1N1CC(c2nc3ccccc3n2CC2CC2(Cl)Cl)CC1=O
ZINC13971947	COc1ccc(CC(=O)N2CCN(c3nc4ccc(SC)cc4s3)CC2)cc1C
ZINC14052547	O=C(COc1ccccc1Br)N1N=C(c2cccs2)CC1c1ccco1
ZINC14879748	CN(C(=O)CC1(c2ccccc2F)CC(=O)N(C2CCCCC2)C1=O)C1CCCCC1
ZINC15555407	CCC(C)c1ccc(S(=O)(=O)N2CCN(C(=O)C3(C)CC3(Cl)Cl)CC2)cc1
ZINC15555409	CCC(C)c1ccc(S(=O)(=O)N2CCN(C(=O)C3(C)CC3(Cl)Cl)CC2)cc1
ZINC15555413	CCC(C)c1ccc(S(=O)(=O)N2CCN(C(=O)C3(C)CC3(Cl)Cl)CC2)cc1
ZINC15836040	O=C1C2C3C=CC(C4CC34)C2C(=O)N1/N=C/c1ccc(OCc2ccccc2Cl)cc1
ZINC15906634	O=C(CCCOc1ccc(Cl)cc1Cl)/N=C1\N=C2C=CC=CN2Cc2ccccc21
ZINC16273687	Cc1cc(C)c(S(=O)(=O)N2CCC(C(=O)N(C)C(C)c3cccs3)CC2)c(C)c1
ZINC16487529	CCC(C)N(CC(=O)N1CCc2sccc2C1c1ccc(Cl)cc1)C(=O)N(C)C
ZINC16505081	CC(C)(C)N(CC(=O)N1CCc2sccc2C1c1ccc(F)cc1)C(=O)c1ccco1
ZINC17797038	Cc1ccc(CN(C)C(=O)C2CCN(S(=O)(=O)c3c(C)cc(C)cc3C)CC2)cc1
ZINC19889953	CCn1c2ccccc2c2cc(CN3CCN(S(=O)(=O)c4ccccc4)CC3)ccc21
ZINC20500691	Clc1ccccc1-c1cncnc1C1CCCN(Cc2cnn(-c3ccccc3)c2)C1
ZINC21134670	O=c1c2cc(Br)ccc2nc(SCC2CCCCO2)n1Cc1ccco1
ZINC15275099	Cc1ccc(-n2c(SCCN3CCOCC3)nc3sc4c(c3c2=O)CCCC4)cc1
ZINC22555986	Cc1nnc(SCc2cc(=O)oc3cc(Br)ccc23)n1Cc1ccccc1
ZINC12811802	Cc1ccc(-n2c(SCCN3CCOCC3)nc3sc(C)c(C)c3c2=O)c(C)c1
ZINC28047524	N#Cc1cccc(S(=O)(=O)N2CCN(Cc3ccc(-c4ccccc4)s3)CC2)c1
ZINC34738610	CN1OCC(S(=O)(=O)Oc2c(F)c(F)c(F)c(F)c2F)C1c1ccc2ccccc2c1
ZINC34787515	CC(C)C(=O)N1CCCN(C(=O)CN2CCc3sccc3C2c2ccc(Cl)cc2)CC1
ZINC34787893	CCCC(=O)N1CCCN(C(=O)CN2CCc3sccc3C2c2ccccc2C)CC1
ZINC35210868	CC(C)CC1SCC(C(=O)N2CCN(c3ccccc3Cl)CC2)N1C(=O)C1CC1
ZINC35246612	Cc1cccc(C2c3cccn3-c3ccccc3N2C(=O)CN(C(=O)CCl)C2CC2)c1
ZINC35372843	CCc1nc(C)nc(N2CCN(C(=O)c3ccccc3C)CC2)c1Cc1cccc(F)c1
ZINC36742011	Cc1csc(N(C(=O)C2CC(=O)N(c3cccc(Br)c3)C2)c2ccccc2)n1
ZINC36858894	Cc1sc2nc(SCc3ccc(C(=O)N4CCCC4)cc3)n(C(C)C)c(=O)c2c1C
ZINC38728022	CC(C)(Oc1ccc(Cl)cc1)C(=O)N1CCN(C(=O)C2CC2c2cccs2)CC1
ZINC39554646	Cc1nc(C2CC2)nc2sc(C(=O)N3CCN(C/C=C/c4ccccc4)CC3)c(C)c12
ZINC40070975	CC1CC(N(C(=O)C2CCN(S(=O)(=O)c3ccccc3)CC2)C2CC2)CC(C)(C)C1
ZINC16570201	CC(Cl)C(=O)N(CC(=O)N1c2ccccc2-n2cccc2C1c1ccccc1)C(C)C
ZINC40836132	CC1Cc2ccccc2N1C(=O)CCn1c(-c2ccccc2)nc(-c2ccccc2)cc1=O
ZINC41310808	CC(C)c1ccc2oc(C(=O)N(Cc3cccc(F)c3)C3CCS(=O)(=O)C3)cc2c1
ZINC41330956	CCc1ccc(CN(C(=O)c2cc3cccc(Cl)c3o2)C2CCS(=O)(=O)C2)cc1
ZINC44903980	CN(C(=O)C1CCN(S(=O)(=O)Cc2c(Cl)cccc2Cl)CC1)c1ccccc1
ZINC49443770	O=S(=O)(c1ccc(Br)s1)N1CCC(Oc2nc3ccccc3s2)CC1
ZINC16195346	COc1cc(/C=N/c2sc3c(c2C#N)CCCC3)cc(Br)c1OCC#N
ZINC58712688	CCc1ccc(C(=O)N2CCN(C(=O)C3CC=CCC3c3nc4ccccc4s3)CC2)cc1
ZINC59594631	CCCCc1ccc(N2C(=O)/C(=C/c3cn(C)c4ccccc34)C(=O)N(C)C2=S)cc1
ZINC60107228	CC(C)C(Sc1nc2sc3c(c2c(=O)n1C1CCCC1)CCCC3)C(=O)N(C)C
ZINC39941113	CCOc1cc(/C=C(\Cl)C2=NC(=O)C3=C4CCC(C)CC4SC3=N2)ccc1OC
ZINC64173171	CC(C1=NC(=O)C2=C(c3ccco3)CSC2=N1)N(C)Cc1ccc(Cl)cc1Cl
ZINC64173175	CC(C1=NC(=O)C2=C(c3ccco3)CSC2=N1)N(C)Cc1ccc(Cl)c(Cl)c1
ZINC08828074	COc1cc2c(cc1OC)CN(C(=O)CSc1ncnc3sc4c(c13)CCC4)CC2
ZINC09052579	CC(c1nc2ccccc2s1)N(C)C(=O)c1cccc(S(=O)(=O)N2CCCC2)c1
ZINC09256908	O=C(CSc1nc2sc3c(c2c(=O)n1CC1CCCO1)CCCC3)N1CCCC1
ZINC09579948	CC(Sc1ncnc2sc(-c3ccccc3)cc12)C(=O)N(C)C1CCS(=O)(=O)C1
ZINC09670372	CC(=O)c1ccc(/N=C2\SCCCN2C(=O)c2ccc(S(=O)(=O)C(F)F)cc2)cc1
ZINC11216796	CCn1c(SCC(=O)N2CCOC(C)C2)nc2scc(-c3cccs3)c2c1=O
ZINC09433799	O=C1S/C(=C\c2ccc(F)cc2)C(=O)N1CCC(=O)N1CCCCC1c1cccnc1
ZINC15883824	COCc1cnc2c(c1SCc1ccc(Br)cc1)c(=O)n(C)c(=O)n2C
ZINC17907253	O=C(c1ccc(-n2cccc2)cc1)N1CCN(S(=O)(=O)c2ccc(Cl)s2)CC1
ZINC20044967	Cc1nn(C(F)F)c(C)c1S(=O)(=O)N1CCN(Cc2c(Cl)cccc2Cl)CC1
ZINC21050321	O=C1CSc2ccc(S(=O)(=O)N3CCOCC3)cc2N1Cc1c(F)cccc1Cl
ZINC22181832	CN(Cc1ccc(Br)cc1)C(=O)CN1C(=O)N(C)C2(CCCCC2)C1=O
ZINC23865757	Cc1cc(/C=C/C(=O)N2CCN(Cc3ccc(C#N)cc3)CC2)c(C)n1Cc1ccco1
ZINC23955849	O=C(/C=C/c1cnn(-c2ccccc2)c1)N1CCN(Cc2nc3ccccc3s2)CC1
ZINC25040447	CN(C)c1cccc(C(=O)N2CCN(S(=O)(=O)c3ccc(Br)s3)CC2)c1
ZINC25041562	O=C(CCc1ccco1)N1CCN(S(=O)(=O)c2ccc(Br)s2)CC1
ZINC25058379	COC(=O)C1(c2ccccc2)CCN(C(=O)CC2c3ccccc3C=CN2C(C)=O)CC1
ZINC25816523	O=C(Cc1coc2ccc3ccccc3c12)N(Cc1ccco1)C1CCS(=O)(=O)C1
ZINC27530332	COc1cc(/C=C2/SC(=S)N(c3cccc(C(C)=O)c3)C2=O)cc(OC)c1OC
ZINC01810144	CCOC(=O)CN1C(=O)/C(=C2/C(=O)N(C)c3ccc(Br)cc32)SC1=S
ZINC31598659	CN(Cc1nc2ccccc2s1)C(=O)C1CCCN(S(=O)(=O)c2ccccc2)C1
ZINC33812188	C=CCN1C(=O)/C(=C\c2c(C)c(C#N)c(=O)n(C)c2N2CC(C)CC(C)C2)SC1=S
ZINC36674682	Cc1ccc(CN(C)C(=O)C2CCCN(S(=O)(=O)c3ccc(Br)s3)C2)o1
ZINC12888191	O=C(CN1CCN(S(=O)(=O)c2ccc3c(c2)CCC3)CC1)N1CCCC2CCCCC21
ZINC08973868	CC(=O)c1ccc(N2/C(=N/C(=O)CCC3CCCC3)SC3CS(=O)(=O)CC32)cc1
ZINC15936793	COc1ccc(/C=C2\Sc3ccc(C(=O)N4CCCC4)cc3N(C)C2=O)cc1OC
ZINC05271418	CCCCc1ccc(N2/C(=N/C(=O)C3CCCO3)SC3CS(=O)(=O)CC32)cc1
ZINC05344962	COc1ccccc1N1/C(=N/C(=O)CCC2CCCC2)SC2CS(=O)(=O)CC21
ZINC38732255	Cc1cccc2cc(/C=C3\SC(=S)N(CC4CCCO4)C3=O)c(N3CCOCC3)nc12
ZINC39266907	O=C1CC(C(=O)N2CCN(c3c(Cl)cncc3Cl)CC2)CN1Cc1cccs1
ZINC39353713	CC1(C)C2CCC1(CS(=O)(=O)N1CCC(C3N=NC=C3c3ccccc3)CC1)C(=O)C2
ZINC39733286	COc1cc2c(cc1OC)CN(C(C)C1=NC(=O)C3=C(c4cccs4)CSC3=N1)CC2
ZINC39990018	CCCn1c(N2CCC(C)CC2)c(/C=C2\SC(=S)N(CC)C2=O)c(C)c(C#N)c1=O
ZINC40093278	Cc1ccc(S(=O)(=O)N2CCCN(C(=O)Cc3csc(C(C)C)n3)CC2)cc1
ZINC47133034	CC1CC1c1ccc(CN(C(=O)c2ccc(Br)o2)C2CCS(=O)(=O)C2)o1
ZINC49432464	O=C(C1CC(=O)N(c2ccccc2)C1)N1CCC(Oc2nc3c(F)cccc3s2)CC1
ZINC49434745	O=C(c1ccc(Cn2ccnc2)cc1)N1CCC(Oc2nc3c(F)cc(F)cc3s2)CC1
ZINC57751391	CC1CC(C)CN(C(=O)CN2CCN(S(=O)(=O)c3cccc(Br)c3)CC2)C1
ZINC57839360	O=C(COc1cc(Cl)cc(Cl)c1)N(CC1CCCO1)C1CCS(=O)(=O)C1
ZINC15848303	CC(OC(=O)c1c(Cl)ccc(Cl)c1Cl)C(=O)N(C)C1CCS(=O)(=O)C1
ZINC15848305	CC(OC(=O)c1c(Cl)ccc(Cl)c1Cl)C(=O)N(C)C1CCS(=O)(=O)C1
ZINC58735139	CCOC(=O)C1CCCN(C(=O)C2CCCN2C(=O)c2cc(Cl)ccc2Cl)C1
ZINC10235742	O=C(CCN1C(=O)C2CC=CCC2C1=O)N1CCC(c2nc3cc(Cl)ccc3s2)CC1
ZINC33585619	O=C1S/C(=C/c2ccccc2Cl)C(=O)N1CC(=O)N1CCCCC1c1cccnc1
ZINC39792876	CC1CC=C(C2=C3C(=O)N=C(CSc4nncn4-c4ccccc4)N=C3SC2)S1
ZINC39792877	CC1CC=C(C2=C3C(=O)N=C(CSc4nncn4-c4ccccc4)N=C3SC2)S1
ZINC39997041	COc1cc2c(cc1OC)CN(CC1=NC(=O)C3=CC(c4ccccc4)SC3=N1)CC2
ZINC40069216	CC(=O)C1=C(C)C(C(=O)Cn2cnc3scc(-c4ccc(C)c(C)c4)c3c2=O)=NC1C
ZINC13176286	Cc1cccc(CC(=O)/N=C2\SC3CS(=O)(=O)CC3N2c2ccc(N(C)C)cc2)c1
ZINC13176286	Cc1cccc(CC(=O)/N=C2/SC3CS(=O)(=O)CC3N2c2ccc(N(C)C)cc2)c1
ZINC09560931	COCCN1C(=O)c2ccccc2C(C(=O)N2CCCCC2C)C1c1cn(C)c2ccccc12
ZINC04039461	CCn1c(SC)nnc1-c1cccn(Cc2ccc(Cl)cc2Cl)c1=O
ZINC02716411	Cc1ccc(CN2CCc3c(OCC(=O)N4CCCCCC4)cccc3C2=O)cc1
ZINC05332928	CC(Sc1nnc(-c2ccccc2F)n1C1CC1)C(=O)N1CCc2ccccc2C1
ZINC05583344	CCn1c(SC(C)C(=O)N2CCCC2)nc2scc(-c3cccs3)c2c1=O
ZINC06400948	N#Cc1cccc(OCC(=O)N2N=C(c3cccs3)CC2c2cccs2)c1
ZINC06775424	CCN(CC(=O)N1CCn2cccc2C1c1ccccc1F)C(=O)c1ccc(C)cc1
ZINC08263570	N#Cc1ccccc1OCC(=O)N1N=C(c2cccs2)CC1c1cccs1
ZINC10744249	O=C(CCc1cccc(F)c1)N1CCN(S(=O)(=O)c2ccc(Cl)s2)CC1
ZINC11880621	Cc1ccc(OCC(=O)N2CCC3(CCC(=O)N3Cc3ccccc3F)CC2)cc1
ZINC11970278	COc1cc(OC)c(C2=CCN(C(=O)C3Cc4ccc(C)cc4S3)CC2)c(OC)c1
ZINC13113197	CCN(C(=O)Cn1cnc2scc(-c3ccc(C)s3)c2c1=O)c1ccc(F)cc1
ZINC16744489	CC(=O)N1CCc2cc(C(=O)C(C)OC(=O)C34CC5CC(CC(C5)C3)C4)ccc21
ZINC17525440	COc1cc(/C=C/C(=O)N2CCC(C)Sc3ccccc32)ccc1OCC#N
ZINC20604136	CCn1ncc(-c2cc(C(F)F)c3c(C4CC4)nn(-c4ccccc4)c3n2)c1C
ZINC22055922	CC1(C)C2CCC1(CS(=O)(=O)N1CCN=C1Cc1cccc3ccccc13)C(=O)C2
ZINC22817582	COC(=O)C1CCN(C(=O)C(C)Sc2nc3cc(Cl)ccc3s2)CC1
ZINC29365758	Cc1ccc(C(=O)N(C)CC2CCCCC2)cc1S(=O)(=O)N1CCCCC1
ZINC30694071	CC(C)C(Sc1nc2ccsc2c(=O)n1C)C(=O)N(C)C1CCCCC1
ZINC30755529	CN(C(=O)CN(c1cc(Cl)cc(Cl)c1)S(C)(=O)=O)C1CCCCC1
ZINC32741705	O=C(OC(C(=O)N1CCOCC1)c1ccccc1)c1cc2c(F)cccc2s1
ZINC35440388	O=C(c1ccc2cnccc2n1)N(Cc1ccccc1)Cc1cc2ccccc2o1
ZINC35761079	CCc1ccc(C(=O)N2CCN(C(C(=O)N3CCCCC3C)C3CCCC3)CC2)cc1
ZINC35761082	CCc1ccc(C(=O)N2CCN(C(C(=O)N3CCCCC3C)C3CCCC3)CC2)cc1
ZINC35761090	CCc1ccc(C(=O)N2CCN(C(C(=O)N3CCCCC3C)C3CCCC3)CC2)cc1
ZINC38775443	CC(SCC1=NC(=O)C2=C(c3ccccc3)CSC2=N1)C(=O)N1CCCCC1C
ZINC38775446	CC(SCC1=NC(=O)C2=C(c3ccccc3)CSC2=N1)C(=O)N1CCCCC1C
ZINC10964835	O=C(CSc1nc2ccccc2s1)N(C1CCCCC1)C1CCS(=O)(=O)C1
ZINC40821253	COc1ccc(CC(=O)N2CCCC2c2cn(C)c3cccc(F)c23)cc1OC
ZINC41095811	CCOC(=O)C1CCN(S(=O)(=O)c2ccc(Cl)c(Cl)c2Cl)CC1
ZINC42979765	CC(C)C(Sc1nc2sccc2c(=O)n1C)C(=O)N(C)C1CCCCC1
ZINC42990857	CC1CCN(C(=O)C(Sc2nncn2-c2cccc(Cl)c2)C(C)C)CC1
ZINC45812978	COC1CCCCC1OC(=O)C1CCN(c2ccccc2Br)C1=O
ZINC49700912	CC(=O)c1cccc(S(=O)(=O)N2CCC(C(=O)c3ccc(C)c(C)c3)CC2)c1
ZINC52607734	O=S(Cc1cc(Oc2ccc(Cl)c(Cl)c2)ccn1)C1=NC2=CSCC2=N1
ZINC25897949	CCCCn1nc(C(=O)N2CCc3sccc3C2c2ccccc2)ccc1=O
ZINC59435755	COC(=O)C1=C(C)N(Cc2ccco2)C(=O)/C1=C\c1ccc(Br)cc1
ZINC60060906	CN(CC1CCCN(C(=O)c2cc(Cl)cc(Cl)c2)C1)C(=O)OC(C)(C)C
ZINC60061950	CCN(Cc1cnn(C)c1)S(=O)(=O)c1c(Cl)cc(Br)cc1Cl
ZINC60709159	Cc1c(Cl)cccc1-n1c(SCc2ccncc2)nnc1-c1ccncc1
ZINC62515614	CC1CN(C(=O)c2ccccc2OCc2cscn2)CC(c2ccccc2)O1
ZINC41587726	COCCCN1COc2c(cc3c(c2C)O/C(=C\c2cccc(Cl)c2)C3=O)C1
ZINC64178919	CSC1=NC(=O)C(CCC(=O)N2CCc3sccc3C2c2ccccc2)C(C)=N1
ZINC64178922	CSC1=NC(=O)C(CCC(=O)N2CCc3sccc3C2c2ccccc2)C(C)=N1
ZINC66642939	Cc1ccccc1-c1nc(C(=O)N2CCC(CCN3CCOCC3)CC2)cs1
ZINC66711417	CC1COC(c2ccccc2)CN1C(=O)CCc1ncc(-c2ccccc2F)o1
ZINC66711418	CC1COC(c2ccccc2)CN1C(=O)CCc1ncc(-c2ccccc2F)o1
ZINC66711419	CC1COC(c2ccccc2)CN1C(=O)CCc1ncc(-c2ccccc2F)o1
ZINC66846714	CCN(C(=O)CN1CCOC(c2ccccc2F)C1)c1nc2ccccc2s1
ZINC66848648	CCN(C(=O)CN1CCOC(c2cccc(F)c2)C1)c1nc2ccccc2s1
ZINC66869697	Cc1ccc(C)c(S(=O)(=O)CCN2CCN(c3ccc(Cl)cn3)CC2)c1
ZINC04145687	CC(=O)OCC(=O)C1(OC(C)=O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C
ZINC08620521	CCn1c(SCc2cc(=O)oc3cc(Br)ccc23)nnc1-c1ccco1
ZINC03444890	Cc1cc2nnc(SCC(=O)N(CCC#N)c3cccc(Cl)c3)n2c2ccccc12
ZINC02435714	CCC(C)N1C(=O)/C(=C/c2c(Oc3ccccc3F)nc3c(C)cccn3c2=O)SC1=S
ZINC09375933	Cc1nnc(SCC(=O)N2CCCC(c3nc4ccccc4s3)C2)n1C1CCCCC1
ZINC09417894	Cc1sc2ncnc(SCC(=O)N3N=C(c4cccs4)CC3c3ccco3)c2c1C
ZINC09653632	CN(C(=O)COc1ccc(Br)cc1Br)c1ccc([N+](=O)[O-])cc1
ZINC09663215	Cc1nc2c(cnn2C(C)C)c(C)c1CCC(=O)N1CCCC(c2nc3ccccc3s2)C1
ZINC09951717	O=C(CSc1nnc2ccccn12)N(Cc1ccccc1)c1nc2c(s1)CCCC2
ZINC10831936	CSc1ccc2nc(N(Cc3ccco3)C(=O)c3ccc4c(c3)OCCO4)sc2c1
ZINC10864978	CC1CCCCN1C(=O)CSc1nc2sc3c(c2c(=O)n1Cc1ccco1)CCCC3
ZINC12053798	Cc1ccc(C(=O)N2CCOc3c(cc(-c4cccnc4)cc3OCC3CCCCO3)C2)s1
ZINC12361710	CCc1ccc(S(=O)(=O)N2CCn3cccc3C2c2ccc(OC)c(OC)c2)s1
ZINC12481958	O=C(COc1ccc([N+](=O)[O-])cc1)Oc1ccc(Br)cc1Br
ZINC12750307	Cc1occc1-c1nnc(SCC(=O)N2c3ccccc3SCC2c2ccccc2)n1C
ZINC12750314	Cc1occc1-c1nnc(SCC(=O)N2c3ccccc3SCC2c2ccccc2)n1C
ZINC12918954	Cc1ccccc1-c1nnc(SCC(=O)N2CCC(c3nc4ccccc4s3)CC2)n1C
ZINC12974959	O=C(COc1ccc(F)cc1Cl)N1CCCC(c2nnc3ccc(C(F)(F)F)cn23)C1
ZINC10718146	c1ccc(-n2c(SCc3csc(-c4ccccn4)n3)nnc2N2CCCCC2)cc1
ZINC09466318	Cc1ccccc1-n1cnnc1SCC(=O)N1CCCC(c2nc3ccccc3s2)C1
ZINC09847260	Cc1ccc(-n2c(SCC(=O)N3c4ccccc4CC3C)nnc2N2CCCC2)cc1
ZINC12552853	O=C(CSc1nnc(N2CCCCC2)n1-c1ccccc1)N1CCCc2ccccc21
ZINC15307892	O=C(c1ccc(CSc2nc3ccccc3s2)cc1)N1CCN(c2ncccn2)CC1
ZINC15689813	CC(OC(=O)/C=C/c1ccc(Br)o1)C(=O)N1CCN(c2ccccc2)CC1
ZINC01160317	CN1C(=O)/C(=C/c2ccccc2Oc2ccc(C(F)(F)F)cc2[N+](=O)[O-])SC1=S
ZINC19355323	Cc1ccc(-n2c(SC(C)C(=O)N3CCc4ccccc4C3)nnc2N2CCCCC2)cc1
ZINC08383524	Cc1cc(C)c(S(=O)(=O)ON2C(=O)CC(CC3=CCC4CC3C4(C)C)C2=O)c(C)c1
ZINC19911045	CC(C)OC(=O)C(Cc1ccccc1)N1COc2ccc3c4c(c(=O)oc3c2C1)CCC4
ZINC21783023	CCOc1ccc(C2c3c(oc4cc(C)cc(C)c4c3=O)C(=O)N2CC2CCCO2)cc1
ZINC23054890	Cc1occc1-c1nnc(SCC(=O)N2c3ccccc3SCC2c2ccccc2)o1
ZINC25973845	O=C(OCC(=O)N1N=C(c2cccs2)CC1c1cccs1)c1ccnc(Cl)c1
ZINC33390550	COc1cc(/C=C(/C#N)c2ccc(I)cc2)c([N+](=O)[O-])cc1OC
ZINC35636499	c1ccc(COC2OC3COC(c4ccccc4)OC3C3OC(c4ccccc4)OC23)cc1
ZINC35682265	O=C1/C(=C/c2ccc(OCc3ccccc3)cc2)N=C2SCN(Cc3ccco3)CN12
